repo_name,commit,message,Justification,Comment,Is_Refactor,Is_Perfective,Is_Adaptive,Is_Corrective
wzhfy/spark,6326d406b98a34e9cc8afa6743b23ee1cced8611,"[SQL][MINOR] Fix scaladoc for UDFRegistration

## What changes were proposed in this pull request?

Fix scaladoc for UDFRegistration

## How was this patch tested?

local build

Author: Jacek Laskowski <jacek@japila.pl>

Closes #17337 from jaceklaskowski/udfregistration-scaladoc.
",,,,,,
endlessm/gnome-control-center,7100bcf73fa6224e847c64f58d961aa824410460,"Whoops, delete those invalid-dnl'ed lines. This is part of my

2002-01-07  Richard Hestilow  <hestilow@ximian.com>

	* configure.in: Whoops, delete those invalid-dnl'ed lines. This
	is part of my use-xscreensaver-demo patch.
",,,,,,
securitycopper/-tg-station,27868c8e120ba3f05655bebdf101c753ec09bb98,"Adds edge case handling for stuff in silicons (the whole silicon gets teleported) and brains (the brainmob gets properly made). Note that MMIs fall under the silicon rule and not the brain rule.

The wizard will get a message when they try to summon a destroyed item, this removes the processing that was doing this previously
",,,,,,
tensorflow/tensorflow,065ac1a4a32ec9a6a6fb4b4fcdec827aba4181de,"Support tfl.metadata in flatbuffer exporter

This allows TFLite dialect generators to put additional data
they'd like to carry over to the final FlatBuffer for their
use cases. Right now only string attributes are supported.

PiperOrigin-RevId: 268330018
",,,,,,
pragmaware/ctags,80a135fff703a78f1a4a567adbd432e3ea31e819,"docs: don't use inkscape extension in a svg file

To draw test inkscape extension was used.
As the result some viewers cannot render it well.

Signed-off-by: Masatake YAMATO <bdfff7006d3a5967c7c741d652a74f5445442e11@redhat.com>
",,,,,,
pwithnall/systemd,765a00b98d9176aeafc8a677a0e426edd2a20aab,"udev: net_id - support predictable ifnames on vio buses (#5675)

For IBM PowerVM Virtual I/O network devices, we can build predictable names
based on the slot number passed as part of the OF ""reg"" property.  Valid slot
numbers range between 2-32767, so we only need the bottom half of the unit
address passed.

For example:

  /proc/device-tree/vdevice/l-lan@30000002
  /proc/device-tree/vdevice/vnic@30000005

would initially map to something like:

  /sys/devices/vio/30000002/net/eth0
  /sys/devices/vio/30000005/net/eth1

and would then translate to env2 and env5

This patch ignores the bus number, as there should only ever be one bus, and
then remove leading zeros.",,,,,,
spring-cloud/spring-cloud-data,fd0fae9f41a81714fcb0d075d50192b4329ff976,"Remove EnableConfig prop at SecurityController

 - Since the `SecurityProperties` is set at the constructor level via controller auto configuration, we don't need `EnableConfigurationProperties` for `SecurityProperties` at
SecurityController

This fixes #366
",,,,,,
alvinkwekel/camel,18afae34fe37ee4fe0203c077ab26148e537b19a,"applied patch for https://issues.apache.org/activemq/browse/CAMEL-256 from Roman Kalukiewicz with thanks!

git-svn-id: e3ccc80b644512be24afa6caf639b2d1f1969354@601289 13f79535-47bb-0310-9956-ffa450edef68
",,,,,,
Fox-McCloud/-tg-station,1e7ded7e8175896ec62a72f16e50ecab7512421a,"Buffs the Bioterror Chem Sprayer

The Bioterror Chem Sprayer is a fun idea on paper, but the reagents in it are kinda shit. It's one of the least bought items because it's pretty useless.

It now has the following reagents:
Sodium Thiopental, for stamina and knockout
Coniine, for Toxin and Oxygen
Venom, for scaling Toxin, Brute, and Histamine Decay
Condensed Capsaicin, for an instant stun on application
Initropidril, for the heart attacks
Polonium, for the severe radiation

All in all, this should make the Bioterror sprayer actually worth the points investment, and make it more fun to use as an operative.",,,,,,
fejta/kubernetes,70a0f443c84918f4a12f726486bc559c45d3258f,"Only register floatingIP for external loadbalancer service

If the user has provided the floating-ip options, then it's safe
to assume they want (only) the floating-ip to be the ingress IP;
if they have not provided floating-ip options, then the LB IP is
the only relevant value.
Fix #52566
",,,,,,
FriendsOfPHP/PHP-CS-Fixer,0ec20f04c4b6f56a7532b4bb72002b43fe35cace,"minor #4209 [7.3] PhpUnitStrictFixerTest - tests for 7.3 (SpacePossum)

This PR was merged into the 2.12 branch.

Discussion
----------

[7.3] PhpUnitStrictFixerTest - tests for 7.3

Commits
-------

8657be05 [7.3] PhpUnitStrictFixerTest - tests for 7.3
",,,,,,
SubtitleEdit/subtitleedit,28fb89e78c1d22740b08a597695e3f628746c090,"Do not show first subtitle if it's a pac null text or it starts+ends at zero - otherwise do show it (now it hopefully works) - thx Herman :)


git-svn-id: 01321610d9aae5c1fd4dece01629cad7bef9d733@1937 99eadd0c-20b8-1223-b5c4-2a2b2df33de2
",,,,,,
namecoin/namecoin-core,041224a75c16a2c181ca2305d12b63396e60d922,"Merge #14472: [doc] getblocktemplate: use SegWit in example

d562027079622f067e8f647bad7c5ac1d63a30d4 [doc] getblocktemplate: use SegWit in example (Sjors Provoost)

Pull request description:

  Make it less likely for new miners to accidentally mine non-SegWit blocks.

  Suggest backport to 0.17 so the docs on bitcoincore.org get updated at the next minor release.

Tree-SHA512: fc8c51690559d3e64d03c0eec433c75e5581d616d36b529e16f89ff2433457386feba7ef3b0d22f245d3f725183a2204fef7ee13e25cb92b945ab61f99068dee
",,,,,,
ptkool/spark,a8f51b82968147abebbe61b8b68b066d21a0c6e6,"[SPARK-6458][SQL] Better error messages for invalid data sources

Avoid unclear match errors and use `AnalysisException`.

Author: Michael Armbrust <michael@databricks.com>

Closes #5158 from marmbrus/dataSourceError and squashes the following commits:

af9f82a [Michael Armbrust] Yins comment
90c6ba4 [Michael Armbrust] Better error messages for invalid data sources
",,,,,,
luxas/kubernetes,3c822c0b3c29b45036b78a24c66ed16a59d38886,"Merge pull request #27357 from madhusudancs/fed-dns-scope

Automatic merge from submit-queue

Add Google Cloud DNS auth scope to GCE VMs when they are started in a federation.

cc @colhom @kubernetes/sig-cluster-federation 

[![Analytics](https://kubernetes-site.appspot.com/UA-36037335-10/GitHub/.github/PULL_REQUEST_TEMPLATE.md?pixel)]()
",,,,,,
hpcuantwerpen/easybuild-easyblocks,620cbbac46daed7b8cdf7a3a4411401c2c847cca,"Merge pull request #1678 from boegel/fix_pythonpackage_default_sanity_check_paths

also take into account 'custom_paths' passed down to sanity_check_step before injecting default sanity_check_paths value that uses %(pyshortver)s template value",,,,,,
zeduardu/moodle,805e32f74ebfa926d2a096419f87c66dff27e256,"MDL-37577 quiz overdue handling: optimise database query

This is the standard trick of adding a redundant WHERE clause to a
subquery to help the database realise that it does not have to inspect
so many rows.
",,,,,,
kow3ns/kubernetes,258971002faab638d2e7899b3eb71a4046c74733,"Merge pull request #37850 from MrHohn/gke-dns-autoscale

Automatic merge from submit-queue (batch tested with PRs 37092, 37850)

Turns on dns horizontal scaling tests for GKE

Seems like the dns-autoscaler is already enabled in [this recent gke build](https://k8s-gubernator.appspot.com/build/kubernetes-jenkins/logs/ci-kubernetes-e2e-gci-gke/769/).
Turning on the corresponding e2e tests to increase test coverage.

Probably better to wait for this fix #37261 to go in first.

@bowei @bprashanth 
cc @maisem @roberthbailey",,,,,,
Edouard-chin/rails,ab18d37fa4ac0cf2c18948b4b73ea32db009018a,"do not create unnecessary directory

This was added in a4c358f, but `config.assets` has been removed in 5172d93.
Also, do not use env path to `Sprockets::Cache::FileStore` even `sprockets-rails`.
ref: https://github.com/rails/sprockets-rails/blob/master/lib/sprockets/railtie.rb#L129
",,,,,,
DavidNorman/tensorflow,620bcf01283abc434b1971106863269168cb8a5a,"Basic usability fixes for RNNCell wrappers

They weren't calling their parent constructors (for the Keras base Layer), so a bunch of their methods threw odd errors. There may still be issues, but hopefully not so blatent.

Fixes #19208. For real this time.

PiperOrigin-RevId: 197052962
",,,,,,
juju-solutions/kubernetes,624dec20c0c879d8a7a14517d3d88522c1ed9925,"Merge pull request #65139 from wojtek-t/fix_logexporter

Automatic merge from submit-queue (batch tested with PRs 65123, 65176, 65139, 65084, 65056). If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Periodically fetch logexported nodes instead of sleeping",,,,,,
gafter/roslyn,9e04d346b87e8eb7f8eda5852bf5d107e2e664a7,"Remove CancellationToken parameter from ScheduleTaskWorker

The parameter was unused, and it indeed shouldn't be there: if you're
calling ScheduleTask with a cancellation token, you expect the token
to apply to the resulting task, not your process of scheduling it
in the first place.
",,,,,,
Razharas/-tg-station,096351d52e23b9f6413521738bc91e83c28348af,"Securer secure crates

Increased the health of secure crates by a factor of ten.

Originally I was going to null out the projectile proc and add an emp_act instead, but one already exists.
The increased health of the secure crate will allow them to still be broken open from gun fire, but will make it inconvenient enough to dissuade cargo arming up every round, hopefully... (it will take 17 buckshot or 50 lasers to break open a crate)
",,,,,,
mapr/hadoop-common,d08b1af26a56b096c7087b46a3ccd4417f4cc7ef,"HDFS-4400. DFSInputStream#getBlockReader: last retries should ignore the cache. Contributed by Colin Patrick McCabe.

git-svn-id: 6fe90c845e69e4e2809172800272a2ba861d3184@1433144 13f79535-47bb-0310-9956-ffa450edef68
",,,,,,
google/swiftshader,f878d50b65d70c883dd8c882e5096b14e2a9ae53,"Pass down the texture compare state.

Depth format textures can have a comparison operation performed after
their texels have been sampled.

Change-Id: I49f6bb7fab9765265761144ee8b6b62439beb5a3
Reviewed-on: https://swiftshader-review.googlesource.com/5870
Tested-by: Nicolas Capens <51edc787c30f24c4904e8ffbb5523c3a9f7a451d@google.com>
Reviewed-by: Alexis Hétu <1c7141772178a7e80858c3db5052b328076f08f4@google.com>
",,,,,,
ppwwyyxx/tensorflow,64ad76df9d73875816247d2fbeffc7a8e301917f,"Pre-allocate space for results from a regex match that uses 3 match strings.

That space is 4 StringRefs, not 3, because element 0 of the match always
contains the entire source string.

PiperOrigin-RevId: 273875606
",,,,,,
GulajavaMinistudio/kubernetes,710a12406e08755dff8920082944490c3a38f43e,"Merge pull request #56452 from markmandel/patch-1

Automatic merge from submit-queue. If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Code Generator: Link back to examples and articles

**What this PR does / why we need it**:
Link to the sample-controller and external blog post that have the current best path to learning how to use this library.

Right now this is not as documented as it could be, and this links to current best documentation.

Context: [Friction Log](https://docs.google.com/document/d/1N1pBov7Odpg_u-kILHcswYh4VO-aMlYQdFIH64DYeek/edit#)",,,,,,
UK992/servo,fd211dcc92b57a94dabd6bea556d0f4837289ffd,"Auto merge of #6855 - pcwalton:more-rooting-soundness, r=Manishearth

plugins: Forbid trait casts of rooted objects.

r? @Manishearth

<!-- Reviewable:start -->
[<img src=""https://reviewable.io/review_button.png"" height=40 alt=""Review on Reviewable""/>](https://reviewable.io/reviews/servo/servo/6855)
<!-- Reviewable:end -->
",,,,,,
mengqiy/kubernetes,d655c9a87335498857a63d5fcefa7a6d7db1ce93,"Merge pull request #66923 from jarrpa/pvc-protect-until-pod-delete

Automatic merge from submit-queue (batch tested with PRs 66491, 66587, 66856, 66657, 66923). If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

PVC Protection: Wait for Pod delete

Currently, the PVC protection controller will remove its finalizer when
all Pods using a PVC reach at least a Terminating state. However,
certain volumes cannot be guaranteed to be umounted until a Pod is
deleted. Only Pods not in the current pods list can be considered
deleted, so we're removing the exception to not check Terminating Pods.

```release-note
NONE
```

Resolves: #65552

Signed-off-by: Jose A. Rivera <2a0958b6fecb909a38a254361e8d9708c4487d67@redhat.com>",,,,,,
grivet/dpdk,feb888c61e5bf2f5e26bed98f1109ed5655b4cf4,"doc: update release notes for OcteonTx TIM driver

Signed-off-by: Pavan Nikhilesh <8184a94f8f7778086ea0697cdb513b2e42813b09@caviumnetworks.com>
Acked-by: Marko Kovacevic <32a723043e16bf2a3185e32c2e613ae1ee55288f@intel.com>
",,,,,,
SkySkimmer/coq,04e2316998678c08711bcaa0a0e762f22e90ba60,"Some edition in the coq_makefile/_CoqProject section.

There are still two items I do not undertand fully (the last one about
-extra-phony, and the removal of external libraries at make clean time,
that I could not reproduce on a toy example.
",,,,,,
sbourget/moodle,04645f4e9b2cb0721afab24632b4da31b6ba654e,"MDL-65187 core_hub: send more important info first to moodle.net

Rumor has it that some browsers may truncate the GET request to 2000 characters,
make sure that all important info is sent first
Everything else will be updated on the first registration update request.
",,,,,,
sferich888/origin,30d1af19902858ec61a6086dc0c69a9726ca2c73,"dind: remove wrapper script

The wrapper script for docker-in-docker hasn't done anything useful on
fedora since docker 1.8.  The magic is now handled by --privileged,
and this means a nested docker daemon can use the packaged unit file.
",,,,,,
arbrandes/edx-platform,d2f216615f9406fd0ecea6648edaa6bae424add2,"move the instantiation of the metadata cache out of modulestore.py as it was causing a circular import dependency when running on AWS. Put instantiation into one_time_startup.py which I believe is run before any Django requests are handled
",,,,,,
duke8253/trafficserver,e2ffb69c179c7daf65e819b29c90ebde4546b94e,"TS-2519: handle stat persistence type changes

When Traffic Server is upgraded, it is possible for stats to change
their persistence type. If it changes from persistent to non-persistent,
we don't want to preserve the previous value. Detect this case when
we load the records snapshot and also when we register stats.
",,,,,,
yhirano55/rails,8a7e91b084c9d502ebe569c6c64616f1ebdba7fd,"Normalize/process Cach-Control headers consistently

In the existing logic, the `Cache-Control` header may or may not get
normalized by additional logic depending on whether `response.cache_conrol`
has been modified. This leads to inconsistent behavior, since sometimes
`Cache-Control` can contain whatever a user sets and sometimes it gets
normalized, based on the logic inside of `set_conditional_cache_control!`. It
seems like this normalization process should happen regardless to ensure
consistent behavior.
",,,,,,
alim0x/TranslateProject,ac042466dc9a1b558b4148426db908144c6c4b26,"PUB:20171121 How To Kill The Largest Process In An Unresponsive Linux System.md

@cizezsy 本文首发地址： https://linux.cn/article-9696-1.html
您的 LCTT 专页地址： https://linux.cn/lctt/cizezsy
PS，你的 GITHUB 头像好像显示有问题。
",,,,,,
HippieStation/HippieStation,11aab6e604d4178bd90ced18cf7cca62b3721d9a,"Still more hair tweaking. Long hair made more subtle. Highlights less contrasting, except on bedhead and dreadlock, which imo work. All hairs should have highlights now, barring facial hair.

git-svn-id: af9c09e5e5bfa333f52f6fefeba857070ad34abf@787 316c924e-a436-60f5-8080-3fe189b3f50e
",,,,,,
ChristophWurst/krankerl,5983ff230fd67d32e7682d6505fe9ffc4ac8825e,"Bump hyper from 0.12.12 to 0.12.13

Bumps [hyper](https://github.com/hyperium/hyper) from 0.12.12 to 0.12.13.
- [Release notes](https://github.com/hyperium/hyper/releases)
- [Changelog](https://github.com/hyperium/hyper/blob/master/CHANGELOG.md)
- [Commits](https://github.com/hyperium/hyper/compare/v0.12.12...v0.12.13)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>",,,,,,
travmi/moodle,7aedfe32f400dc27e7b9e0420c373f9d77cf6260,"MDL-58187 core_calendar: Skip callbacks when events module is invisible

Previously every event would get piped through the two callbacks
even when the associated course module was invisible. This patch
adds an early bail out check to avoid that.

Part of MDL-55611 epic.
",,,,,,
filcab/homebrew-core,0766720dcd0b19d46b432cb4907ba52ac601a720,"spiped: depend on Homebrew OpenSSL.

Temporarily reverting to the previous version whilst I try and figure
out the compile errors. The OpenSSL dependency is probably an equally
important part of this PR and I don’t want to keep that back too long
whilst I try and figure the compile issue out.
",,,,,,
regit/suricata,6af529d0c66407beac142a74ad437e62f1274ef5,"output-json-alert: output source and target

Use metadata provided information to output the Source and Target
in the definition of IDMEF.

The output is now the following:

  ""alert"": {
    ""action"": ""allowed"",
    ""gid"": 1,
    ""signature_id"": 1,
    ""rev"": 1,
    ""signature"": ""connection to home"",
    ""category"": """",
    ""severity"": 3,
    ""source"": {
      ""ip"": ""2001:31d0:000a:f68a:0000:0000:0000:0001"",
      ""port"": 80
    },
    ""target"": {
      ""ip"": ""2a01:0e34:ee97:b130:c685:08ff:dab3:c9c8"",
      ""port"": 48390
    }
",,,,,,
adit-chandra/tensorflow,791f7a3a490720fe42ceee4f6519eaf77ff2f1ca,"tensorflow: relax the dimensionality check for tf.squeeze.

This CL relaxes the shape inference constraints on tf.squeeze.
Previously, trying to squeeze a dimension whose build-time shape
was unknown would result in the squeezed shape being completely
unknown. This causes errors on some otherwise working programs that
rely on TensorFlow's build-time shape inference.
With this change, it's assumed that, if there is an explicit squeeze_dims
argument to tf.squeeze() and the dims in question are not known at shape
inference time, the input dims will be assumed to be 1. If they are not,
an error will be thrown at runtime just as before.
Change: 113863596
",,,,,,
ebmdatalab/openprescribing,4d2d1a9ce093b4fccf1d21c2c6bf6e22887744bf,"Bump certifi from 2019.9.11 to 2019.11.28

Bumps [certifi](https://github.com/certifi/python-certifi) from 2019.9.11 to 2019.11.28.
- [Release notes](https://github.com/certifi/python-certifi/releases)
- [Commits](https://github.com/certifi/python-certifi/compare/2019.09.11...2019.11.28)

Signed-off-by: dependabot-preview[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>",,,,,,
haySwim/kubernetes,fe5f7a761bd1cc51cfcb317d91de9bdedf821488,"get-kube-local.sh checks pods with option ""--namespace=kube-system""

Local cluster creation using get-kube-local.sh is never finished.
The get-kube-local.sh monitors running_count of pods such as etcd,
master and kube-proxy, but these pods are created under the namespace
kube-system. Therefore kubectl can't find these pods then cluster
creation isn't completed.

The get-kube-local.sh should monitor created pods with option
""--namespace=kube-system"".

Fix #42517
",,,,,,
jbedorf/tensorflow,fbf652193590d56ae556fbc1a3ea0ab5c7d5e154,"Flush denormals to zero on both CPU and GPU

Two different mechanisms are required.  On the CPU, we push and pop the
appropriate processor flags in the executor (for the master thread) *and*
in each threadpool thread, since the processor flags are thread local.  On
the GPU, we set -ftz=true for both nvcc and gcudacc so that kernels that we
build flush denormals to zero using instruction flags.

Caveat: On GPU, only single precision denormals are flushed to zero; double
precision is unchanged.
Change: 115114845
",,,,,,
dart-lang/sdk,7041797907114ea3b285c91fcd5ffef5ed7e7822,"Get the OS error message for process exceptions on Windows

R=ager@google.com
Review URL: http://codereview.chromium.org//8277035

git-svn-id: c93d8a2297af3b929165606efe145742a534bc71@435 260f80e4-7a28-3924-810f-c04153c831b5
",,,,,,
ahocevar/openlayers,ec9386acfe0b20e1009eac3668e13941a4d5fa19,"Set the opacity directly to element.style.opacity

goog.style.setOpacity handles the IE8 case (but we are doing the same
above in the same function) and Firefox prior to version 3.5 (latest
stable release in April 2011).

See https://developer.mozilla.org/en-US/docs/Web/CSS/opacity
",,,,,,
deeponion/deeponion,d7b80b54fbb73acc92ddee84697ac4cc10d4d336,"test_framework: Avoid infinite loop in encoding Decimal

Avoid an infinite loop in encoding, by ensuring EncodeDecimal
returns a string. round(Decimal) used to convert it to
float, but it no longer does in python 3.x. Strings are
supported since #6380, so just use that.
",,,,,,
samba-team/samba,a3a1cd4797c99cb5fd0234c2dfe40e5dcafb05f8,"packaging: Add NetworkManager dispatcher script for winbind.

Signed-off-by: Andreas Schneider <asn@cryptomilk.org>
Signed-off-by: Andreas Schneider <asn@samba.org>
Reviewed-by: David Disseldorp <ddiss@samba.org>

Autobuild-User(master): David Disseldorp <ddiss@samba.org>
Autobuild-Date(master): Tue Oct 30 13:17:02 CET 2012 on sn-devel-104
",,,,,,
filcab/homebrew-core,eedfffffa338bc2126d10676549938f3ca6f759d,"libgcrypt: run ""make check""

Rationale: It's a crypto library so we should make sure it works. It
doesn't take _that_ long even on my old, slow MBP.

Signed-off-by: Jack Nagel <43386ce32af96f5c56f2a88e458cb94cebee3751@gmail.com>
",,,,,,
ixdy/kubernetes,a330acddee9f667c74b35ac8acac1e255322a2dd,"Merge pull request #36358 from Crassirostris/use-new-fluentd-gcp-config

Automatic merge from submit-queue

Use new fluentd-gcp image version

In #35618 we used new version of fluentd agent, which includes new version of jeamalloc, allowing us to use it.

Additionally, we came up with a hacky way to encourage Ruby GC to be invoked more often by using RUBY_GC_HEAP_OLDOBJECT_LIMIT_FACTOR variable.

@piosz",,,,,,
dotCMS/core,55445e89deba687dfc3c0d85b180facb10e3f209,"Merge pull request #4380 from dotCMS/issue-4328--workflow-assigned-to-drop-down-shows-empty-when-click-on-All

fixes #4328 Workflow Assigned to drop down shows empty when click on All

Former-commit-id: b37863ab5c47a96e6ed27dcb554d8b94cdcdd192",,,,,,
pgandhi999/spark,43a73e387cb843486adcf5b8bbd8b99010ce6e02,"[SPARK-27528][SQL] Use Parquet logical type TIMESTAMP_MICROS by default

## What changes were proposed in this pull request?

In the PR, I propose to use the `TIMESTAMP_MICROS` logical type for timestamps written to parquet files. The type matches semantically to Catalyst's `TimestampType`, and stores microseconds since epoch in UTC time zone. This will allow to avoid conversions of microseconds to nanoseconds and to Julian calendar. Also this will reduce sizes of written parquet files.

## How was this patch tested?

By existing test suites.

Closes #24425 from MaxGekk/parquet-timestamp_micros.

Authored-by: Maxim Gekk <b91a34c712a29cd91cde3972985e114f1bb54d88@gmail.com>
Signed-off-by: HyukjinKwon <2680965ad5aae29275c8fb10150cb10f5554e78b@apache.org>
",,,,,,
bijugs/hbase,8d0da1a77f50b730b366c28b5b477141aa83cc55,"HBASE-19282: Making CellChunkMap the default index (CellSet delegatee) for ImmutableSegments, when MSLAB is used.

In order to avoid additional user settings. If no MSLAB is requested the index is going to be CellArrayMap

Signed-off-by: Anastasia Braginsky <c363307238cf2c437f52b59e40c08870bbdbfbf4@yahoo-inc.com>
Signed-off-by: Michael Stack <b26dc72d261a92c1cfd1e643717e450a84cf2122@apache.org>
",,,,,,
JGiola/swift,548ea3ae3d1671383d2af12614fcba632cb57ca9,"IRGen: Lower archetype_method calls in -emit-sil-protocol-witness-methods mode.

archetype_method results no longer need to be thick; we can get the Self binding from the substitution in the apply instruction. When considering the 'self' argument of a witness_method, consider an archetype self type as fulfilling itself; we'll inject the metadata for it when we emit the polymorphic source.

Swift SVN r11564
",,,,,,
luizluca/openwrt,593b487538079f2a22300f3f22ffb21b20da36a0,"wireguard: bump to 0.0.20190601

There was an issue with the backport compat layer in yesterday's snapshot,
causing issues on certain (mostly Atom) Intel chips on kernels older than
4.2, due to the use of xgetbv without checking cpu flags for xsave support.
This manifested itself simply at module load time. Indeed it's somewhat tricky
to support 33 different kernel versions (3.10+), plus weird distro
frankenkernels.

If OpenWRT doesn't support < 4.2, you probably don't need to apply this.
But it also can't hurt, and probably best to stay updated.

Signed-off-by: Jason A. Donenfeld <e7e312fea4c2c1aad2bb075d739111890e1ce08b@zx2c4.com>
",,,,,,
libvirt/libvirt,dbd2bc8c8bdd927f3e9132afc8579dbaa1de91de,"Change way we fake dbus method calls

Ubuntu libdbus.so links with -Bsymbolic-functions, which means
that we can only LD_PRELOAD functions that we directly call.
Functions which libdbus.so calls internally can not be replaced.
Thus we cannot use dbus_message_new_error or dbus_message_new_method_return

Signed-off-by: Daniel P. Berrange <bb938cf255e055ff3507f2627d214e8e62118fcf@redhat.com>
",,,,,,
tmp6154/docker,41c6083c34969cf97b21e3cf2eed65d0fca91879,"Update man page for dm.xfs_nospace_max_retries

This option was added through commit
0d03c060c7e6800e60833c4462b917ee9b081440,
but didn't update the man page.

Signed-off-by: Sebastiaan van Stijn <64b2b6d12bfe4baae7dad3d018f8cbf6b0e7a044@gone.nl>
",,,,,,
emmericp/dpdk,721c66259412b9266763a1c21ba4595b674cbea3,"net/enic: remove a conditional from the Tx path

The VLAN insert flag and VLAN tag used in the VIC write descriptor
can be set unconditionally.

Signed-off-by: John Daley <097981eb5abe5dbeac3142a4f5a88742d916de86@cisco.com>
Reviewed-by: Hyong Youb Kim <410cadac1eb3154f1b3752aedc2559ad69f3863e@cisco.com>
",,,,,,
dart-lang/sdk,f343caeed153fdec4d87302318dc6f56940d2b6b,"Widen suppression for xhr test on mac in dartium to include drt

Review URL: https://codereview.chromium.org//718983002

git-svn-id: c93d8a2297af3b929165606efe145742a534bc71@41683 260f80e4-7a28-3924-810f-c04153c831b5
",,,,,,
abock/roslyn,e211e501ce462362ec0f928229a6b6dd450adc22,"Update EditorFeatures.WPF dependencies (#35923)

* Add InteractiveHost as a NuGet package

* Make InteractiveWindow a package dependency

* Update InteractiveWindow version to 2.8.0

* Add missing package dependencies
",,,,,,
filbranden/systemd,60402bdc52a7569f9f6fd00486e34796c4f6f55d,"resolved: remove configuration knobs for mDNS until it's ready

These bits were intenionally left out while mDNS is under development.

Remove the exposed knobs and man page entries again until this is settled.
",,,,,,
consul/consul,9c157e25bbe1c77ebee765ae19a45b5c791d4ef8,"Increase Admin Budget Investment edit to cover new incompatible checkbox edit

Why:

* Admins can now mark/unmark a investment as incompatible

How:

* With a new checkbox in the edit form and a section at the investment details view to show the current status
",,,,,,
Ansuel/source,ed1e783aa18c4f97f3b4fa555bbc2a68ec3536dd,"kernel: only run kernel module list through version filter where version specific items are present - cuts package/kernel/linux/compile time in half

Signed-off-by: Felix Fietkau <nbd@openwrt.org>

SVN-Revision: 45131
",,,,,,
karelzak/util-linux,e27a08abb743d32c8834d79fc7741c32e618e476,"namei: non-linux support (get_current_dir_name() and PATH_MAX)

Co-Author: Samuel Thibault <49a5ed162141aa1a2ad45c2f70540ac844521912@ens-lyon.org>
Signed-off-by: Karel Zak <b517c2d99ca3f904174ad92ae4446c78e81c3cf1@redhat.com>
",,,,,,
jszakmeister/openwrt,6ad568902e590d5e58dc78383ba7dc7125b213c5,"ar71xx: use cybertan_check_image for image verification on the WRT160NL

That function provides a slightly improved sanity check than the
currently used solution.

Signed-off-by: Gabor Juhos <juhosg@openwrt.org>

SVN-Revision: 38967
",,,,,,
salewski/emacs,e13e72a27962acc93e7d86afba1ed15363c5229e,"CEDET (srecode-pop, srecode-peek): Don't use `subclass'

* lisp/cedet/srecode/insert.el (srecode-pop, srecode-peek): Don't use
`subclass' since they're never called with a class.
(srecode-insert-method, srecode-insert-subtemplate): Avoid obsolete
srecode-dictionary-child-p.
",,,,,,
mj10777/QGIS,917c7b6f1951bf95b8f22dd21de0a716b49b0abf,"Do not auto-close vertex editor on any mouse click (ref #17243)

This is a partial fix for #17243 to improve usability of vertex editor panel.
Until now the vertex editor would get closed on any mouse click in mouse canvas,
making it quite annoying to work with it.

With this change, the vertex editor stays open until is is explicitly closed.
",,,,,,
roambotics/swift,aaab6d4668cda354ef98b824b2065e646fe6738a,"When emitting sorted SIL, emit BBs in RPOT order.

This makes it easier to diff and read SIL output. Since it is behind the -emit-sorted-sil
flag, there is no effect on normal compilation.

Swift SVN r26101
",,,,,,
buschtoens/ember-cli,f6537db14820388b495542b7528e07450ee1e049,"Change to more robust file checking

The `isFilePath` function simply checked for the presence of a period in the output path. This isn't a reliable way to detect files vs. directories (directories can have periods in their names, and files don't have to).

This switches to using `fs.statSync` to check if `stat.isFile()` is true, which actually detects files vs. directories.
",,,,,,
coreboot/coreboot,c5d972d073cacb1b0b6b34b268df70e32a63246e,"Move select UDELAY_LAPIC from nb/gm45/Kconfig to cpu/model_1067x/Kconfig

Change-Id: I51cf4f35bf2ea95c8c19ab885e6308535314b0af
Signed-off-by: Arthur Heymans <615193f904a227a9cebf5ad3042a37668b81f4c6@aheymans.xyz>
Reviewed-on: https://review.coreboot.org/17153
Tested-by: build bot (Jenkins)
Reviewed-by: Martin Roth <79230511ccf79da3f7e9e82dbcc9c1ec2f734fa0@google.com>
",,,,,,
facebook/folly,36ae3c3e9403dcef4677834bc920a70e15ddcbab,"Make SemiFuture::via throw on nullptr executor.

Summary: Make SemiFuture throw if no executor provided to via because in that situation the deferred work will never run.

Reviewed By: yfeldblum

Differential Revision: D6233233

fbshipit-source-id: 43b642c46cc0be80b1f13c03bdaf20b8038acec2
",,,,,,
LalatenduMohanty/kubernetes,5d9ccd1221c308a4288fe40faa6fb9bd787c0f0a,"Merge pull request #33427 from davidopp/owner

Automatic merge from submit-queue

Make @k82cn assignee for contrib/mesos/OWNERS and remove everyone else

@k82cn is going to be the maintainer for contrib/mesos going forward.

cc/ @eparis",,,,,,
