repo_name,commit,message,Justification,Comment,Is_Refactor,Is_Perfective,Is_Adaptive,Is_Corrective
vpp-dev/vpp,577c3553dd6939e998c78c5a389750aac3a67f8b,"Convert lisp-gpe encap to interface tx node

With this change, one lisp-gpe interface is created per vrf/overlay
tenant and its tx node is used as encapsulator (or tunnel ingress). For
all intents and purposes, the tx node inherits all functions previously
performed by the lisp-gpe-encap node and it maintains said node's
position in lisp-gpe's data-path graph. Chiefly, this opens the
possibility to chain interface features, like IPSec, transparently with
LISP. Furthermore, it brings basic data plane support for vrfs and LISP
instance-ids (or virtual network instances as per RFC7364).

Other changes include improvements to lisp-gpe enable and disable
sequences and corresponding API/VAT fixes.

Change-Id: I085500450660a976b587b1a720e282f6e728d580
Signed-off-by: Florin Coras <c9715e5cdf0718c2e9b10678757dfb027875eba2@cisco.com>
",,,,,,
llvm-mirror/llvm,aa3cb334af09ae30a3283f748cacb4a919785035,"Teach the integer-promotion rewrite strategy to be endianness aware.
Sorry for this being broken so long. =/

As part of this, switch all of the existing tests to be Little Endian,
which is the behavior I was asserting in them anyways! Add in a new
big-endian test that checks the interesting behavior there.

Another part of this is to tighten the rules abotu when we perform the
full-integer promotion. This logic now rejects cases where there fully
promoted integer is a non-multiple-of-8 bitwidth or cases where the
loads or stores touch bits which are in the allocated space of the
alloca but are not loaded or stored when accessing the integer. Sadly,
these aren't really observable today as the rest of the pass will
already ensure the invariants hold. However, the latter situation is
likely to become a potential concern in the future.

Thanks to Benjamin and Duncan for early review of this patch. I'm still
looking into whether there are further endianness issues, please let me
know if anyone sees BE failures persisting past this.

git-svn-id: 0ff597fd157e6f4fc38580e8d64ab130330d2411@165219 91177308-0d34-0410-b5e6-96231b3b80d8
",,,,,,
mahak/ansible,72cca01cd4656c9d152b5ce67c0204f6e8580582,"Use file list, not recursion, in _fixup_perms. (#16924)

Run setfacl/chown/chmod on each temp dir and file.

This fixes temp file permissions handling on platforms such as FreeBSD
which always return success when using find -exec. This is done by
eliminating the use of find when setting up temp files and directories.

Additionally, tests that now pass on FreeBSD have been enabled for CI.",,,,,,
sysadmin75/ansible,d66ce40ecb1843856e51a2629cdae0e386e0e7c8,"Overhaul `ansible-test sanity` implementation. (#22177)

- Tests are run to completion instead of stopping on first failure.
- Test results are now parsed instead of passing through to the console.
- Test results can be saved in junit xml format.
- Test results will show up on the Shippable ""Tests"" result tab.
- Added an experimental --lint option for easier integration with other tools.
- Code smell tests are now usable with the --list-tests, --test and --skip-test options.
- Code split out from executor.py into sanity.py.
- Rename download-logs to download.py and add support for test and coverage results.
- Miscellaneous improvements.
",,,,,,
saneyuki/servo,b05c27cb58e8d625f4f436b6e9e1f0c29e908f21,"Auto merge of #14445 - mrnayak:netSecurity, r=jdm

Redesign CookieStorage and Implement Leave Secure Cookie Alone

CookieStorage has been refactored to use HashMap with the base domain as the key. Values of hashmap are vector of cookies.
CookieStorage now has max_per_host which restricts maximum cookies that can be added per base domain.
Cookie eviction does not take place if max_per_host is not reached.
Cookie eviction logic implemented here does following steps
1) Evict all expired cookies
2) Remove oldest accessed non-secure cookie If any
3) When no non-secure cookie exists, remove oldest accessed secure cookie if new cookie being added is secure. Else ignore new cookie

---
<!-- Thank you for contributing to Servo! Please replace each `[ ]` by `[X]` when the step is complete, and replace `__` with appropriate data: -->
- [X] `./mach build -d` does not report any errors
- [X] `./mach test-tidy` does not report any errors
- [ ] These changes fix #__ (github issue number if applicable).

<!-- Either: -->
- [X] There are tests for these changes OR
- [ ] These changes do not require tests because _____

<!-- Pull requests that do not address these steps are welcome, but they will require additional verification as part of the review process. -->

<!-- Reviewable:start -->
---
This change is [<img src=""https://reviewable.io/review_button.svg"" height=""34"" align=""absmiddle"" alt=""Reviewable""/>](https://reviewable.io/reviews/servo/servo/14445)
<!-- Reviewable:end -->
",,,,,,
bengal/systemd,7a7c74cae4db0c35cbe54d9bad8418a605cb870f,"dhcp: fix creation of req_opts array

GREEDY_REALLOC needs to have two size variables: one for the
allocated size, and a second one for the used size. Using
the allocated size only lead to leaving some elements unitialized
and assigning some more than once.
",,,,,,
kingofkosmos/-tg-station,4edc10c0a1fda8c33cea46b03bb1c4027f2634d1,"Fixed an issue where ticker.mode could be set to null, triggering a restart, where it'd be set to null again...and so on.
Added a activate held item hotkey
Added intent hotkeys to 1 2 3 and 4 keys.
hotkeys-help for details.

git-svn-id: af9c09e5e5bfa333f52f6fefeba857070ad34abf@4759 316c924e-a436-60f5-8080-3fe189b3f50e
",,,,,,
maxamillion/ansible,3b3c72f3e5ec49fd1b1887fe42942972ea1ef188,"Fix use of bytes in cliconf plugins for Python 3 (#37715)

* Remove raw byte-strings from cliconf plugins of supported platforms + edgeos

Remove uses of to_bytes, too

* Update CliConfBase docstring to reflect current position on byte strings",,,,,,
docker/docker.github.io,78bc233a0123e9e0a808b566c4c6d46c84e79f71,"registry: debugTransport should print with testing.T.Log

It should not print to STDOUT so that it only prints the debugTransport
output if there was an error in one of the registry tests.

Signed-off-by: Tibor Vass <3f1326dff4d85ad4ec938fb33f64575ace96db26@docker.com>
",,,,,,
mjwall/accumulo,82fc84f1331ade3f17a721fa0b86cd63b73746a2,"ACCUMULO-15 threw RuntimeExceptions in WrappingIterator when no source has been set or no seek has occurred; fixed resulting unit test failures

git-svn-id: ee25ee0bfe882ec55abc48667331b454c011093e@1180175 13f79535-47bb-0310-9956-ffa450edef68
",,,,,,
scara/moodle,fa6cd89b248d276bbeb38d1965b5dc0719705ee0,"MDL-58943 oauth2: Split issuer initialization from endpoint creation

* Splitted the initialization of default values for issuers, the
creation of the issuer, and the creation of its endpoints. This is
a fix for following use case:
 1. A user creates a standard issuer.
 2. She cancels the form.
 3. However, the issuer was already created. Thus, the cancel had no
effect.
* The function create_standard_issuer($type) can still be used to create
issuers programmatically if all required data is known beforehand (e.g.,
during upgrade or in tests).
",,,,,,
zephyrproject-rtos/zephyr,ac3c6ba9901050bda7a5fa41a1216048cb871011,"samples: net: Fix coap-server sample

If client removes observer then it reply with RESET message for
further observer notifications. That means coap-server should stop
sending further notifications to the client.

Current sample unref the packet as soon as it finds pending message
and doesn't bother about message type.

Fixes: #6534

Signed-off-by: Ravi kumar Veeramally <406c082aeb452858c41b213a757768e1c1dff29e@linux.intel.com>
",,,,,,
lfam/guix,e80c725db7d11618dec7c3f92845f71b0a9715b0,"services: nginx: 'stop' returns #f.

Previously we'd return #t, which the Shepherd would consider a failure
to stop the service.

* gnu/services/web.scm (nginx-shepherd-service): In 'nginx-action',
return #f when stopping the service.
",,,,,,
ptoonen/corefx,9a8cc95846bf49a91bced9e5bf4e59ff5e27b915,"Merge pull request dotnet/coreclr#14836 from stephentoub/valuetaskinterfaces

Move I{Configured}ValueTaskAwaiter interfaces to correct location

Signed-off-by: dotnet-bot-corefx-mirror <03c4cb6107ae99956a7681f2c97ff7104809a2bd@microsoft.com>
",,,,,,
vipulnsward/rails,33dc653466c0058740611259956712a9027801b3,"raise if `anchor` is passed to `scope`

The `anchor` parameter [is overridden](https://github.com/rails/rails/blob/b4b4a611d0eb9aa1c640c5f521c6a43bf2a65bab/actionpack/lib/action_dispatch/routing/mapper.rb#L1528) unless it
is directly passed to `match`, so setting it in a scope must be a
mistake.
",,,,,,
bjagg/uPortal,966c9fcea4c31e3965b6e050a25e46670d1d7038,"UP-1494:  Fixed so that the XSL properly displayes the ""Remove"" button for a child node based on the user's ""ADD/REMOVE"" authority over the parent node.


git-svn-id: 477788cc2a8229a747c5b8073e47c1d0f6ec0604@11104 f5dbab47-78f9-eb45-b975-e544023573eb
",,,,,,
HerculesWS/Hercules,cc2c0438f5d3013dfc5fc9f0e2371d464053e722,"- Fixed a pair of signed/unsigned mismatch comparison warnings in pc_bonus. Thanks to Nuisance for complaining.


git-svn-id: c1e39603916b71782cde5facdf0b79eff05c1414@6987 54d463be-8e91-2dee-dedb-b68131a5f0ec
",,,,,,
PeterPetrik/QGIS,3fcc101446e4e0d7205f812669200c208094141b,"Add R_LIBS_USER option for windows

Hopefully a more proper attempt to fix http://hub.qgis.org/issues/11603 directly in processing by means of providing an option to define a path for user libraries on MS Windows. Not sure if this could be useful for other OSes too?",,,,,,
neo4j/neo4j-browser,5bdca6e0237272cd0d0f9cae4588046b7da5034f,"Upgrade suber and preact-suber

Make fixes to make up for breaking changes in suber:
_responseChannel -> $$responseChannel

Add origin object to actions sent from suber middleware into Redux to make sure it doesn't come back to suber again.
",,,,,,
GPUOpen-Drivers/llvm,881c8696287c46ae7289e3c3d48f58e8e50ff3b9,"Revert ""[NFC][CodeGen] Add unary FNeg tests to X86/avx512vl-intrinsics-fast-isel.ll X86/combine-fabs.ll""

This reverts commit 6fe46ec25d849a9fd5be25acf0ee77e3c06c0786.

git-svn-id: 0ff597fd157e6f4fc38580e8d64ab130330d2411@363304 91177308-0d34-0410-b5e6-96231b3b80d8
",,,,,,
djberg96/manageiq,65bced51a31fbcaa40d59d0de184e9aa8cd8e54f,"s/Api::Settings/Api::ApiConfig/

Originally we wanted to have a `Settings` object nested under the `Api`
namespace that looked and behaved just like the top-level `Settings`.

Furthermore, we enforced a nested style of class/module children so that
constants would not have to be fully qualified.

That turned out to be problematic. First, if the top-level `Settings`
was loaded before that of `Api`, the latter may never be loaded, meaning
that all those unqualified `Settings`' would point to the wrong object.

Second, we were using both `Api::Settings` and `::Settings` in the API
code, leading to confusing constructs such as:

```ruby
::Settings[Settings.base.module]
```

Since we want unqualified constants in the API code, it seemed
acceptable to introduce some redundancy in renaming `Api::Settings` to
`Api::ApiConfig`. Further, we preferred ""Config"" over ""Settings"" since
for the most part we refer to this thing as ""config"" everywhere
else (e.g. it's persisted in config/api.yml, methods such as
`api_config`, `CollectionConfig`, etc.)
",,,,,,
openstack/neutron,1d3c404d7305d0e5dc61c85476fdebb6df8e88f7,"Pecan: add missing body to delete notify payload

The legacy API controller included the original object in the delete
notification body payload. This adjusts pecan to do the same.

Closes-Bug: #1714386
Change-Id: I5b2f87e7b1eccceedb821506bb2de43b764fde8d
",,,,,,
Kitware/ITK,30aca62003c97a38ec55cb03747900132258fdd5,"BUG: Do not ENABLED_SHARED for GDCMIO

With shared libraries on windows and export specification with gcc,
memory leaking is being detected by valgrind. This should be
re-enabled when GDCM it self is enabled as shared with export
specifications.

Change-Id: Ib28f1e98cc66cd9cb4e28f935934290560fb99c9
",,,,,,
treefrogframework/FrameworkBenchmarks,b67c6e04dba5b99da572ca28bfaeee093f75e3ea,"Enable console logging for gemini, remove unused files (#3203)

Before, we had disabled gemini's logging completely, so if there was a
problem (such as: can't connect to the database and throws an exception
on startup) it wouldn't show up anywhere.  With this change, errors like
that should show up.

Starting resin with ""resinctl console"" instead of ""resinctl start"" means
the stdout from the gemini Java application will actually show up in
TFB's console output and get captured in the results directory.  Resin's
documentation suggests that ""start"" should be the mode used in
production, but that happens to be inconvenient for us in the context of
TFB since stdout is the only kind of logging we can depend on.  We're
asserting that there will be no difference in performance from ""console""
as opposed to ""start"".

I removed all the unused .conf files for Gemini.  In the remaining used
.conf file, I enabled logging to stdout and changed the log threshold to
the recommended value.  I removed the ""RequestLog*"" settings because that
feature was removed from gemini.

I removed the Eclipse project files and the setup.sh script because those
aren't required by TFB.  They're leftovers from the original gemini
project generator and we don't intend for anyone to actually use them, if
they even still work.",,,,,,
facebook/flow,3f6c1b39c8d432efbc0c8e157837f4e788deae94,"Tidy up: it's monitor's job to send Prot.ServeExit

Summary:
lspCommand needs to know when the server died - was that death from one of a small number of known whitelisted reasons that merit an automatic restart? or was it for some other reason that doesn't?

D5798983 introduced Prot.ServerExit, sent from server to client (via monitor) from inside rechecker.ml for the cases where the server is about to die.

But that had race conditions - what if the server sends that message to monitor, and dies, and monitor sees that the server has died and so dies itself BEFORE it forwards the message on to the client?

D7616745 fixed the race by making the monitor be the party responsible for catching the server's exit code and sending that on to the client, and then closing the connection to the client. It was therefore able to remove the code in sender which sent that Prot.ServerExit message.

Except it didn't quite clean up all the way. This diff removes the last remaining place where server attempts to send the Prot.ServerExit message.

Reviewed By: gabelevi

Differential Revision: D9985425

fbshipit-source-id: 678fc1e55d989780ba6ab511f51cbdfbefe4f212
",,,,,,
getong/otp,06fc37fdb5154af145480154e247637bf3ed427d,"wx: Change async error handling

Previously error from async functions made an exit when the next
sync call checked the message queue. This have been changed to an
error report instead since the errors where async there where really
hard to handle.

Also changed the error report format to make it easier to filter
them with a custom error_handler.
",,,,,,
quinton-hoole/kubernetes,4a4c194bbd0a63b962a415c24ba2c5e51dc2ca41,"Merge pull request #51024 from fisherxu/UTautoscaler

Automatic merge from submit-queue (batch tested with PRs 51114, 51233, 51024, 51053, 51197)

add UT for pkg/apis/autoscaling/v2alpha1/defaults.go

**What this PR does / why we need it**:
add UT for pkg/apis/autoscaling/v2alpha1/defaults.go

**Which issue this PR fixes** *(optional, in `fixes #<issue number>(, fixes #<issue_number>, ...)` format, will close that issue when PR gets merged)*: fixes #

**Special notes for your reviewer**:

**Release note**:

```release-note
None
```",,,,,,
mbcoguno/homebrew-core,a1ecbde2b26fa3d40d52cee0905fe09e484f1751,"tasksh: fix hang trying to read task from stdin

also update head branch to 1.2.0 and assert zero exit code in the test

Closes #7085.

Signed-off-by: ilovezfs <fbd54dbbcf9e596abad4ccdc4dfc17f80ebeaee2@icloud.com>
",,,,,,
GulajavaMinistudio/kubernetes,6cccb872a75d0f9722207cbca7692dcb9af428c0,"Merge pull request #27741 from zmerlynn/fix-gce-filters

Automatic merge from submit-queue

GCE provider: Limit Filter calls to regexps rather than insane blobs

Filters can't exceed 4k, and GET requests against the GCE API are also limited, so these break down in different ways at different cluster counts. Fix it by introducing an advisory `node-instance-prefix` configuration in the GCE provider that can hint the `EnsureLoadBalancer`/`UpdateLoadBalancer code` (and the firewall creation/update code). If it's not there, or wrong (a hostname that's registered violates it), just ignore it and grab the whole project.

Fixes #27731 
[![Analytics](https://kubernetes-site.appspot.com/UA-36037335-10/GitHub/.github/PULL_REQUEST_TEMPLATE.md?pixel)]()",,,,,,
Aranclanos/-tg-station,4edc10c0a1fda8c33cea46b03bb1c4027f2634d1,"Fixed an issue where ticker.mode could be set to null, triggering a restart, where it'd be set to null again...and so on.
Added a activate held item hotkey
Added intent hotkeys to 1 2 3 and 4 keys.
hotkeys-help for details.

git-svn-id: af9c09e5e5bfa333f52f6fefeba857070ad34abf@4759 316c924e-a436-60f5-8080-3fe189b3f50e
",,,,,,
ethomas997/ardupilot,54bc28c96d1097179eb9147b1d1451327d847f78,"Compass: Add Levenberg-Marquadt optimiser for sphere_fit

increase iterations to get good results from LM
better check for convergence, comparison with initial fitness is a better way to determine if convergence occurs, if fitness has not improved compared to initial fitness it means optimiser has failed.
",,,,,,
openstack/nova,b26cbdd4874c672c07092a5e72833b119aebca3b,"Add API schema for v2.1/v3 security_groups extension

By defining the API schema, it is possible to separate the validation
code from the API method. The API method can be more simple.
In addition, a response of API validation error can be consistent for
the whole Nova API.

Partially implements blueprint v3-api-schema

Change-Id: Ic240b877d8e7afeb32adf3dc3899a55396cf7210
",,,,,,
domob1812/namecore,674cb304b376358fdcb17b4a0b16ae7b00cdbedc,"let user select wallet file with -wallet=foo.dat

use std::string instead of psz for WalletFile

only allow wallets within $DATADIR

Use strWalletFile in salvage/recover

fix: remove unused variable pszWalletFile

move strWalletFile to init.h/init.cpp

avoid conversion of strWalletfile to c-string
",,,,,,
k-takata/ctags,13fc8c47c57213f8fe6cb19a4ff1e97ea1d5557a,"lxcmd: accept -x and -e option

xcmd backend cannot provide locations(positions in the source file)
for each tag entries to ctags. The locations are not recorded in a tags
file but are needed for generating a cross reference and TAGS file.

Therefore xcmd has a restriction: it doesn't work with -x and/or -e
options.  In this commit I introduced location
resolver(readSourceLineSlow) to remove the restriction. As the name
shown it is very slow but better than nothing.

Now xcmd based parsers are really first class citizens in ctags world.

Here is the example of generating the corss reference using coffeetags
backend:

%  ./ctags -x --data-dir=./data --libexec-dir=./libexec --options=coffee Units/xcmd-coffeetags.d/input.coffee
Animal           class         3 Units/xcmd-coffeetags.d/input.coffee class Animal
Horse            class        14 Units/xcmd-coffeetags.d/input.coffee class Horse extends Animal
Snake            class         9 Units/xcmd-coffeetags.d/input.coffee class Snake extends Animal
constructor      function      4 Units/xcmd-coffeetags.d/input.coffee constructor: (@name) ->
move             function      6 Units/xcmd-coffeetags.d/input.coffee move: (meters) ->
move             function     10 Units/xcmd-coffeetags.d/input.coffee move: ->
move             function     15 Units/xcmd-coffeetags.d/input.coffee move: ->
",,,,,,
alxgu/ansible,7b8cec3f59b82f439d2dc06c57452a62c3819303,"clean up first_found to fix a few issues:

 - add a skip option so it won't raise an exception if you don't match anything
 - make it work as a drop-in replacement for first_available_file
 - document in the module comments all of the above cases
",,,,,,
bendavies/symfony,3d8cca8a73b67b1d2a5ce502cc1476ce8b7db51b,"minor #34266 [VarDumper] Clean casters @final annotations (fancyweb)

This PR was merged into the 5.0-dev branch.

Discussion
----------

[VarDumper] Clean casters @final annotations

| Q             | A
| ------------- | ---
| Branch?       | master
| Bug fix?      | no
| New feature?  | no
| Deprecations? | no
| Tickets       | -
| License       | MIT
| Doc PR        | -

Clean https://github.com/symfony/symfony/pull/33882 on master.

Commits
-------

ce35ca2d01 [VarDumper] Clean casters @final annotations
",,,,,,
Stellenticket/rails,402cc9f46acfd1ff172fdff5bc99f397d498607d,"Revert ""Merge pull request #16622 from matthewd/default-debug""

This reverts commit 2602a49a8600ab52f807599bbd5b1f9c0be4214f, reversing
changes made to 5d7c1057684c377bc2801c8851e99ff11ab23530.

The explicit default was introduced in 21f6d72, so apps created with Rails < 4
have the commented out version, which means that this change would break those
apps.
",,,,,,
brianteeman/joomla-cms,51ac5d00bad5cfc0eeb3d14a2beae8f559ee86f4,"Fixed showing the mailer form even without email adress in com_contact as described here: http://forum.joomla.org/index.php/topic,193097.0.html

git-svn-id: 18e04b58169eb5c65245ae16c7324e17a4d46a4c@8448 6f6e1ebd-4c2b-0410-823f-f34bde69bce9
",,,,,,
ocombe/angular,45cc4441540beba041762c7b0435e839df84e6a4,"fix(core): Remove ChangeDetectorRef Paramter from KeyValueDifferFactory and IterableDifferFactory (#14311)


BREAKING CHANGE:

- `KeyValueDifferFactory` and `IterableDifferFactory` no longer have `ChangeDetectorRef` as 
  a parameter. It was not used and has been there for historical reasons. If you call 
  `DifferFactory.create(...)` remove the `ChangeDetectorRef` argument.",,,,,,
kageiit/buck,803cbcc7e9e2c59963378a7cb7a3ea255ac4f895,"Stopgap solution to eliminate a caching bug in python_binary() and python_test().

Summary:
Previously, in `PythonBinary`, `getInputsToCompareToOutput()` returned an empty list
and the cache information added by the `PythonPackageComponents` field did not contribute
any `Path`s to the `RuleKey.Builder`. This meant that no file contents were contributed
to the `RuleKey` (only file names), which meant that re-running a `python_test()` after
changing its code would have no effect because it the `RuleKey` would be unchanged and
the result (positive or negative) would simply be returned from the cache.

Test Plan:
Ran `buck build --keep-going <python-test-rule>` and verified that changing the source
of the test and running it again would show `BUILT_LOCALLY` instead of `MATCHING_RULE_KEY`.
",,,,,,
nak3/kubernetes,446cf20c9f5dfbfef3aa61d53e91c76dea340030,"Merge pull request #65242 from brandondr96/workbranch

Automatic merge from submit-queue (batch tested with PRs 62423, 66180, 66492, 66506, 65242). If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Adding IKS functionality to kubemark

**What this PR does / why we need it**:
This PR adds bash scripts in which kubemark is able to be run on IKS clusters. This adds versatility to the testing ability of kubemark by adding another cloud provider and example of use. The scripts to clean up kubemark after use are also included. In addition to this, minor changes were added to other kubemark related files to increase cloud-provider flexibility.

**Which issue(s) this PR fixes** *(optional, in `fixes #<issue number>(, fixes #<issue_number>, ...)` format, will close the issue(s) when PR gets merged)*:
No issues will be fixed, as this is an extension to a feature.

**Special notes for your reviewer**:
I currently have the IKS scripts separate from the default ones, which are mainly based off of GCE. If it is preferable, I could combine them into single scripts which prompt the user to choose which cloud provider to test. If there are any issues with the scripts or code, please let me know. Thank you!

**Release note**:

```release-note
NONE
```",,,,,,
06wj/three.js,4becf192dfd236d9765bc1bd1467ea71326a55db,"fixed a very rare case situation when a duplicated vertex in a face4
allows a reduction to a face3 in Geometry's .mergeVertices(). so finally the
LatheGeometry example in subdivision surfaces is finally working as
intended!
",,,,,,
rubenvb/skia,3fdc7d6dd13b510de09cf29ffd3fe36adf89d541,"Spin off just SkLazyFnPtr from 305513002.

The memory barrier in SkOnce is a perf regression for sk_mem{set,cpy} in
SkUtils on ARM.  We can do a lot better for function pointers.

BUG=skia:
R=bungeman@google.com, mtklein@google.com

Author: mtklein@chromium.org

Review URL: https://codereview.chromium.org/305753002

git-svn-id: e8541e15acce502a64c929015570ad1648e548cd@14929 2bbb7eff-a529-9590-31e7-b0007b416f81
",,,,,,
abock/roslyn,fb7c0803b15900ec4dcae98f765021f265e5881e,"Support Dynamic Collection Initializers

As part of support DynamicInvocations in collection initializers, I
fixed a couple of bugs in C#:
1) Nested collection initializers with a missing Set method would
generate an IInvalidOperation when there was nothing invalid in the
tree.
2) DynamicMemberReferences weren't being generated for dynamic
collection Add calls, so you couldn't tell what method was getting
called by the invocation.

Addressed a small followup from #27126.
",,,,,,
frodenas/kubernetes,d64c818744552d37e080b65bd883d736293794df,"Add `build-official-release.sh`

This commit does 4 things:
* Adds a script which will: (a) clone from a git tag, make release,
and give you very detailed instructions as to what to do from that
point.
* Changes `push-official-release.sh` so we can't push ""dirty""
releases anymore (which `build-official-release.sh` also double
checks at the end.)
* Fixes #9576 by ensuring a correct umask.
* Changes common.sh to gtar all the way through, to ensure that
bloody OS X tar never touches the release process, because I don't
want to have to understand two tar programs and how release
artifacts are created from both (c.f. #10615.)
",,,,,,
htcondor/htcondor,421cbe118c9c451adc859ea75c293d90dd10d389,"[#17] Moved curr_dataptr and curr_regdataptr data members to be globals.
The curr_dataptr and curr_regdataptr no longer members of the
daemon core class, but instead are global variables declared inside
daemon_core.C.  This was done because thread local storage did not
work with these variables when they were C++ data members (!).
Someday both of these variables should be moved into the Service
base class along with the Get/Set/RegisterDataPtr methods, thereby
eliminating the need for thread local storage all together.
",,,,,,
nikhita/kubernetes,f35c4a2b5f3a060f12fb057e69c01f67432da002,"Merge pull request #55015 from fasaxc/calico-disable-grace

Automatic merge from submit-queue (batch tested with PRs 53645, 54734, 54586, 55015, 54688). If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Disable the grace termination period for the calico/node pod

**What this PR does / why we need it**:

Disable the termination grace period for the calico/node add-on DaemonSet.  The grace period is unnecessary for calico/node and it delays restart of a new calico/node pod to take over routing and policy updates.

Setting the grace period to 0 has the special meaning of doing a force deletion, which avoids a slow round-trip through the kubelet and API server.

**Which issue(s) this PR fixes** *(optional, in `fixes #<issue number>(, fixes #<issue_number>, ...)` format, will close the issue(s) when PR gets merged)*:

Fixes #55013

**Special notes for your reviewer**:

**Release note**:

```release-note
Disable the termination grace period for the calico/node add-on DaemonSet to reduce downtime during a rolling upgrade or deletion.
```",,,,,,
GulajavaMinistudio/kubernetes,ab1c625e2a786dfbe5e0a67a4d7082ed83102d63,"Merge pull request #47958 from MaciekPytel/fix_autoscaler_flaky_e2e_4

Automatic merge from submit-queue

Add more pdbs in autoscaling e2e to reduce flakiness

Ref: https://github.com/kubernetes/autoscaler/issues/89
There are still too many system pods without PDB that can spread all over nodes and cause scale-down tests to randomly fail, adding PDB for kubernetes-dashboard in test to help with that.",,,,,,
alphagov/govuk-puppet,3fac8af52f027c2d18c0038680e27bb8883e6bdf,"Fix requires for mongodb logrotate script

We don't need a require on mongodb because logrotate doesn't care if
the logfile doesn't exist.

We do, however, need a require on the logrotate class because we need
/etc/logrotate.d to exist before we create any files in it.
",,,,,,
bizhao/kubernetes,ab1c625e2a786dfbe5e0a67a4d7082ed83102d63,"Merge pull request #47958 from MaciekPytel/fix_autoscaler_flaky_e2e_4

Automatic merge from submit-queue

Add more pdbs in autoscaling e2e to reduce flakiness

Ref: https://github.com/kubernetes/autoscaler/issues/89
There are still too many system pods without PDB that can spread all over nodes and cause scale-down tests to randomly fail, adding PDB for kubernetes-dashboard in test to help with that.",,,,,,
eskultety/libvirt,850cfd75beb7872b20439eccda0bcf7b68cab525,"storage: Fetch a unique key for vHBA/NPIV LUNs

https://bugzilla.redhat.com/show_bug.cgi?id=1657468

Commit be1bb6c95 changed the way volumes were stored from a forward
linked list to a hash table. In doing so, it required that each vol
object would have 3 unique values as keys into tables - key, name,
and path. Due to how vHBA/NPIV LUNs are created/used this resulted
in a failure to utilize all the LUN's found during processing.

During virStorageBackendSCSINewLun processing fetch the key (or
serial value) for NPIV LUN's using virStorageFileGetNPIVKey which
will formulate a more unique key based on the serial value and
the port for the LUN.

Signed-off-by: John Ferlan <87558058f6f829e5ec976c8ef960720af4ff9c7d@redhat.com>
ACKed-by: Michal Privoznik <83d82aaba2eed257f4814b0c239c260c4caaadf0@redhat.com>
Reviewed-by: Ján Tomko <4cab11cfb98d3c937327354a78eb07dbb6ee2bc6@redhat.com>
",,,,,,
apple/swift,943cf63aafdaea3492ad88c4232cfe53f0165681,"Revert ""[func-sig-opts] Temporarily enable function signature opts.""

This reverts commit r22614.

I got in some testing and I am going to re-enable it for good when I get it to
work for non-fragile functions.

Swift SVN r22623
",,,,,,
witgo/spark,591c88c9e2a6c2e2ca84f1b66c635f198a16d112,"[SPARK-12829] Turn Java style checker on

It was previously turned off because there was a problem with a pull request. We should turn it on now.

Author: Reynold Xin <rxin@databricks.com>

Closes #10763 from rxin/SPARK-12829.
",,,,,,
ixdy/kubernetes,93dc3763b0393b870855b2806b693a3224b039fa,"Merge pull request #56201 from luxas/new_kubeadm_owners

Automatic merge from submit-queue. If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Restructure cmd/kubeadm/OWNERS

**What this PR does / why we need it**:

After a year of virtually the same people in `cmd/kubeadm/OWNERS`, the SIG has decided to refresh the list of reviewers/approvers a little. If you feel more/other changes are needed yet, please speak up here in this thread, in our weekly SIG meeting or ping me on Slack.

Thanks all everyone that has helped out here and thanks to you who are stepping up more now!

**Which issue(s) this PR fixes** *(optional, in `fixes #<issue number>(, fixes #<issue_number>, ...)` format, will close the issue(s) when PR gets merged)*:
Fixes #

**Special notes for your reviewer**:

**Release note**:

```release-note
NONE
```
@kubernetes/sig-cluster-lifecycle-pr-reviews 

Please ACK that you are ok with this officially here as well:
@kad @timothysc @jamiehannaford @xiangpengzhao @lukemarsden @errordeveloper @mattmoyer @justinsb @fabriziopandini",,,,,,
t3dev/odoo,cf4cda2bca3ae09e7516d50bf9a352dae21a9859,"[FIX] payment_paypal: set Paypal if not website installed

Since commit 2ab68047, the Paypal link can be sent in an invoice as it
was the case before. However, in order to be able to save the Paypal
account in the accounting settings, the Paypal account must be
website-published. If the module `website_payments` is not installed,
this is not possible.

We remove this condition, since it should be possible tu use the Paypal
payment method without installing the whole website.

opw-686216
",,,,,,
RIOT-OS/RIOT,9e3cdebae153a1858eccfe7d24fc82d59629f8fc,"gnrc_sixlowpan_frag: check if own message queue is full

When issueing the sending of the next fragment the current version of
`gnrc_sixlowpan_frag` doesn't check if the queue is full. This leads to
leakage of the packet buffer, since when it is full, the package never
gets released.

This change adds a checks and error exits in case the queue is full.
",,,,,,
