repo_name,commit,subject,message,bug_in_subject,not_a_bug_in_subject,bug_in_message,not_a_bug_in_message,Is_Bug,Comment,new token
torvalds/linux,39139f64e14684cf2370770deb79d929d27cfd9b,ceph: fix parsing of ipv6 addresses,"ceph: fix parsing of ipv6 addresses

Check for brackets around the ipv6 address to avoid ambiguity with the port
number.

Signed-off-by: Sage Weil <6dd34506bbd5e58221bbb3e4732d97c91f02277b@newdream.net>
",TRUE,TRUE,TRUE,TRUE,TRUE,,
torvalds/linux,7c565c33464798b625c36503d0e34e1d3087619f,stmmac: Call dev_consume_skb_any instead of dev_kfree_skb.,"stmmac: Call dev_consume_skb_any instead of dev_kfree_skb.

Replace dev_kfree_skb with dev_consume_skb_any in stmmac_tx_clean that can
be called in hard irq and other contexts.  stmmac_tx_clean handles
freeing successfully transmitted packets.

Signed-off-by: ""Eric W. Biederman"" <8a741aa8cbd77ebc4a56ddb528ce9fd15d42f034@xmission.com>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
torvalds/linux,e9cd4d55d16f880ddf436fbae8c0c82ce0a928d5,hwmon: (fam15h_power) Update running_avg_capture bit field to 28,"hwmon: (fam15h_power) Update running_avg_capture bit field to 28

On Carrizo and later platforms, running_avg_capture bit field is
extended to 4:31 (28 bits) from 4:25.

Signed-off-by: Huang Rui <3d137cbcc79a0a89c72e4e9b642446ed2999ace4@amd.com>
Signed-off-by: Guenter Roeck <ba324ca7b1c77fc20bb970d5aff6eea9377918a5@roeck-us.net>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,e981429557cbe10c780fab1c1a237cb832757652,hwmon: (ads1015) Fix out-of-bounds array access,"hwmon: (ads1015) Fix out-of-bounds array access

Current code uses data_rate as array index in ads1015_read_adc() and uses pga
as array index in ads1015_reg_to_mv, so we must make sure both data_rate and
pga settings are in valid value range.
Return -EINVAL if the setting is out-of-range.

Signed-off-by: Axel Lin <b6ffd6973e972cb999e8e535ab74da7fee0c035f@ingics.com>
Cc: 4fbacc2fa0ffdbb11bf1ad6925b886ebd08dd15f@vger.kernel.org
Signed-off-by: Guenter Roeck <ba324ca7b1c77fc20bb970d5aff6eea9377918a5@roeck-us.net>
",FALSE,FALSE,FALSE,TRUE,TRUE,,
torvalds/linux,ad9beea43f22f80217ac1850b0373718adce5fbc,hwmon: (tmp102) Convert to use hwmon_device_register_with_groups,"hwmon: (tmp102) Convert to use hwmon_device_register_with_groups

Simplify code, reduce code size, and attach sysfs attributes to hwmon device.

Reviewed-by: Jean Delvare <efca98801f3398ebd7eeff805a2c18e6c49e84d4@suse.de>
Signed-off-by: Guenter Roeck <ba324ca7b1c77fc20bb970d5aff6eea9377918a5@roeck-us.net>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
torvalds/linux,cdf88a2fe3825458c584cd751aa843ab3af6a42c,target: Eliminate else using boolean logic,"target: Eliminate else using boolean logic

Signed-off-by: Andy Grover <b7d524d2f5cc5aebadb6b92b08d3ab26911cde33@redhat.com>
Signed-off-by: Nicholas Bellinger <978acd1567d5598152161fdf8bf3ca568f950c9b@linux-iscsi.org>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
torvalds/linux,2f1b6b7d9a815f341b18dfd26a363f37d4d3c96a,iser-target: release stale iser connections,"iser-target: release stale iser connections

When receiving a new iser connect request we serialize
the pending requests by adding the newly created iser connection
to the np accept list and let the login thread process the connect
request one by one (np_accept_wait).

In case we received a disconnect request before the iser_conn
has begun processing (still linked in np_accept_list) we should
detach it from the list and clean it up and not have the login
thread process a stale connection. We do it only when the connection
state is not already terminating (initiator driven disconnect) as
this might lead us to access np_accept_mutex after the np was released
in live shutdown scenarios.

Signed-off-by: Sagi Grimberg <380ce2a82d3d08e67ab163b51dc6d30288ad3f13@mellanox.com>
Signed-off-by: Jenny Falkovich <274d60a4a21eeeaf59b30c36f9b7b6d5a585a612@mellanox.com>
Cc: 4fbacc2fa0ffdbb11bf1ad6925b886ebd08dd15f@vger.kernel.org # 3.10+
Signed-off-by: Nicholas Bellinger <978acd1567d5598152161fdf8bf3ca568f950c9b@linux-iscsi.org>
",FALSE,FALSE,FALSE,TRUE,TRUE,,
torvalds/linux,0cb845ec3719c4cc13cedb3f86002c37c50aff0a,[PARISC] remove old timerfd syscall,"[PARISC] remove old timerfd syscall

Signed-off-by: Kyle McMartin <3c25b01657254677d3e1a8fd1f0742c5d489bd39@parisc-linux.org>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,f534ed1fd71cea885a59255d9b44c3b17df03eb1,rcu: Use bool type for return value in rcu_is_watching(),"rcu: Use bool type for return value in rcu_is_watching()

Use a bool type for return in rcu_is_watching().

Signed-off-by: Pranith Kumar <99f39d96f0d0b011d351b608fe7e2870596fa4a9@gmail.com>
Signed-off-by: Paul E. McKenney <1e0ce936bb9b355d257bf5790d2513c3f28be22b@linux.vnet.ibm.com>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
torvalds/linux,d5c47d7e97c141edb620b3932e1e1cb39e70c654,OMAP3: PM: whitespace cleanup around IO wakeup enable,"OMAP3: PM: whitespace cleanup around IO wakeup enable

Cleanup indentation around IO wakeup enable, the '\' terminator is
not required in C when wrapping an expression past end-of-line.

Whitespace change only.

Signed-off-by: Kevin Hilman <f9849b02abe18c1ece6bd40346458ed53f49d31b@deeprootsystems.com>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
torvalds/linux,20af3cfd20145fece208ada7cb10e1fd7f21f128,virtio-blk: use virtqueue_add_sgs on req path,"virtio-blk: use virtqueue_add_sgs on req path

(This is a respin of Paolo Bonzini's patch, but it calls
virtqueue_add_sgs() instead of his multi-part API).

This is similar to the previous patch, but a bit more radical
because the bio and req paths now share the buffer construction
code.  Because the req path doesn't use vbr->sg, however, we
need to add a couple of arguments to __virtblk_add_req.

We also need to teach __virtblk_add_req how to build SCSI command
requests.

Signed-off-by: Paolo Bonzini <69d3ebcf5ee4e7f05a50dc23cd96655b730804b4@redhat.com>
Signed-off-by: Rusty Russell <df9728c9e5104131c08c7adb03af425394842596@rustcorp.com.au>
Reviewed-by: Asias He <7487d0432e24c09ba3f2ff7de44b9eb030d5ae18@redhat.com>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,a446e72bc15c7bfd2c953e56064ace3566c79b0e,"Revert ""parisc: Export flush_cache_page() (needed by lustre)""","Revert ""parisc: Export flush_cache_page() (needed by lustre)""

This reverts commit 320c90be7ba1c371e882edff57272a89b213d136.

Christoph Hellwig <hch@infradead.org> commented:
This one shouldn't go in - Geert sent it a bit prematurely, as Lustre
shouldn't use it just to reimplement core VM functionality (which it
shouldn't use either, but that's a separate story).

Signed-off-by: Helge Deller <5b1e7895819cf7d6bc77091b09bbfd6d330a4e74@gmx.de>
",FALSE,FALSE,FALSE,FALSE,TRUE,,
torvalds/linux,817e5f33d0c12f24bdfebe88c96ca2e968756da4,usb: phy: twl4030: fix cold plug on OMAP3,"usb: phy: twl4030: fix cold plug on OMAP3

Having twl4030_usb_phy_init() (detects if a cable is connected before
twl4030 is probed) in twl4030 probe makes cable connect events to be
missed by musb glue, since it gets loaded after twl4030. Having
twl4030_usb_phy_init as a usb_phy ops lets twl4030_usb_phy_init to be
called when glue is ready.

Signed-off-by: Kishon Vijay Abraham I <c224db9378a929ae8338a052bbb1b30fb46cdd39@ti.com>
Tested-by: Grazvydas Ignotas <eac34e836c3bc120048c86fead6dd0257a872a9e@gmail.com>
Signed-off-by: Felipe Balbi <94dddeeef08b001e003cce128ddc162a4e2c6cd2@ti.com>
",TRUE,FALSE,TRUE,FALSE,TRUE,,
torvalds/linux,56439ab0e3ba2e62fe824f879ebea980f6a0e072,ARM: STi: Ensure requested STi's SysCfg Controlled IRQs are enabled at boot,"ARM: STi: Ensure requested STi's SysCfg Controlled IRQs are enabled at boot

This driver is used to enable System Configuration Register controlled
External, CTI (Core Sight), PMU (Performance Management), and PL310 L2
Cache IRQs prior to use.

Signed-off-by: Lee Jones <630e34333487a351a857f6b705e04d30b37c1629@linaro.org>
Signed-off-by: Maxime Coquelin <9a2667dee3b90866bbc9c2696cff2b7d5616c95a@st.com>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
torvalds/linux,6ab70916939f055d9aaa9acc28a3a5bdfe9649f0,wl12xx: check the actual vif operstate in wl1271_dev_notify,"wl12xx: check the actual vif operstate in wl1271_dev_notify

The current wl1271_dev_notify implementation sets the
new operstate to all associated stations (while only
a specific vif was changed).

Until we'll have a method to get the actual vif from
the given dev, check the current operstate of each vif.

Signed-off-by: Eliad Peller <fdf5551f20996bc0613832b4b54eb06eecaffd38@wizery.com>
Signed-off-by: Luciano Coelho <d1ef580865f8eb2e1d1c65bc406aba322cc98f3e@ti.com>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
torvalds/linux,1e676248c87b71e99a710ce1bed6949ddbb42c71,OMAPDSS: HDMI4: Accept non-standard timings,"OMAPDSS: HDMI4: Accept non-standard timings

The hdmi4 driver currently rejects any timing which is not from the CEA or VESA
standards. This leads hdmi rejecting any non-standard mode. A non standard
timing may not have a valid code corresponding to it. In such cases, the HDMI
spec suggests to set the code to 0.

Modify the driver to check if the timings fall within the range of the DISPC
TV overlay manager, and remove the check for an invalid code. Add a debug print
specifying the mode and code in hdmi_display_set_timing.

Signed-off-by: Archit Taneja <49f60fff7e48ce8acf4d32f930e8060f85030a2d@ti.com>
Signed-off-by: Tomi Valkeinen <e1ca4dbb8be1acaf20734fecd2da10ed1d46a9bb@ti.com>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
torvalds/linux,c5533bf36b4a6629dab0e08c4951247050928853,[ALSA] virmidi: revert erroneous removal of zero initialization,"[ALSA] virmidi: revert erroneous removal of zero initialization

The last patch that tried to remove zero initializations of static
variables accidentally removed a not-quite-zero initialization too.

Signed-off-by: Clemens Ladisch <9f57ef5ff1095f40b1ee8b7caa363908baef59d7@ladisch.de>
",FALSE,FALSE,FALSE,TRUE,TRUE,,
torvalds/linux,e85ac12443da72d79dbf7c55c12e4b16b8923d87,kconfig/conf: accept a base-16 seed for randconfig,"kconfig/conf: accept a base-16 seed for randconfig

Signed-off-by: ""Yann E. MORIN"" <b375a36861a21dce61868a5a9b415811d17b4e97@free.fr>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,129784abc982ccac43322c2f175f3ca735c2ca73,"kconfig: switch to ""long long"" for sanity","kconfig: switch to ""long long"" for sanity

Instead of using ""long"" for kconfig ""hex"" and ""range"" values, which may
change in size depending on the host architecture, use ""long long"". This
will allow values greater than INT_MAX on 32-bit hosts when cross
compiling.

Signed-off-by: Kees Cook <50cb10d2be062154b17ab4d66a4eab34f1cf1c84@chromium.org>
Acked-by: Geert Uytterhoeven <0da414d9d963da4039c2a0525b1844228075aa58@linux-m68k.org>
Tested-by: ""Yann E. MORIN"" <b375a36861a21dce61868a5a9b415811d17b4e97@free.fr>
Signed-off-by: ""Yann E. MORIN"" <b375a36861a21dce61868a5a9b415811d17b4e97@free.fr>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
torvalds/linux,39abf8aa7dfad0badb4741373023cda369aacc8e,iommu/tegra: smmu: debugfs for TLB/PTC statistics,"iommu/tegra: smmu: debugfs for TLB/PTC statistics

Add debugfs entries to collect TLB/PTC statistics.

  $ echo ""reset"" > /sys/kernel/debug/smmu/mc/{tlb,ptc}
  $ echo ""on"" > /sys/kernel/debug/smmu/mc/{tlb,ptc}
  $ echo ""off"" > /sys/kernel/debug/smmu/mc/{tlb,ptc}
  $ cat /sys/kernel/debug/smmu/mc/{tlb,ptc}
  hit:0014910c miss:00014d22

  The above format is:
  hit:<HIT count><SPC>miss:<MISS count><SPC><CR+LF>

  fscanf(fp, ""hit:%lx miss:%lx"", &hit, &miss);

Signed-off-by: Hiroshi Doyu <7e37d737f0c384c0dce297667d084735fade9098@nvidia.com>
Signed-off-by: Joerg Roedel <ebd221a096cbc71dd9e1991db28795933c85f380@amd.com>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
torvalds/linux,2d324f59f343967a03eeb2690f0ff178304d0687,Btrfs: fix unexpected return value of fiemap,"Btrfs: fix unexpected return value of fiemap

btrfs's fiemap is supposed to return 0 on success and return < 0 on
error. however, ret becomes 1 after looking up the last file extent:

  btrfs_lookup_file_extent ->
    btrfs_search_slot(..., ins_len=0, cow=0)

and if the offset is beyond EOF, we'll get 'path' pointed to the place
of potentail insertion, and ret == 1.

This may confuse applications using ioctl(FIEL_IOC_FIEMAP).

Signed-off-by: Liu Bo <53bcb7ec3fc64af6813d2ef7ceefe23b63265886@oracle.com>
Signed-off-by: David Sterba <a2ce9d316ca04d17b520237d2846a218b8284e52@suse.com>
",TRUE,FALSE,TRUE,FALSE,TRUE,,
torvalds/linux,c9d862c48c48883a4327ae82f4a6de1eef928d60,MAINTAINERS: add Conexant Digicolor machines entry,"MAINTAINERS: add Conexant Digicolor machines entry

This adds Baruch as the maintainer for the Digicolor platform.

Signed-off-by: Baruch Siach <53ccad33e0625915318fb3bc832e5c1c413d1294@tkos.co.il>
Signed-off-by: Arnd Bergmann <f2c659f01951776204a6c5b902787d9019fbeebd@arndb.de>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,d45fa871c06762ab7e10ea4d889ab5be61d41ab1,ARM: berlin: add the LIBGPIO as a dependency for the BG2Q,"ARM: berlin: add the LIBGPIO as a dependency for the BG2Q

The BG2Q has GPIOs driven by the dwapb GPIO driver. Add the LIBGPIO as a
dependency to be able to support them.

Signed-off-by: Antoine Tenart <7fc24f17b07747ca12864f96f551beca43e4577d@free-electrons.com>
Reviewed-by: Jisheng Zhang <32a98b7880ab27b0cd7901af249e2ffd9126af80@marvell.com>
Signed-off-by: Sebastian Hesselbarth <1d402fe89ace836b52164ed4c0f247cb6f80efc1@gmail.com>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,175f354b752ca04cad65588dc2c4e648003b8504,IDE: Coding Style fixes to drivers/ide/pci/cy82c693.c,"IDE: Coding Style fixes to drivers/ide/pci/cy82c693.c

Before:
total: 34 errors, 14 warnings, 456 lines checked

After:
total: 0 errors, 8 warnings, 456 lines checked

[bart: md5sum checked]

Signed-off-by: Paolo Ciarrocchi <03bc7204413e2449029ddf7d110cd1a6a329fdbe@gmail.com>
Signed-off-by: Bartlomiej Zolnierkiewicz <248de9df611a028e5eceb9d893a2ed6c24c89ef4@gmail.com>
",TRUE,FALSE,TRUE,FALSE,FALSE,,
torvalds/linux,ffbcb017371d82abff6de9a714b6df30d56ee896,ide-cris: always tune PIO,"ide-cris: always tune PIO

Acked-by: Mikael Starvik <6c4d7924b92058127b0499322f0d64063fb5d591@axis.com>
Acked-by: Sergei Shtylyov <38a867ea26f35d3eeb42270f1bc7b9d1d135e6a2@ru.mvista.com>
Signed-off-by: Bartlomiej Zolnierkiewicz <248de9df611a028e5eceb9d893a2ed6c24c89ef4@gmail.com>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
torvalds/linux,fbf47840fe679bf370d07267df6f851b4f53e78d,hpt366: remove ->init_setup,"hpt366: remove ->init_setup

* Split off hpt{374,371,366}_init() helper from init_setup_hpt{374,371,366}().

* Merge init_setup_{374,372n,371,372a,302,366}() into hpt366_init_one().

While at it:

* Use ""HPT36x"" name for HPT366/HPT368 chipsets.

* Add .chip_name to struct hpt_info and use it to set set d->name.

* Convert .max_ultra in struct hpt_info to .udma_mask and use it to set
  d->udma_mask.

* Fix hpt302 to use HPT302_ALLOW_ATA133_6 define.

* Change HPT366/HPT374 interrupt fixup message from KERN_WARNING to KERN_INFO.

* Use the second hpt366_chipsets[] entry for HPT37x chipsets using HPT36x PCI
  device ID and fix .enablebits/.host_flags for HPT36x hpt366_chipsets[] entry.

* Bump driver version.

Cc: Sergei Shtylyov <38a867ea26f35d3eeb42270f1bc7b9d1d135e6a2@ru.mvista.com>
Signed-off-by: Bartlomiej Zolnierkiewicz <248de9df611a028e5eceb9d893a2ed6c24c89ef4@gmail.com>
",FALSE,TRUE,TRUE,TRUE,TRUE,,
torvalds/linux,85fc20b2ad9937fccbff3b47841f33d47e5e62c8,ARM: DTS: Add watchdog to mt6589,"ARM: DTS: Add watchdog to mt6589

This patch adds the watchdog to the device tree of Mediatek mt6589 SoC.

Signed-off-by: Matthias Brugger <28c780319e2c7f6db09304375fbd148f9c25d13f@gmail.com>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
torvalds/linux,b9ea77e2d37013a4e66c9dad2e629998ff300608,microblaze: trivial: Use la insted of addik,"microblaze: trivial: Use la insted of addik

la is translated to addik by toolchain.

Signed-off-by: Michal Simek <3a191dd2be46e826fee926d532b136ed65cb5318@monstr.eu>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,d24cd78399a3625a69887c8124638260c1c37a2b,ARM: at91: sama5d3: add usart dma configurations,"ARM: at91: sama5d3: add usart dma configurations

Add the DMA configuration for USARTs mainly because it is not obvious to
add the FIFO flag which is needed for rx.

Signed-off-by: Ludovic Desroches <627575320a9526cb6c91021c9940202b0e84c416@atmel.com>
Signed-off-by: Nicolas Ferre <45b517be0e5ec6dc3a39715767c1d18e090d39b4@atmel.com>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,2078da966ff16961a631681164267903bd32a9b3,ARM: at91/dt: move at91sam9rl SoC to the new slow/main clock models,"ARM: at91/dt: move at91sam9rl SoC to the new slow/main clock models

Move at91sam9rl SoC to the new main/slow clock model.

Signed-off-by: Boris BREZILLON <4e91513d4f418754031d3d36b3fc73980c40a38c@free-electrons.com>
Acked-by: Alexandre Belloni <a7228e626ecf0022ac91fc1cd8db88e71d0e5e0e@free-electrons.com>
Signed-off-by: Nicolas Ferre <45b517be0e5ec6dc3a39715767c1d18e090d39b4@atmel.com>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
torvalds/linux,f676449785d333078acb60ccf2046d0d3c59548f,[WATCHDOG] pnx4008_wdt.c - remove patch,"[WATCHDOG] pnx4008_wdt.c - remove patch

Change remove code so that we first detach
the driver from userspace, then clean up the
clock and then clean up the memory we allocated.

Signed-off-by: Wim Van Sebroeck <5f65f6985de1ebf15dde04e0dc4668211868bafa@iguana.be>

",FALSE,TRUE,FALSE,TRUE,FALSE,,
torvalds/linux,82e5a649453a3cf23516277abb84273768a1592b,iwlwifi: dvm: take mutex when sending SYNC BT config command,"iwlwifi: dvm: take mutex when sending SYNC BT config command

There is a flow in which we send the host command in SYNC
mode, but we don't take priv->mutex.

Fixes: https://bugzilla.redhat.com/show_bug.cgi?id=1046495

Cc: <4fbacc2fa0ffdbb11bf1ad6925b886ebd08dd15f@vger.kernel.org>
Reviewed-by: Johannes Berg <bff32994ff0f8d048f262a8388145a71b6071bfe@intel.com>
Signed-off-by: Emmanuel Grumbach <643a80aaf16a8332d6a70921c14d4bb265446494@intel.com>
",FALSE,FALSE,FALSE,FALSE,TRUE,,
torvalds/linux,61a5ccc85a98f5eced89a3fda19b0ee708535c1b,IXP42x: add NPE support for IXP425 rev. A0 processors.,"IXP42x: add NPE support for IXP425 rev. A0 processors.

Signed-off-by: Krzysztof Haֵ‚asa <7ffc4bfffc0726593d1f058990d80f1d8b36bc5a@pm.waw.pl>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
ardatdat/a500-kernel,d6182fbf04164016cb6540db02eef3d6bdc967c3,xen64: allocate and manage user pagetables,"xen64: allocate and manage user pagetables

Because the x86_64 architecture does not enforce segment limits, Xen
cannot protect itself with them as it does in 32-bit mode.  Therefore,
to protect itself, it runs the guest kernel in ring 3.  Since it also
runs the guest userspace in ring3, the guest kernel must maintain a
second pagetable for its userspace, which does not map kernel space.
Naturally, the guest kernel pagetables map both kernel and userspace.

The userspace pagetable is attached to the corresponding kernel
pagetable via the pgd's page->private field.  It is allocated and
freed at the same time as the kernel pgd via the
paravirt_pgd_alloc/free hooks.

Fortunately, the user pagetable is almost entirely shared with the
kernel pagetable; the only difference is the pgd page itself.  set_pgd
will populate all entries in the kernel pagetable, and also set the
corresponding user pgd entry if the address is less than
STACK_TOP_MAX.

The user pagetable must be pinned and unpinned with the kernel one,
but because the pagetables are aliased, pgd_walk() only needs to be
called on the kernel pagetable.  The user pgd page is then
pinned/unpinned along with the kernel pgd page.

xen_write_cr3 must write both the kernel and user cr3s.

The init_mm.pgd pagetable never has a user pagetable allocated for it,
because it can never be used while running usermode.

One awkward area is that early in boot the page structures are not
available.  No user pagetable can exist at that point, but it
complicates the logic to avoid looking at the page structure.

Signed-off-by: Jeremy Fitzhardinge <35cfe9f678a9e9bbdcf2f6e68cd105ce06d149b1@citrix.com>
Cc: Stephen Tweedie <698ca898a076dfd1f925f8455214874274b76375@redhat.com>
Cc: Eduardo Habkost <50373d7c08ceadf576dd7dca718012445b677ce6@redhat.com>
Cc: Mark McLoughlin <c437454578aa740e24bc1bc37b06380de7125486@redhat.com>
Signed-off-by: Ingo Molnar <9dbbbf0688fedc85ad4da37637f1a64b8c718ee2@elte.hu>
",FALSE,FALSE,FALSE,TRUE,FALSE,,
gohai/linux-vc4,cc4ea79588e688ea9b1161650979a194dd709169,sched: add KERN_CONT annotation,"sched: add KERN_CONT annotation

printk: add the KERN_CONT annotation (which is empty string but via
which checkpatch.pl can notice that the lacking KERN_ level is fine).

Signed-off-by: Ingo Molnar <9dbbbf0688fedc85ad4da37637f1a64b8c718ee2@elte.hu>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
atinm/android_kernel_samsung_manta,50899561aa15b9227009ae40e58852c32fc81944,advansys: depends on VIRT_TO_BUS,"advansys: depends on VIRT_TO_BUS

Fix powerpc allmodconfig build: advansys requires virt_to_bus() but powerpc
doesn't implement it.

Cc: James Bottomley <407b36959ca09543ccda8f8e06721c791bc53435@steeleye.com>
Cc: Paul Mackerras <19a0ba370c443ba08d20b5061586430ab449ee8c@samba.org>
Acked-by: Matthew Wilcox <990c37a323daf1549bdd24197927625080ee16b8@linux.intel.com>
Cc: ""David S. Miller"" <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",FALSE,FALSE,TRUE,FALSE,TRUE,bug in build process,
steven676/ti-omap-encore-kernel3,e56dd56418fcc024683d1638564a494d9e9aab85,[CRYPTO] authenc: Add givencrypt operation,"[CRYPTO] authenc: Add givencrypt operation

This patch implements the givencrypt function for authenc.  It simply
calls the givencrypt operation on the underlying cipher instead of encrypt.

Signed-off-by: Herbert Xu <ef65de1c7be0aa837fe7b25ba9a7739905af6a55@gondor.apana.org.au>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
PRJosh/kernel_motorola_msm8916,2d7192d6cbab20e153c47fa1559ffd41ceef0e79,"ipv4: Sanitize and simplify ip_route_{connect,newports}()","ipv4: Sanitize and simplify ip_route_{connect,newports}()

These functions are used together as a unit for route resolution
during connect().  They address the chicken-and-egg problem that
exists when ports need to be allocated during connect() processing,
yet such port allocations require addressing information from the
routing code.

It's currently more heavy handed than it needs to be, and in
particular we allocate and initialize a flow object twice.

Let the callers provide the on-stack flow object.  That way we only
need to initialize it once in the ip_route_connect() call.

Later, if ip_route_newports() needs to do anything, it re-uses that
flow object as-is except for the ports which it updates before the
route re-lookup.

Also, describe why this set of facilities are needed and how it works
in a big comment.

Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
Reviewed-by: Eric Dumazet <a0baddf32b28d2f9429941ed4af2fe636e210591@gmail.com>
",FALSE,FALSE,TRUE,TRUE,FALSE,,
agileOS/libvirt,b59be2f71e457e08bef9eee87f36872674cf69bd,Adjust directory permissons,"Adjust directory permissons

to what upstream uses to avoid potential information leackage.

Closes: #632332
",FALSE,FALSE,FALSE,FALSE,FALSE,,
shyam69/kernel_cancro,a01d391b336ba20b5b429fc07d3c9627394ee464,defconfig: automatic update,"defconfig: automatic update

This change updates the defconfigs to match recent changes in the
Kconfig files. Committing these changes now prevents them from
showing up in future defconfig commits as unrelated diffs.

Change-Id: I101f144d2ff3620e7dd5480ac54c9eec0e588b91
Signed-off-by: Steve Muckle <d282495bfb62d367009a66784cabed6d13acc2f2@codeaurora.org>
",FALSE,TRUE,FALSE,TRUE,FALSE,,
roland-d/joomla-cms,0228e9a9d84847e12ccc8a85bca6172f7be291fe,"Cleanup UsersModelNotes, change section to category","Cleanup UsersModelNotes, change section to category
",FALSE,TRUE,FALSE,TRUE,FALSE,,
Isopod/linux,00d98ebd948b75919f542f53c31e9eb83310fbcf,drm/i915: HWSTAM is only 16-bit on gen3,"drm/i915: HWSTAM is only 16-bit on gen3

Signed-off-by: Chris Wilson <711c73f64afdce07b7e38039a96d2224209e9a6c@chris-wilson.co.uk>
Reviewed-by: Jesse Barnes <bc7add126c2dbb8382bf1c28ac262b9363a32706@virtuousgeek.org>
Signed-off-by: Daniel Vetter <c1b6782c4af8f0673da8923a0702a1832e5940f4@ffwll.ch>
",FALSE,FALSE,FALSE,FALSE,FALSE,,
jorik041/android_kernel_samsung_exynos5420,11a691bea48887c27425cc40bf291e74c922df25,"block: Turn bvec_k{un,}map_irq() into static inline functions","block: Turn bvec_k{un,}map_irq() into static inline functions

Convert bvec_k{un,}map_irq() from macros to static inline functions if
!CONFIG_HIGHMEM, so we can easier detect mistakes like the one fixed in
93055c31045a2d5599ec613a0c6cdcefc481a460 (""ps3disk: passing wrong variable =
to
bvec_kunmap_irq()"")

Signed-off-by: Geert Uytterhoeven <0da414d9d963da4039c2a0525b1844228075aa58@linux-m68k.org>
Signed-off-by: Jens Axboe <08e836a620179c237f631ad0545a7ebdf54201f3@fusionio.com>
",FALSE,FALSE,TRUE,FALSE,FALSE,,
