repo_name,commit,message,Is_Security,Justification,Certain,Comment,Sampling
lede-project/source,cb911a05b0c937c490176d7f20a9ddbb96f72a50,"layerscape: fix VFIO driver build issue since linux-4.14.99

The linux-4.14.99 had introduced below upstream patch.
6636dc5e01c6 arm64: io: Ensure value passed to __iormb() is held in a 64-bit register

It was causing VFIO driver build issue. This patch is to fix it.

 CC      drivers/vfio/fsl-mc/vfio_fsl_mc.o
In file included from ./include/linux/scatterlist.h:9:0,
                 from ./include/linux/iommu.h:22,
                 from drivers/vfio/fsl-mc/vfio_fsl_mc.c:14:
drivers/vfio/fsl-mc/vfio_fsl_mc.c: In function 'vfio_fsl_mc_dprc_wait_for_response':
./arch/arm64/include/asm/io.h:122:45: error: expected expression before ')' token
        : ""=r"" (tmp) : ""r"" ((unsigned long)(v))  \
                                             ^
drivers/vfio/fsl-mc/vfio_fsl_mc.c:334:3: note: in expansion of macro '__iormb'
   __iormb();
   ^~~~~~~
./arch/arm64/include/asm/io.h:122:45: error: expected expression before ')' token
        : ""=r"" (tmp) : ""r"" ((unsigned long)(v))  \
                                             ^
drivers/vfio/fsl-mc/vfio_fsl_mc.c:336:3: note: in expansion of macro '__iormb'
   __iormb();
   ^~~~~~~

Reported-by: Mathew McBride <1fa2ef4755a9226cb9a0a4840bd89b158ac71391@traverse.com.au>
Signed-off-by: Yangbo Lu <8e8a9cf964d9a1c714752d84c97dd816751bdd12@nxp.com>
",FALSE,token,FALSE,,22_mar_2021_pos_hits_a1a30f3674bed7adbaa1e8ce4d39ecdf9437c757
sizebay/Sizebay-Catalog-API-Client,5361b6e9f5de70147e004b078fd80eae8c1f66fb,"Return an empty user with SID and password
",TRUE,password,,,22_mar_2021_pos_hits_a1a30f3674bed7adbaa1e8ce4d39ecdf9437c757
NOtherDev/whatwebcando,c48ccf7739be0752ef41bb60cd48da817991f90e,"Origin Trial tokens update
",FALSE,token,FALSE,,22_mar_2021_pos_hits_a1a30f3674bed7adbaa1e8ce4d39ecdf9437c757
stinsonga/emacs-mirror,46540a1c7adb1b89b6c2f6c9150fe8680c3a5fba,"Fix a ""wrong side of point"" error in CC Mode.  Fixes bug #28850.

The cause was a scanning over a bracket pair taking us beyond the supplied
LIMIT parameter in c-forward-declarator.

* lisp/progmodes/cc-engine.el (c-forward-declarator): Add three checks (<
(point) limit) whilst dealing with tokens after the declared identifier.

* lisp/progmodes/cc-fonts.el (c-font-lock-declarators): Don't supply a LIMIT
argument to `c-forward-declarator' (twice), since we want to fontify up till
the end of a declarator, not an arbitrary jit-lock chunk end.
",FALSE,token,FALSE,,22_mar_2021_pos_hits_a1a30f3674bed7adbaa1e8ce4d39ecdf9437c757
sunnydas/grokkingalgos,75f7f7559326e5b8a546f0dcdb22db762d1127c6,"Brute force implementation of count div.
",FALSE,brute force,,,22_mar_2021_pos_hits_a1a30f3674bed7adbaa1e8ce4d39ecdf9437c757
limelime/cust-live-deb,a5897c3ab112c1d34bc8d18f0875ab2b291259d7,Fix mariadb password issue.,TRUE,password,,,22_mar_2021_pos_hits_35bd1b2957f148d164de224fbe609dffafe4ea3c
specify/specify6,414a46cc9ae3bb2ce8866ab2b78d1daa05909589,"Removing password debug

git-svn-id: d1ff070abd068000867ecc03f5c1f42eee9b9769@7765 ce9bf4bf-376f-1848-a496-a1c9fe3b1a39
",TRUE,password,,,22_mar_2021_pos_hits_35bd1b2957f148d164de224fbe609dffafe4ea3c
mooltipass/moolticute,1a2c57de0c5fe700a4f3f43677da9f7a3c814aff,"[BLE] Only fetch fido credentials in fido MMM, ensure fido credentials saved during export
",TRUE,credentials,,,22_mar_2021_pos_hits_35bd1b2957f148d164de224fbe609dffafe4ea3c
jenkinsci/jenkins,ef9421f7fd5c93d1d77e504b868c903f56ac38bb,"Merge branch 'security' into security-stable-1.580

Conflicts:
	core/pom.xml
",TRUE,security,,,22_mar_2021_pos_hits_35bd1b2957f148d164de224fbe609dffafe4ea3c
freedomofpress/securedrop,0a4230d676a119b7b51bfd866642824b6c2ebe1e,"Extra reminder to exit Unsafe Browser when finished configuring firewall

Per @conorsch's review.
",TRUE,"unsafe, firewall",,,22_mar_2021_pos_hits_35bd1b2957f148d164de224fbe609dffafe4ea3c
NLnetLabs/unbound,2106692a891048e1d4a7de5232ca44c8561bcb66,"dnstap io, test TLS with peername and TLS authentication.
",TRUE,authentication,,,22_mar_2021_pos_hits_35bd1b2957f148d164de224fbe609dffafe4ea3c
spring-projects/spring-boot,8d491f278bc321c4ec9473f368c0135a65bf1bf1,"Create FilePermission lazily in JarURLConnection

JarURLConnection is very performance sensitive. The change in 3772d9f
meant that every JarURLConnection would create a FilePermission,
irrespective of whether it was actually used.

This commit updates JarURLConnection to create its FilePermission
lazily. When there is no security manager a permission will no longer
be created at all.

Closes gh-5411
See gh-6215
",TRUE,"permission, security",,,22_mar_2021_pos_hits_35bd1b2957f148d164de224fbe609dffafe4ea3c
kubernetes-incubator/cri-o,8c830144768a9d5bbad9bc42efbf27515bdba590,"Merge pull request #994 from edsantiago/safe_netcat

nc (netcat): don't block when run interactively",FALSE,safe,FALSE,,22_mar_2021_pos_hits_35bd1b2957f148d164de224fbe609dffafe4ea3c
AshamaneProject/AshamaneCore,dea718e4ed89cf6006c5456c4fec82e0ceac6536,"Core/PacketIO: Updated and enabled CMSG_PET_STOP_ATTACK
",TRUE,attack,FALSE,,22_mar_2021_pos_hits_35bd1b2957f148d164de224fbe609dffafe4ea3c
linbox-team/linbox,18fb8b94f40930b7399da5a825336e316c5b0b4d,safe to start a new bug cycle now,FALSE,safe,seems bug context,,22_mar_2021_pos_hits_35bd1b2957f148d164de224fbe609dffafe4ea3c
widdix/aws-cf-templates,469930335630567a81a8af95394ea6929e5b13f0,"[Security] jenkins/* - Update Jenkins to 2.190.1 https://jenkins.io/changelog-stable//#v2.190.1 (#352)

",TRUE,security,,,22_mar_2021_pos_hits_179c9923bf1863606518744aaa7de11b66b5bcb7
kimwalisch/primesieve,cf5c5c68ce098208d3d9dfc20618995d7721f8cf,"Add safety check
",FALSE,safety,,by code,22_mar_2021_pos_hits_179c9923bf1863606518744aaa7de11b66b5bcb7
CasparCG/Server,0655fea6abb1e6b9d195c9fb1889cae81deb51be,"2.0.2: amcp: Added support for .ct in CLS and TLS.
git-svn-id: 5b3403a4af87b3de1bc297ce46e3b922868e37da@1728 362d55ac-95cf-4e76-9f9a-cbaa9c17b72d
",TRUE,tls,,,22_mar_2021_pos_hits_179c9923bf1863606518744aaa7de11b66b5bcb7
khartec/waltz,7cbf1fc16497ffbb75c7d583c34169f77f58caa6,"Merge pull request #1820 from davidwatkins73/waltz-1811

Removing data_type_association and dta_auth_rating tables",TRUE,auth,FALSE,,22_mar_2021_pos_hits_179c9923bf1863606518744aaa7de11b66b5bcb7
randombit/botan,01d7c3d72a71a31c137ddfd994e259d678fde838,"Change TLS::Ciphersuite constructor to be non-inline and to take
arguments by const char*. Reduces size of tls_suite_info.o by 80%
on Linux with GCC 4.8
",TRUE,tls,,,22_mar_2021_pos_hits_179c9923bf1863606518744aaa7de11b66b5bcb7
BaseXdb/basex,72a2a2facaf19e8af89d39d0055b159ebf84057a,"Merge pull request #226 from LukasK/cryptosquashed

EXPath Cryptographic Module",TRUE,criptographic,,,22_mar_2021_pos_hits_179c9923bf1863606518744aaa7de11b66b5bcb7
phacility/arcanist,a5f0323d5cf605ac6f09f2b843669e1abf4e1567,"Return $this from didApplyPatch() shortcut

Test Plan: https://secure.phabricator.com/diffusion/ARC/browse/master/src/lint/patcher/ArcanistLintPatcher.php;bd7dc8abaa7bb4c0$75?view=blame

Reviewers: epriestley, jungejason

Reviewed By: jungejason

CC: aran

Differential Revision: https://secure.phabricator.com/D2101
",FALSE,secure in link,,,22_mar_2021_pos_hits_179c9923bf1863606518744aaa7de11b66b5bcb7
00-Evan/shattered-pixel-dungeon,ea16ddf02a68d2c02530e8b1d2825f3ee5727644,"v0.8.0: various fixes/improvements:
- potion of purity now clears tengu fire wave and smoke bombs
- fixed blacksmith upgrading incorrectly telling you your inventory is full
- fixed various bee AI errors
- fixed elemental ranged attacks not going on cooldown if they miss
- spinners now interrupt the hero is they shoot web around them
- fixed rare freeze bugs involving enemy ranged attacks
- fixed scroll of teleportation rarely placing the hero on an enemy
- fixed missing title case in stone of intuition window
- added bottom padding to WndInfoItem
- fixed some minor spelling/grammar errors in new text
",FALSE,attacks,,,22_mar_2021_pos_hits_179c9923bf1863606518744aaa7de11b66b5bcb7
bywatersolutions/ByWater-KOHA,48bf229cc804b0624555137687527e1e23fa22f8,"Bug 19514: Implement password restrictions into onboarding tool

Test plan:
1. Drop and recreate your database
2. Restart memcached
3. Go through the web installer
4. In the onboarding tool create a patron with a password of only 2 characters in length
5. Notice the patron is successfully created and no warning message is
displayed
6. Repeat step 1,2,3 and create a patron with a password of 3 characters
none of which are a uppercase letter or number and notice the patron is
successfully created and no warning message is displayed
7. Apply patch
8. Repeat steps 1,2,3 and create a patron with a password consisting of
2 characters, notice that after submitting the form the same form is
loaded again and there is a warning message at the top of the page
informing you the patron wasn't created
9. Repeat steps 1,2,3 and create a patron with a password consisting of
3 characters (all lower case) and submit the form, notice the same form
is reloaded and a warning message at the top of the page informs you
that the patron wasn't created because the password was weak
10. Repeat steps 1,2,3 and create a patron with a password consisting of
3 characters (one lower case letter, one upper case letter and one
number) and submit the form and notice this time the next form in the onboarding is displayed with the message at the top of the screen informing you that the patron was successfully created

Sponsored-By: Catalyst IT

Signed-off-by: Marcel de Rooy <m.de.rooy@rijksmuseum.nl>

Signed-off-by: David Bourgault <david.bourgault@inlibro.com>

Signed-off-by: Josef Moravec <josef.moravec@gmail.com>

Signed-off-by: Jonathan Druart <90effa772b5c8a7a3420e6b7ea56e265888c5743@bugs.koha-community.org>
",TRUE,password,,,22_mar_2021_pos_hits_179c9923bf1863606518744aaa7de11b66b5bcb7
nwjs/chromium.src,a5f25ade2930458735c5041e7f391bed2d401e49,"The password bubble should fade out on click on the web page.

The timeout is now obsolete. The bubble stays infinitely if there is no user input.

BUG=394287

Review URL: https://codereview.chromium.org/520743002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#292887}
",TRUE,password,,,22_mar_2021_pos_hits_179c9923bf1863606518744aaa7de11b66b5bcb7
PowerDNS/pdns,529e27a82fe82ec306fa7e8e494eb6b1db6e48e7,"Build debian package for the auth server

* Import the debian/ dir from debian sid as
  build-scripts/debian-authoritative.
* Remove all db-config stuff
* Remove the changelog
* Create a pdns-tools package
* Fix the script further so it uses this dir
",TRUE,auth,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
chromium/chromium,71cd5ef79d5561fbc1c258c216151ef0cbe201cc,"Add button to page info to revoke user certificate decisions.

(Re-commit of https://codereview.chromium.org/418133012/)

Currently, if a user clicks 'proceed' through an SSL interstitial, their only
way to revoke this decision is to restart their browser session. This commit
provides an explicit button in the page info to revoke this decision if the
user is using the remember certificate error decisions experiment. Since
decisions are remembered across browser restarts for these users, it's
important to provide them with a mechanism to revoke their decision later.

BUG=262615
NOTRY=true
TBR=tedchoc@chromium.org,rsesek@chromium.org,jam@chromium.org,pkasting@chromium.org

Review URL: https://codereview.chromium.org/473643002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#289382}
git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@289382 0039d316-1c4b-4281-b951-d872f2087c98
",TRUE,certificate,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
bestpractical/rt,88689bec08c3e93aa03aec4d9c3caf6246819a68,"Merge branch 'security/restrict-charting' into 4.0.0-releng

git merge security/restrict-charting # CVE-2011-1686 CVE-2011-1687
",TRUE,security,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
google/hypebot,c79f958a1f80ba14576b20ff04ffd2a8c5beac09,"Add a cached version of RedisStore, and support reids AUTH.

Also move cached_type to be a property of storage directly vs. defined within each type.

PiperOrigin-RevId: 212628189
",TRUE,auth,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
dnnsoftware/Dnn.Platform,5c44b8bfc587dfead9b692b9e42e0961b44d67ae,"DNN-4611 Cannot disable password banned list
updated passwordreset to validate banned passwords
",TRUE,password,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
edx/edx-platform,0d7f34b5d3dafe8ca37113503699b9c24e16f402,"Update the software secure result call back by correcting the typo
LMS-2516
",FALSE,by code,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
chromium/chromium,97a365a7a2fef83461694833288a0f8d18769404,"Fix bogus warning message for touch drag gesture used cross origin.

The chromestatus URI prefix was added twice. willBeRemoved does
a sprintf with the URI on the front.

BUG=582140

Review-Url: https://codereview.chromium.org/1933833002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#390718}
",TRUE,cross origin,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
chromium/chromium,f1be3c264853e564c69053f580d14fabfbfea62b,"[Password manager tests automation] Fixed buzzfeed.

Fixes buzzfeed by introducing password_not_auto parameter.

BUG=369521
R=vabr@chromium.org

Review URL: https://codereview.chromium.org/1138353003

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#330502}
",TRUE,password,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
linuxfoundation/cii-best-practices-badge,2d96b93a397295868be11237e5c4f40c7d7ddfc9,"Document local password checking in security docs.

Signed-off-by: David A. Wheeler <9ae72d22d8b894b865a7a496af4fab6320e6abb2@dwheeler.com>
",TRUE,"password, security",,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
apache/airflow,3fe80741df51e4166955ecbc0a14abbde34a526b,"Fix GCP Secret Manager system test (#13848)

",TRUE,secret,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
ceph/ceph-ansible,da4215e9c055682f1f91552cc40e4fa77a75fc7a,"validate: fix credentials validation

This task is failing when `ceph_docker_registry_auth` is enabled and
`ceph_docker_registry_username` is undefined with an ansible error
instead of the expected message.

Closes: https://bugzilla.redhat.com/show_bug.cgi?id=1763139

Signed-off-by: Guillaume Abrioux <30a9df5a0293a6108675377fa1673f7aa713f915@redhat.com>
",TRUE,credentials,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
FH-Complete/FHC-Core,abcdd37e9020ae39419bc35dacb5faed2a502118,"- Now the FilterWidget always store the required permissions into the session to let the Filters controller to provide data even if the dataset is empty
- Now the _renderDropDown method of the FilterWidget.js checks the parameter to avoid errors
",TRUE,permissions,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
indexdata/yaz,480c3cf04004acef3a792d1914382b38b0f79bfa,"Make sample SSL certificate part of dist
",TRUE,certificate,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
linuxfoundation/cii-best-practices-badge,464f7eba074cc567af140cefebbc3024fdbcecd0,"Fix security issue identified by brakeman - fixes #105.
",TRUE,security,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
UCSD/now-mobile,86dc612ce60b469f11c15385ad5e1bf8153f2eff,"Fix username and password values persisting after log out
",TRUE,password,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
StackStorm/st2,000471128a1b63187c329c6ed4b50c3d85694724,"Merge pull request #5095 from StackStorm/update-cryptography-3.2

Update cryptography version to 3.2",TRUE,cryptography,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
googleapis/elixir-google-api,3713d243c6f4a56e8ba3648341f57f884021cd25,"Regenerate AnalyticsData client (#6761)

This PR was generated using Autosynth. :rainbow:


<details><summary>Log from Synthtool</summary>

```
2020-11-18 05:10:43,230 synthtool [DEBUG] > Executing /home/kbuilder/.cache/synthtool/elixir-google-api/synth.py.
On branch autosynth-analyticsdata
nothing to commit, working tree clean
2020-11-18 05:10:44,906 synthtool [DEBUG] > Running: docker run --rm -v/tmpfs/tmp/tmpjjiec57b/repo:/workspace -v/var/run/docker.sock:/var/run/docker.sock -e USER_GROUP=1000:1000 -w /workspace gcr.io/cloud-devrel-public-resources/elixir19 scripts/generate_client.sh AnalyticsData
DEBUG:synthtool:Running: docker run --rm -v/tmpfs/tmp/tmpjjiec57b/repo:/workspace -v/var/run/docker.sock:/var/run/docker.sock -e USER_GROUP=1000:1000 -w /workspace gcr.io/cloud-devrel-public-resources/elixir19 scripts/generate_client.sh AnalyticsData
/workspace /workspace
[33mThe mix.lock file was generated with a newer version of Hex. Update your client by running `mix local.hex` to avoid losing data.[0m
Resolving Hex dependencies...
Dependency resolution completed:
Unchanged:
  certifi 2.5.1
  google_api_discovery 0.7.0
  google_gax 0.3.2
  hackney 1.15.2
  idna 6.0.0
  jason 1.2.1
  metrics 1.0.1
  mime 1.3.1
  mimerl 1.2.0
  oauth2 0.9.4
  parse_trans 3.3.0
  poison 3.1.0
  ssl_verify_fun 1.1.5
  temp 0.4.7
  tesla 1.3.3
  unicode_util_compat 0.4.1
* Getting google_api_discovery (Hex package)
* Getting tesla (Hex package)
* Getting oauth2 (Hex package)
* Getting temp (Hex package)
* Getting jason (Hex package)
* Getting poison (Hex package)
* Getting hackney (Hex package)
* Getting certifi (Hex package)
* Getting idna (Hex package)
* Getting metrics (Hex package)
* Getting mimerl (Hex package)
* Getting ssl_verify_fun (Hex package)
* Getting unicode_util_compat (Hex package)
* Getting parse_trans (Hex package)
* Getting mime (Hex package)
* Getting google_gax (Hex package)
[33mThe mix.lock file was generated with a newer version of Hex. Update your client by running `mix local.hex` to avoid losing data.[0m
==> temp
Compiling 3 files (.ex)
Generated temp app
===> Compiling parse_trans
===> Compiling mimerl
===> Compiling metrics
===> Compiling unicode_util_compat
===> Compiling idna
==> jason
Compiling 8 files (.ex)
Generated jason app
warning: String.strip/1 is deprecated. Use String.trim/1 instead
  /workspace/deps/poison/mix.exs:4

==> poison
Compiling 4 files (.ex)
warning: Integer.to_char_list/2 is deprecated. Use Integer.to_charlist/2 instead
  lib/poison/encoder.ex:173

Generated poison app
==> ssl_verify_fun
Compiling 7 files (.erl)
Generated ssl_verify_fun app
===> Compiling certifi
===> Compiling hackney
==> oauth2
Compiling 13 files (.ex)
Generated oauth2 app
==> mime
Compiling 2 files (.ex)
Generated mime app
==> tesla
Compiling 26 files (.ex)
Generated tesla app
==> google_gax
Compiling 5 files (.ex)
Generated google_gax app
==> google_api_discovery
Compiling 21 files (.ex)
Generated google_api_discovery app
==> google_apis
Compiling 28 files (.ex)
Generated google_apis app

13:11:15.373 [info]  FETCHING: https://analyticsdata.googleapis.com/$discovery/GOOGLE_REST_SIMPLE_URI?version=v1alpha

13:11:15.698 [info]  FETCHING: https://analyticsdata.googleapis.com/$discovery/rest?version=v1alpha

13:11:15.936 [info]  FOUND: https://analyticsdata.googleapis.com/$discovery/rest?version=v1alpha
Revision check: old=20201112, new=20201116, generating=true
Creating leading directories
Writing BatchRunPivotReportsRequest to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/batch_run_pivot_reports_request.ex.
Writing BatchRunPivotReportsResponse to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/batch_run_pivot_reports_response.ex.
Writing BatchRunReportsRequest to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/batch_run_reports_request.ex.
Writing BatchRunReportsResponse to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/batch_run_reports_response.ex.
Writing BetweenFilter to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/between_filter.ex.
Writing CaseExpression to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/case_expression.ex.
Writing Cohort to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/cohort.ex.
Writing CohortReportSettings to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/cohort_report_settings.ex.
Writing CohortSpec to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/cohort_spec.ex.
Writing CohortsRange to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/cohorts_range.ex.
Writing ConcatenateExpression to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/concatenate_expression.ex.
Writing DateRange to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/date_range.ex.
Writing Dimension to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/dimension.ex.
Writing DimensionExpression to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/dimension_expression.ex.
Writing DimensionHeader to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/dimension_header.ex.
Writing DimensionMetadata to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/dimension_metadata.ex.
Writing DimensionOrderBy to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/dimension_order_by.ex.
Writing DimensionValue to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/dimension_value.ex.
Writing Entity to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/entity.ex.
Writing Filter to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/filter.ex.
Writing FilterExpression to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/filter_expression.ex.
Writing FilterExpressionList to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/filter_expression_list.ex.
Writing InListFilter to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/in_list_filter.ex.
Writing Metadata to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/metadata.ex.
Writing Metric to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/metric.ex.
Writing MetricHeader to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/metric_header.ex.
Writing MetricMetadata to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/metric_metadata.ex.
Writing MetricOrderBy to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/metric_order_by.ex.
Writing MetricValue to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/metric_value.ex.
Writing NumericFilter to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/numeric_filter.ex.
Writing NumericValue to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/numeric_value.ex.
Writing OrderBy to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/order_by.ex.
Writing Pivot to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/pivot.ex.
Writing PivotDimensionHeader to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/pivot_dimension_header.ex.
Writing PivotHeader to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/pivot_header.ex.
Writing PivotOrderBy to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/pivot_order_by.ex.
Writing PivotSelection to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/pivot_selection.ex.
Writing PropertyQuota to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/property_quota.ex.
Writing QuotaStatus to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/quota_status.ex.
Writing ResponseMetaData to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/response_meta_data.ex.
Writing Row to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/row.ex.
Writing RunPivotReportRequest to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/run_pivot_report_request.ex.
Writing RunPivotReportResponse to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/run_pivot_report_response.ex.
Writing RunRealtimeReportRequest to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/run_realtime_report_request.ex.
Writing RunRealtimeReportResponse to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/run_realtime_report_response.ex.
Writing RunReportRequest to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/run_report_request.ex.
Writing RunReportResponse to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/run_report_response.ex.
Writing StringFilter to clients/analytics_data/lib/google_api/analytics_data/v1alpha/model/string_filter.ex.
Writing Properties to clients/analytics_data/lib/google_api/analytics_data/v1alpha/api/properties.ex.
Writing V1alpha to clients/analytics_data/lib/google_api/analytics_data/v1alpha/api/v1alpha.ex.
Writing connection.ex.
Writing metadata.ex.
Writing mix.exs
Writing README.md
Writing LICENSE
Writing .gitignore
Writing config/config.exs
Writing test/test_helper.exs
[33mThe mix.lock file was generated with a newer version of Hex. Update your client by running `mix local.hex` to avoid losing data.[0m

13:11:17.515 [info]  Bumping patch
fixing file permissions
2020-11-18 05:11:20,187 synthtool [DEBUG] > Wrote metadata to clients/analytics_data/synth.metadata.
DEBUG:synthtool:Wrote metadata to clients/analytics_data/synth.metadata.

```
</details>

Full log will be available here:
https://source.cloud.google.com/results/invocations/725a4817-73e8-42f2-8ba6-a36810184277/targets

- [ ] To automatically regenerate this PR, check this box.",FALSE,poision,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
Azure/azure-quickstart-templates,a93610c607e97645fc958d19d6ff7d66a4267378,"Merge pull request #7233 from JohnathonMohr/101-vm-sshkey

Adding Network Security Group to 101-vm-sshkey",TRUE,security,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
vespa-engine/vespa,e3559d31ebde25eecf233a76429594940e367048,"Add fastos::UNIX_File_RW_Ops class to simplify error injection in
unit tests.
",FALSE,error injection,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
couchbase/sync_gateway,d625dca58d12b8d884a143d92f5a9917292975f2,"MB-27720 Add check for SGW 1.x install and bypass option via command line
",FALSE,bypass,,,22_mar_2021_pos_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
scylladb/scylla,37f2f6112e3e302f09ad1cc3129309b5e48f0a02,"cql3::util::maybe_quote: avoid stack overflow and fix quote doubling

Merged patch series from Benny Halevy:

The function was reimplemented to solve the following issues.
The cutom implementation also improved its performance in
close to 19%

Using regex_match(""[a-z][a-z0-9_]*"") may cause stack overflow on long input strings
as found with the limits_test.py:TestLimits.max_key_length_test dtest.

std::regex_replace does not replace in-place so no doubling of
quotes was actually done.

Add unit test that reproduces the crash without this fix
and tests various string patterns for correctness.

Note that defining the regex with std::regex::optimize
still ended up with stack overflow.

Fixes #5671

* cql3::util::maybe_quote: avoid stack overflow and fix quote doubling
* cql3::util::maybe_quote: further optimize quote doubling
",FALSE,stack overflow,,,22_mar_2021_pos_overflow_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
EvictionLab/eviction-maps,1fc2da8e95cd94c5138ecb7d7c1ce075004f85e9,"fix rankings overflow
",FALSE,ranking overflow,,,22_mar_2021_pos_overflow_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
ProteinsWebTeam/interpro7-client,7477f4e62ed325d3a120814529b85a539519caff,"Remove overflow hidden defined on the root eleemnt as it avoid us from using sticky on tables and used it (if needed) only on the menu element
",FALSE,overflow,,,22_mar_2021_pos_overflow_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
programmfabrik/coffeescript-ui,fff0319756d79149c36651f1d7c7fa63e5afde6f,"Theme.ng

- remove tab overflow shadow when tabs are scrolled to the end
- strengthen overflow shadow
- add left-padding to overflowing tabs
- left align overflowing tabs
",FALSE,overflow shadow,,,22_mar_2021_pos_overflow_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
facebook/watchman,be58ee274a480e5bc08a4d59134d95c4cdaa5b1e,"move IN_Q_OVERFLOW error message inside schedule_recrawl

This avoids spamming the logs when we get a run of these events
",FALSE,error message,,,22_mar_2021_pos_overflow_df6d53facd9475ed54ecbb3f1d2cb8076b227f77
