repo_name,commit,message,Is_abstraction,Justification,Certain,Comment,Sampling
CDrummond/cantata,70f8aca3cabf7353d469ab370e56f70a1f2da2dc,"Re-add collapsing of interface
",FALSE,collapsing (user) interface,,,17_jan_2021_abstraction_interface_047d51716e9324e5a574e35eb3c75475da55bc5a
AshamaneProject/AshamaneCore,946adf469c14deeaf202cba5378fb5edfd792bd6,"*** New core <-> script library interface - complete rewrite of the old one.
* Removed the misdesigned on_events script/hooks.
* Lots of related cleanups and assertions.
* The interface is now fully object-oriented.
** Scripts no longer use function pointers.
** Scripts no longer use the general-purpose Script struct for everything.
** Script types are split into separate classes which must be inherited depending on what functionality is desired.
* Several script types have been added to allow extending functionality in a code-only manner (some script types require
  assignment in the recently added ScriptName columns in the database, though).
** SpellHandlerScript: Wrapper around spell scripts (returns new SpellScript objects (`spell_script_names`.`ScriptName`)).
** ServerScript: Allows scripting events that occur in the network layer.
** WorldScript: Allows scripting certain world-global events.
** FormulaScript: Allows hooking and interfering with core formulas.
** *MapScript: Allows hooking different map types (including world, instance, and battleground maps (`instance_template`.`ScriptName`)).
** ItemScript: Allows scripting of items (like the old interface (`item_template`.`ScriptName`)).
** CreatureScript: Allows scripting of creatures/AI (like the old interface (`creature_template`.`ScriptName`)).
** GameObjectScript: Allows scripting of gameobjects (like the old interface (`gameobject_template`.`ScriptName`)).
** AreaTriggerScript: Allows scripting triggered area triggers (like the old interface (`areatrigger_scripts`.`ScriptName`)).
** OutdoorPvPScript: Script which should return OutdoorPvP objects for use by OutdoorPvPMgr (`outdoorpvp_template`.`ScriptName`).
** CommandScript: Allows extending the in-core command table.
** WeatherScript: Allows scripting of weather changes (`game_weather`.`ScriptName`).
** AuctionHouseScript: Allows scripting of auction events.
** ConditionScript: Allows scripting of conditions (`conditions`.`ScriptName`).
** DynamicObjectScript: Allows scripting of dynamicobjects.
** TransportScript: Allows scripting of transport events (`transports`.`ScriptName`).
* OutdoorPvP objects are now created through scripts. This effectively means that they'll need to be moved to scripts
  before the they're functional again.
* The whole idea with this new interface is to allow expanding core functionality without touching core code. If further
  hooks are needed to expand functionality of the core, let us know; we'll add them, if we agree that it is appropriate
  to do so.
*** NOTE: The scripts project will _not_ build before it has been adapted to the new interface.
*** Thanks to everyone who helped out with related preparations and suggestions!

--HG--
branch : trunk
",TRUE,interface is oo,,,17_jan_2021_abstraction_interface_047d51716e9324e5a574e35eb3c75475da55bc5a
chromium/chromium,a300a6aa67c6497089076848aa8a758ab45ccb50,"bindings: Fix variable name in comment.

Small cosmetic fix with no effect on generated output.

The comment describing the hacks we apply to the Iterator interface in
interface_base.cpp.tmpl still referred to |iteratorPrototypeTemplate|, which
was the original name |intrinsicIteratorPrototypeInterfaceTemplate| had when
the patch was first reviewed. Use the right name to make the comment easier
to understand.

Change-Id: Icdd38e4c508b3b646e6b1db12993c51b7fc28472
Reviewed-on: https://chromium-review.googlesource.com/558291
Reviewed-by: Kentaro Hara <ef1728e9a9ee178abcf3af44b8924f4f0a6f4047@chromium.org>
Reviewed-by: Yuki Shiino <e3bb199ef8a61005bf84cdc86ad9ebf7e094973a@chromium.org>
Commit-Queue: Raphael Kubo da Costa (rakuco) <5fe4d20cf6ab8a2cf4e5e71d4c2d58346e96df0d@intel.com>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#484250}",TRUE,iterator interface,,,17_jan_2021_abstraction_interface_047d51716e9324e5a574e35eb3c75475da55bc5a
linuxdeepin/dde-daemon,10ad63131be8133fb87871ebe0e3971fbefbe0b3,"audio: sync interface with go-pulse
",FALSE,"audio, sync interface",FALSE,,17_jan_2021_abstraction_interface_047d51716e9324e5a574e35eb3c75475da55bc5a
openstack/heat,584efe3329143e28fdb42b5d9496977f5cdf275a,"Fix cancel update for nova server with defined port

This particular patch fixes a behaviour of cancel update for
nova server with defined port, so there are no ports manageable
by nova. We have these issues while restoring ports after rollback:
1) We doesn't detach any ports from current server, because we
doesn't save them to resoruce data. (we store this data after
succesfull create of the server)
2) Detaching an interface from current server will fail, if the server
will be in building state, so we need to wait until server will be
in active or in error state.
Refresh ports list to solve problem (1).
Wait until nova moves to active/error state to solve (2).
A functional test to prove the fix was added. Note, that this test is
skipped for convergence engine tests until cancel update will work
properly in convergence mode (see bug 1533176).
Partial-Bug: #1570908
Change-Id: If6fd916068a425eea6dc795192f286cb5ffcb794
",TRUE,detaching an interface,FALSE,,17_jan_2021_abstraction_interface_047d51716e9324e5a574e35eb3c75475da55bc5a
tprrt/linux-stable,4c67525849e0b7f4bd4fab2487ec9e43ea52ef29,"tcp: resets are misrouted

After commit e2446eaa (""tcp_v4_send_reset: binding oif to iif in no
sock case"").. tcp resets are always lost, when routing is asymmetric.
Yes, backing out that patch will result in misrouting of resets for
dead connections which used interface binding when were alive, but we
actually cannot do anything here.  What's died that's died and correct
handling normal unbound connections is obviously a priority.

Comment to comment:
> This has few benefits:
>   1. tcp_v6_send_reset already did that.

It was done to route resets for IPv6 link local addresses. It was a
mistake to do so for global addresses. The patch fixes this as well.

Actually, the problem appears to be even more serious than guaranteed
loss of resets.  As reported by Sergey Soloviev <sol@eqv.ru>, those
misrouted resets create a lot of arp traffic and huge amount of
unresolved arp entires putting down to knees NAT firewalls which use
asymmetric routing.

Signed-off-by: Alexey Kuznetsov <55346d3bc0c58d58503ceaa50b259ca76fcb3262@ms2.inr.ac.ru>
",FALSE,interface binding,,,17_jan_2021_abstraction_interface_047d51716e9324e5a574e35eb3c75475da55bc5a
ivan1993spb/clever-snake,80273fcbcc880810d8bb3a420513a81721b39c20,"Implement JSON Marshaler interface for OutputMessage
",TRUE,impement interface,,,17_jan_2021_abstraction_interface_047d51716e9324e5a574e35eb3c75475da55bc5a
nwjs/chromium.src,9a73f1f57f9697b0ad74ad8d7d31aac02ca2cd8e,"Implement an OverflowEvent constructor for JSC
https://bugs.webkit.org/show_bug.cgi?id=69907

Reviewed by Adam Barth.

Source/WebCore:

There is no spec for the OverflowEvent constructor
since it is WebKit-specific. However, judging from the current
IDL of initOverflowEvent(), the constructor IDL should be as follows.

[Constructor(DOMString type, optional OverflowEventInit eventInitDict)]
interface OverflowEvent : Event {
    ...;
}

dictionary OverflowEventInit : EventInit {
    unsigned short orient;
    boolean horizontalOverflow;
    boolean verticalOverflow;
}

Note: In initOverflowEvent(), we cannot specify |bubbles| and |cancelable|.
I do not know why, but we can find a comment in fast/events/script-tests/init-events.js
that says ""initOverflowEvent has an interface that has a design that's
inconsistent with the init functions from other events"".
On the other hand, the above constructor enables to specify |bubbles| and |cancelable|,
which is consistent with other constructors.

Test: fast/events/constructors/overflow-event-constructor.html

* bindings/generic/EventConstructors.h: Added a definition for the OverflowEvent constructor.
* bindings/js/JSEventConstructors.cpp: Added #includes for OverflowEvent.
* dom/OverflowEvent.cpp:
(WebCore::OverflowEventInit::OverflowEventInit):
(WebCore::OverflowEvent::OverflowEvent):
(WebCore::OverflowEvent::initOverflowEvent):
* dom/OverflowEvent.h: Added a definition for OverflowEventInit.
(WebCore::OverflowEvent::create):
(WebCore::OverflowEvent::orient):
(WebCore::OverflowEvent::horizontalOverflow):
(WebCore::OverflowEvent::verticalOverflow):
* dom/OverflowEvent.idl: Makes OverflowEvent constructible.

LayoutTests:

overflow-event-constructor.html checks the behavior of the OverflowEvent constructor.

* fast/dom/constructed-objects-prototypes-expected.txt: Added inner.OverflowEvent().
* fast/dom/dom-constructors-expected.txt: Updated the test result.
* fast/dom/dom-constructors.html: Removed OverflowEvent from test cases, since now OverflowEvent has a constructor.
* fast/events/constructors/overflow-event-constructor-expected.txt: Added.
* fast/events/constructors/overflow-event-constructor.html: Added.
* platform/chromium/test_expectations.txt: Skipped overflow-event-constructor.html, since V8 does not yet have the OverflowEvent constructor.


git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@97356 bbb929c8-8fbe-4397-9dbb-9b2b20218538",TRUE,interface,,,17_jan_2021_abstraction_interface_047d51716e9324e5a574e35eb3c75475da55bc5a
Edt-2000/Edt-2000,7205a5afccb2dcaa0d67cf8a6924be088e3bbfda,"Merge pull request #27 from Edt-2000/feature/improvements-in-control-interface

Feature/improvements in control interface",TRUE,improvments for interface,,,17_jan_2021_abstraction_interface_047d51716e9324e5a574e35eb3c75475da55bc5a
diadoc/diadocsdk-csharp,c90cb15b0cede0be8c3356678b3fbbd346c4c1ca,"add IAdditionalInfo interface for COM
",TRUE,add interface,,,17_jan_2021_abstraction_interface_047d51716e9324e5a574e35eb3c75475da55bc5a
junit-team/junit-lambda,699d164ed6a3fddc740c5a031e5a4990ee2f5299,"Introduce generic @After annotation
",FALSE,generic annotation,,,17_jan_2021_generic_047d51716e9324e5a574e35eb3c75475da55bc5a
rear/rear,26e2f303268bc3d36a598490475c06bc212bea7b,"In packaging/rpm/rear.spec replaced the incomplete and outdated
changelog entries with one generic entry that is always valid.
",FALSE,generic entry,,,17_jan_2021_generic_047d51716e9324e5a574e35eb3c75475da55bc5a
astropy/astropy,ce5cc8c73939a0fd481cc44f0c2885263afed446,"Merge pull request #6165 from bsipocz/ci-helpers_use_generic_script

Use the generic ci-helpers script, it will figure out OS",FALSE,generic script,,,17_jan_2021_generic_047d51716e9324e5a574e35eb3c75475da55bc5a
NicholasRees/xspress3,44294302201a82bf00f0ace92038b4ba508fb6a0,"xspress3: changed the way the xspress3 clocks are set up, which fixes a problem I was having with scaler data readout. Fixed a bug in the driver for updating the number of frames read out each poll. Updated the test program to use the right clock setting, and improved it a bit to print out data. Made the test program Makefile more generic.

git-svn-id: 92b5bda59fbd650986593b3f7f1c115b341ef4e0@87740 e099a375-04f9-0310-9d5f-a741eaff62e1
",TRUE,more generic,,,17_jan_2021_generic_047d51716e9324e5a574e35eb3c75475da55bc5a
lnls-dig/openMMC,03895e6c89ff42541ce5512adfc9090d17cd51f7,".travis.yml: add ci_build.sh script as it's more generic
",TRUE,more generic,,,17_jan_2021_generic_047d51716e9324e5a574e35eb3c75475da55bc5a
googleapis/gapic-generator-java,5247a6b2f6a66c730106eb4bddb990e79038a499,"[ggj][engx] build: run pre-commit when goldens have changed (#439)

* fix: support non-name fields with res-refs in resname def parsing

* fix: add workaround for missing default_host and oauth_scopes annotation

* fix: clarify LRO parsing error messages

* feat: support deeply-nested types in AST and proto message parsing

* fix: prevent resname tokens from matching subcomponents

* fix: use TypeParser for proto message parsing

* fix: use generic types in field instantiation in ServiceClientTest

* fix: prevent descension into map types in nested message parsing

* fix: merge master

* fix: use both map generics in ServiceClientTest codegen

* fix: dir structure of generated files

* test: add asset API gradle pkg rules

* fix: remove unused dep

* test: add logging integration target and goldens, consolidate rules

* fix: fix asset_java_gapic build

* fix: fix test src packaging, update integration goldens

* fix: pass all tokens to instansiate in resname 1-pattern case

* fix: update goldens

* fix: update goldens

* build: add all integration tests to pre-commit hook

* build: run pre-commit when goldens have changed",TRUE,generic types,,,17_jan_2021_generic_047d51716e9324e5a574e35eb3c75475da55bc5a
vinriviere/m68k-atari-mint-binutils-gdb,839087b7f198a379310e5d97e5bba60387ec1669,"	* archive.c (bfd_generic_archive_p): Preserve tdata in case of
	failure.
",FALSE,_generic_,,,17_jan_2021_generic_047d51716e9324e5a574e35eb3c75475da55bc5a
CZ-NIC/turris-os,21c82adbb1400c2d42b30be8fc5922b06dde4cb6,"generic: ar8216: only set phy_ptr if packet mangling is used

Signed-off-by: Gabor Juhos <juhosg@openwrt.org>

git-svn-id: c673a1a018ba15e3442847f58d2337db82164816@35541 3c298f89-4303-0410-b956-a3cf2f4a3e73
",FALSE,generic:,FALSE,,17_jan_2021_generic_047d51716e9324e5a574e35eb3c75475da55bc5a
GiovanniBussi/test-travis-ci,b2a4c18581f9186e47f446788d298bf0f0bce214,"Generic Center

CENTER creates an atom as a weighted average of other atoms.
",FALSE,generic center,,,17_jan_2021_generic_047d51716e9324e5a574e35eb3c75475da55bc5a
ManageIQ/integration_tests,5adf6841b88b4240f095cb55fcbd7dcded06a650,"test names are anchors, browser error message is more generic
",FALSE,error message is more generic,,,17_jan_2021_generic_047d51716e9324e5a574e35eb3c75475da55bc5a
vuetifyjs/vuetify,fa91fa48de7f1f9f52b39a3af46e1768397991de,"removed duplicate focus call, fixed a bug with tags and items together, improved keyboard selection feel
",FALSE,duplicate call,,,17_jan_2021_duplicat_3e922c0344679d08b44f908623cc7d956b0bf0d1
LLK/scratch-blocks,9a605e90e78797b39fce56fc861194362783d492,"Reduce duplicated code in text and list blocks.
",TRUE,reduce duplicated code,,,17_jan_2021_duplicat_3e922c0344679d08b44f908623cc7d956b0bf0d1
WikiEducationFoundation/WikiEduDashboard,cf30837896adab5fd80ed2a9f3a6e88a4671b233,"Resolves #89
Duplicates are detected and handled whenever Articles are imported

Resolves #90
Whenever Articles are deleted their revisions are checked against the replica and moved or marked as deleted
",FALSE,duplicated are detected,,,17_jan_2021_duplicat_3e922c0344679d08b44f908623cc7d956b0bf0d1
carls-app/carls,070105f660f9c989754f207339047ea545571610,"Merge branch 'master' into greenkeeper/react-native-0.52.0

* master: (130 commits)
  fix onChangeOrder/onSaveOrder typo
  shuffle around the types
  prettierify
  fix schema (add button enabled key)
  comment out the facilities form idea
  allow passing a custom message to explain why the tool is disabled
  prettify validate.js
  update <Button/> snapshots
  add pretty-quick and replace prettier:changed with it
  allow passing false to <Card header footer />
  make buttons actually disable when disabled
  extract Button props
  fix too-common [object Object] stuff in validate-data
  fix overzealous catching of errors in validate-data script
  fix accidental duplicate momentjs inclusion
  clean up the flowconfig
  clean up tool code duplication and allow configuring basic tools from schema
  return local copy of help data when offline + no cache, or in dev
  update magical powers of help tool files and write a schema
  allow international phone numbers in _defs#/phone
  ...

# Conflicts:
#	package.json
#	yarn.lock
",FALSE,fix duplicate inclusion,,,17_jan_2021_duplicat_3e922c0344679d08b44f908623cc7d956b0bf0d1
mapillary/OpenSfM,7c90d6d0909aa5502b3c2642df6403d2411f9fb7,"removing duplicate import
",FALSE,duplicate import,,,17_jan_2021_duplicat_3e922c0344679d08b44f908623cc7d956b0bf0d1
beaker-project/beaker,f791ed33bad45e732f901100df4e03ad9c28122c,"remove duplicate FQDNs in peer roles

Bug: 951283
Change-Id: I4d43bc8860dbeff47568232f72a4910890ca004d
",FALSE,duplicate FQDN,,,17_jan_2021_duplicat_3e922c0344679d08b44f908623cc7d956b0bf0d1
turt2live/matrix-dimension,cc01a9ea93d3e25f1422ac686caa56c2517dbb75,"Remove duplicate guggy from the promo page

Fixes https://github.com/turt2live/matrix-dimension/issues/220",FALSE,duplicate guggy,,,17_jan_2021_duplicat_3e922c0344679d08b44f908623cc7d956b0bf0d1
mroonga/mroonga,050fb8c8b6c27a696a96f8fcc7e689feb53d6fd7,"remove duplicated code.
",TRUE,duplicated code,,,17_jan_2021_duplicat_3e922c0344679d08b44f908623cc7d956b0bf0d1
jscl-project/jscl,54a314991736a4c9e3633fd71801dde280aceace,"Add with-collector-function

  Duplicated in boot.lisp and compat.lisp so it is available on the host
  and the target respectively
",TRUE,duplicated funtion,,,17_jan_2021_duplicat_3e922c0344679d08b44f908623cc7d956b0bf0d1
alphagov/notifications-utils,7e5d9630ab444fee2e791561d133e9cb9c4633dd,"Move antivirus client to utils repository.

This code has been copied (and adjusted in the process) from
document-download-api repo, since now we also need to use it
in notifications-admin, so we need to have it in a place that
will be accessible for both those apps.

Next step will be to make make document-donwload-api call
the antivirus client from here and to delete duplicate code from
there.
",TRUE,duplicated code,,will be removed in the future,17_jan_2021_duplicat_3e922c0344679d08b44f908623cc7d956b0bf0d1
rncbc/drumkv1,54e08095d5ec738d149e48152d52d06f838e6652,"- Load/Save preset methods moved to UI wrapper. (FIX)
",TRUE,moved to wrapper,,,17_jan_2021_wrapper_3e922c0344679d08b44f908623cc7d956b0bf0d1
EoRImaging/FHD,58dc0fdd65f82a95da8bd078480c18f4aaa8efe5,"Add Mike's observation wrapper
",TRUE,add wrapper,,,17_jan_2021_wrapper_3e922c0344679d08b44f908623cc7d956b0bf0d1
wikimedia/oojs-ui,02d2da0c157017b9850003772adb885d9ed0e78a,"Rewrite insufficient label mixin documentation

Just saying, for example, that ""the label"" is returned can be
confusing when there are so many possibilities what this means:
Is it plain text or something else? What guarantees are given, if
any? Does it include the wrapper element or not?

This patch focuses exclusively on documentation, without touching
any of the existing behavior.

The ""do not call this …"" note is not correct. The methods can be
called in any order.

Bug: T249167
Bug: T258337
Change-Id: I518966c1c43ac871adeab3fb85efda19471fe27e
",TRUE,does include wrapper,FALSE,,17_jan_2021_wrapper_3e922c0344679d08b44f908623cc7d956b0bf0d1
symfony/symfony,38b369be3f47d0964e0af125359e533035225210,"[PropertyInfo] added handling of nullable types in PhpDoc

While not specified in PSR-5, PhpDocumentor does support parsing
nullable types in the PHP 7.1 syntax (i.e. ?string), and returns those
in a Nullable wrapper. We currently don't handle this and neither throw
an error, which results in all kind of weird breakage when this syntax
is used (e.g. ""class string|int not found"").

Correctly parse this syntax into a nullable type.
",TRUE,nullable wrapper,,,17_jan_2021_wrapper_3e922c0344679d08b44f908623cc7d956b0bf0d1
jenetics/jenetics,9e425f77cae58a364c79b1fdfd7d21014df4e309,"Add Graddle wrapper scripts.
",TRUE,graddle wrapper,FALSE,,17_jan_2021_wrapper_3e922c0344679d08b44f908623cc7d956b0bf0d1
erickok/transdroid,b9479b39dd9cf647a5fe350f673ed19aa36d9c70,"Update gradle wrapper
",TRUE,graddle wrapper,FALSE,,17_jan_2021_wrapper_3e922c0344679d08b44f908623cc7d956b0bf0d1
tprrt/linux-stable,d9d04527c79f0f7d9186272866526e871ef4ac6f,"Merge tag 'powerpc-4.9-7' of git://git.kernel.org/pub/scm/linux/kernel/git/powerpc/linux

Pull powerpc fixes from Michael Ellerman:
 ""Four fixes, the first for code we merged this cycle and three that are
  also going to stable:

   - On 64-bit Book3E we were not placing the .text section where we
     said we would in the asm.

   - We broke building the boot wrapper on some 32-bit toolchains.

   - Lazy icache flushing was broken on pre-POWER5 machines.

   - One of the error paths in our EEH code would lead to a deadlock.

  Thanks to: Andrew Donnellan, Ben Hutchings, Benjamin Herrenschmidt,
  Nicholas Piggin""

* tag 'powerpc-4.9-7' of git://git.kernel.org/pub/scm/linux/kernel/git/powerpc/linux:
  powerpc/64: Fix placement of .text to be immediately following .head.text
  powerpc/eeh: Fix deadlock when PE frozen state can't be cleared
  powerpc/mm: Fix lazy icache flush on pre-POWER5
  powerpc/boot: Fix build failure in 32-bit boot wrapper
",FALSE,build wrapper,FALSE,,17_jan_2021_wrapper_3e922c0344679d08b44f908623cc7d956b0bf0d1
Insire/MvvmScarletToolkit,45c7d081509ad0a1dd77d6bb192354e3f979406c,"general refactoring and added wrapper for CommandManager
",TRUE,added wrapper,,,17_jan_2021_wrapper_3e922c0344679d08b44f908623cc7d956b0bf0d1
erdc/proteus,71232f85b63683c278e2d60f331238dddd18c89f,"fixed bug in new cython wrapper for cnumericalFlux
",TRUE,bug in wrapper,,,17_jan_2021_wrapper_3e922c0344679d08b44f908623cc7d956b0bf0d1
supercollider/supercollider,7d738a62adc2cf60cb8c3e062281a66611faf425,"Fix a bunch of ugen-specific wrapper methods in SequenceableCollection to use multiChannelPerform.
Also added a couple of missing wrappers, and updated docs.
",TRUE,wrpper methods,,,17_jan_2021_wrapper_3e922c0344679d08b44f908623cc7d956b0bf0d1
jszakmeister/old-packages,86e005dd99d585f60082bd4ead1394fef772cd48,"Coova-chilli: Adding Menu option for enabling chilli proxy.

Chilli proxy is used when one does not want to setup AAA server
but want to handle AAA through http.

Developer's Certificate of Origin 1.1

By making a contribution to this project, I certify that:

(a) The contribution was created in whole or in part by me and I
have the right to submit it under the open source license
indicated in the file; or

(b) The contribution is based upon previous work that, to the best
of my knowledge, is covered under an appropriate open source
license and I have the right under that license to submit that
work with modifications, whether created in whole or in part
by me, under the same open source license (unless I am
permitted to submit under a different license), as indicated
in the file; or

(c) The contribution was provided directly to me by some other
person who certified (a), (b) or (c) and I have not modified
it.

(d) I understand and agree that this project and the contribution
are public and that a record of the contribution (including all
personal information I submit with it, including my sign-off) is
maintained indefinitely and may be redistributed consistent with
this project or the open source license(s) involved.

Signed-off-by: f30efda75d3c6d48ecaff4e6144fbd0044bc3258@gmail.com
",FALSE,proxy server,,,17_jan_2021_proxy_3e922c0344679d08b44f908623cc7d956b0bf0d1
wikimedia/mediawiki-services-restbase,e43675d50702daa8d5c116fa987a08592a827ba9,"Parsoid: Stash: Honour our own ETag when retrieving the stash

If a client is switching between wikitext and HTML and in one of the two
transforms they fail to provide the revision in the URI, trust that the
ETag is correct and try to retrieve the stashed content using the
information in the ETag. As a fall-back, though, try with the
client-supplied revision as well.

This is a port of #1208 to the proxy branch.

Bug: T235465
",FALSE,proxy branch,,,17_jan_2021_proxy_3e922c0344679d08b44f908623cc7d956b0bf0d1
openmole/openmole,1e95277ca899c822dc236ad4d81ede6ddfe43a0f,"Preference for default my proxy time.
",FALSE,proxy time,,,17_jan_2021_proxy_3e922c0344679d08b44f908623cc7d956b0bf0d1
droolsjbpm/drools,fac35e15e4efc8849495e22332d121893bdd715e,"removing prefix from shadow proxy attributes

git-svn-id: a243bed356d289ca0d1b6d299a0597bdc4ecaa09@6741 c60d74c8-e8f6-0310-9e8f-d4a2fc68ab70
",FALSE,shadow proxy,,,17_jan_2021_proxy_3e922c0344679d08b44f908623cc7d956b0bf0d1
voxpupuli/puppet-zabbix,a088ea099dd5b419775b7b82ebd0aa494705038f,"Updated the listen_ip for proxy so it same as for agent.
",FALSE,proxy ip,,,17_jan_2021_proxy_3e922c0344679d08b44f908623cc7d956b0bf0d1
mypaint/mypaint,d5abf2a1e17619fa1f5fea98e4d1bfd2934121cf,"gtk3: use set_related_action, not connect_proxy

gtk.Action.connect_proxy() has gone away.
",FALSE,connet proxy,,,17_jan_2021_proxy_3e922c0344679d08b44f908623cc7d956b0bf0d1
OADA/oada-srvc-docker,4a259d56b823d7f41e3f4a17c6f90be1ef67344f,"Updated proxy to enable debug: in nginx.conf, set error log level to debug instead of warn, and then changed entrypoint to call nginx-debug instead of nginx
",FALSE,debug proxy (server?),,,17_jan_2021_proxy_3e922c0344679d08b44f908623cc7d956b0bf0d1
Kotlin/dokka,e55f3b015faec3f62e829a2aa5984e4bd6d5037e,"Use maven directly to download additional dependencies (#1644)

* Use maven instead of aether to resolve additional dependencies

Aether is still used, but now indirectly by maven.
Using maven directly allows to reuse all the configurations
like repositories, mirrors, proxies and the local repository.",FALSE,proxies repositories,,,17_jan_2021_proxy_3e922c0344679d08b44f908623cc7d956b0bf0d1
sapcc/helm-charts,3239c479ff314991480703b3be64cfdc5c5b1025,"Enables SSL Client Certificate Authentication for Grafana (#262)

* Enables SSL Client Certificate Authentication

This PR enables authentication via SSL client certificates. It subs out
the basic auth with proxy auth. Grafana now expects the user to be
passed in via the `X-Remote-User` header. This can be toggled with the
`tls_client_auth.enabled` flag in the Helm values. It defaults to off
and keeps things as they are.

The ingress is configured to verify SSL certificates using the
`nginx.ingress.kubernetes.io/auth-tls-*` annotations. This can be turned
on/off per ingress spec.

Additionally, this PR injects a bit of logic into the ingress config, to
copy the relevant part (the user-id) into the `X-Remote-User` header.

updte: slightly refactor values, do not disable basic_auth when using sso - required for the pipeline dashboard import
",FALSE,proxy auth,,,17_jan_2021_proxy_3e922c0344679d08b44f908623cc7d956b0bf0d1
vespa-engine/vespa,f8d61167863b0d47e17cf469bd80ae496935bbe1,"Use shell script wrapper for vespa-configproxy-cmd.
",FALSE,config proxy (server),,,17_jan_2021_proxy_3e922c0344679d08b44f908623cc7d956b0bf0d1
tprrt/linux-stable,1715e0ccd3b8cd4c1ee76076e1e7452b113be193,"iio: accel: bmc150: optimize transfers in trigger handler

Some i2c busses (e.g.: Synopsys DesignWare I2C adapter) need to
enable/disable the bus at each i2c transfer and must wait for
the enable/disable to happen before sending the data.

When reading data in the trigger handler, the bmc150 accel driver does
one bus transfer for each axis. This has an impact on the frequency
of the accelerometer at high sample rates due to additional delays
introduced by the bus at each transfer.

Reading all axis values in one bus transfer reduces the delays
introduced by the bus.

Signed-off-by: Irina Tirdea <756d90dbe30c1aa83b724b214803f9c992482927@intel.com>
Signed-off-by: Jonathan Cameron <09f65b71b7655725897b2fd41a09a0cefe2e1ace@kernel.org>
",FALSE,design as subject,,,17_jan_2021_design_3e922c0344679d08b44f908623cc7d956b0bf0d1
atom/github,a7b7bae3004bf184ea52a9009264fd4345b2f61f,"Update RFC to reflect editor-first design

Co-Authored-By: simurai <86db473a295409aad177e8c93a2aa26057a6d2a1@users.noreply.github.com>
",TRUE,design reflacted,,,17_jan_2021_design_3e922c0344679d08b44f908623cc7d956b0bf0d1
solgenomics/sgn,5502f1196921dea42da61c5d308b5aeb5834ca23,"use the right cvterm for exp design
",FALSE,cvterm,,,17_jan_2021_design_3e922c0344679d08b44f908623cc7d956b0bf0d1
nana-4/materia-theme,61dc767de9928b6673f57cee2d899e07f19bb37a,"gtk: Change selected item style

based on https://material.io/design/interaction/states.html#selected
",FALSE,style,,,17_jan_2021_design_3e922c0344679d08b44f908623cc7d956b0bf0d1
SAP/openui5,8137f5aecb6b2d6bb1d23a557f1d5e62758aa6bf,"[INTERNAL] sap.f.DynamicPage: visual design updated

- sap.f.DynamicPage design updated
- sap.f.DynamicPageTitle design updated
- sap.f.sample.DynamicPageAnalyticalTable updated
- sap.f.sample.DynamicPageAnalyticalTable updated

JIRA: BGSOFUIPIRIN-2231
JIRA: BGSOFUIPIRIN-2297

Change-Id: I59759f9dacc63bedc57e6b988c8fa762f93dbe48
",FALSE,visual design,,,17_jan_2021_design_3e922c0344679d08b44f908623cc7d956b0bf0d1
Automattic/wp-calypso,fbe9c9af608893f8f0fedfbb08ee29f9bde5b5ca,"Signup: Design tweaks to user account step (#31559)

* Design tweaks.

* Ditch the card styling for the social signup section.

* Remove the ""Log in now."" text from the bottom.

* Removing some JP overrides that are no longer needed. Styling the site card.

* Adjust the spacing for links below the form.
",FALSE,graphical design,,,17_jan_2021_design_3e922c0344679d08b44f908623cc7d956b0bf0d1
chromium/chromium,a80a86d8865f6feda3efe7f619e70e484b363ba6,"Change freshness of offline page previews to 7 days

A design decision about the freshness threshold for offline page
previews was made, and instead of 1 day, 7 days will be the freshness
threshold for previews.

BUG=

Review-Url: https://codereview.chromium.org/2207703002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#410772}
",TRUE,design decision,,,17_jan_2021_design_3e922c0344679d08b44f908623cc7d956b0bf0d1
