repo_name,commit,subject,message,Is_Corrective,justification,comment,certain
rs2/pandas,c983d52e3a3a8a191359814417f375b1dc8b04c1,BUG: fix non-existent variable in NDFrame.interpolate (#29142),"BUG: fix non-existent variable in NDFrame.interpolate (#29142)

",1,,,
rs2/pandas,76e39ebcf584042fab4f224a6bd2c903bb0c8aff,BUG: Fix melt with mixed int/str columns (#29792),"BUG: Fix melt with mixed int/str columns (#29792)

",1,,,
rs2/pandas,386494d0dc851be9e86b1576f30fa8705df4d47b,BUG: fix Series.interpolate(method='index') with unsorted index (#29943),"BUG: fix Series.interpolate(method='index') with unsorted index (#29943)

* fix series interpolate bug with unsorted index GH21037

",1,,,
rs2/pandas,74cba561ece511e24abb5145225bf98a929ca6c9,BUG: fix array_equivalent with mismatched tzawareness (#28508),"BUG: fix array_equivalent with mismatched tzawareness (#28508)

",1,,,
rs2/pandas,511a2847f4330c54d079d04b3cac4febe0fe9915,BUG: PeriodIndex.searchsorted accepting invalid inputs (#30763),"BUG: PeriodIndex.searchsorted accepting invalid inputs (#30763)

",1,,,
rs2/pandas,48f1a67469c91c38e78ebb2648061fe73dd79e6b,BUG: Allow cast from cat to extension dtype (#28762),"BUG: Allow cast from cat to extension dtype (#28762)

",1,,,
rs2/pandas,64de8f4732a45effe12e0af45b4c323524825490,BUG: DataFrame.at with non-unique axes (#33047),"BUG: DataFrame.at with non-unique axes (#33047)

",1,,,
rs2/pandas,68b3eb4f5a7fbc223accbbeddbf03ec8ea31af00,BUG: min/max on empty categorical fails (#30227),"BUG: min/max on empty categorical fails (#30227)

",1,,,
rs2/pandas,1193331e6b4992038b3433f0e9975593dd6b96d5,[BUG] Loosen random_state input restriction (#32510),"[BUG] Loosen random_state input restriction (#32510)

",1,,,
rs2/pandas,f3642d26e997a627217e01f5a4f73b965be13d0f,BUG: DTA/TDA/PA add/sub object-dtype (#30594),"BUG: DTA/TDA/PA add/sub object-dtype (#30594)

",1,,,
rs2/pandas,6367bd23b935a85f1bcd2ae762c7f08433d0efbd,BUG: tz_localize needs to invalidate freq (#33553),"BUG: tz_localize needs to invalidate freq (#33553)

",1,,,
rs2/pandas,17fe9a467581ca39f44c89876ebd0d38b9ca77ea,"[BUG] Validate dtype when Int64Index, UInt64Index, or Float64Index are cons… (#29545)","[BUG] Validate dtype when Int64Index, UInt64Index, or Float64Index are cons… (#29545)

",1,,,
rs2/pandas,05cc95971e56b503d4df9911a44cd60a7b74cc79,BUG: SparseDataFrame op incorrectly casting to float (#28107),"BUG: SparseDataFrame op incorrectly casting to float (#28107)

",1,,,
rs2/pandas,613df15047887957f5964d2a6ce59ea20b0c4c91,BUG: TDI/DTI _shallow_copy creating invalid arrays (#30764),"BUG: TDI/DTI _shallow_copy creating invalid arrays (#30764)

",1,,,
rs2/pandas,cf8c6801a98c30f44e66e56016acdc97e585c8f8,BUG: preserve object dtype for Index set ops (#31401),"BUG: preserve object dtype for Index set ops (#31401)

",1,,,
rs2/pandas,13dc13f12c0fca943979cde065b7484bb0e40d66,BUG: to_period() freq was not infered (#33406),"BUG: to_period() freq was not infered (#33406)

",1,,,
rs2/pandas,7017599821e02ba95282848c12f7d3b5f2ce670a,BUG: groupby nunique changing values (#32175),"BUG: groupby nunique changing values (#32175)

",1,,,
rs2/pandas,c82cb179affed1c1136431ce39e4c66f4f3a65c0,BUG: AttributeError when read_sas used with GCS (#33070),"BUG: AttributeError when read_sas used with GCS (#33070)

* BUG: AttributeError when read_sas used with GCS

With GCSFS (and possibly other connectors), the output from they file
read is `bytes`, not a Unicode `str`. The `encode` call is unnecessary
in this case.

* remove unnecessary try/catch for Python 3

* fix: remove unnecessary BytesIO conversion

* cln: remove unused bytesio import",1,,,
rs2/pandas,e46026ff4669a30192b91e362ce8cdcbc9693870,BUG: Fix wrong error in df drop with non unique datetime index and invalid keys (#30446),"BUG: Fix wrong error in df drop with non unique datetime index and invalid keys (#30446)

",1,,,
rs2/pandas,0c0a0cfbadcf01864d499599712edc9022eea12e,BUG: Set na_rep values before converting to string to prevent data truncation (#25103),"BUG: Set na_rep values before converting to string to prevent data truncation (#25103)

* Fix #25099 set na_rep values before converting to string to prevent data truncation
",1,,,
rs2/pandas,e0bd4d5dd07cc481cb52de3cf3c7bf199cb2df07,BUG: pivot_table not returning correct type when margin=True and aggfunc='mean'  (#28248),"BUG: pivot_table not returning correct type when margin=True and aggfunc='mean'  (#28248)

",1,,,
rs2/pandas,fb08ceeeeba2ba62f92b47d424b3ae83c20ed9db,BUG-26988 implement replace for categorical blocks (#27026),"BUG-26988 implement replace for categorical blocks (#27026)

",1,,,
rs2/pandas,9c7494a1d9ff443c07ea3db4bfcf7a7b760a3744,BUG: parse_dates may have columns not in dataframe (#32320),"BUG: parse_dates may have columns not in dataframe (#32320)

",1,,,
rs2/pandas,983fae65fbadb83a064dfec53031d875d8e13928,BUG: non-iterable value in meta raise error in json_normalize (#31524),"BUG: non-iterable value in meta raise error in json_normalize (#31524)

",1,,,
rs2/pandas,710d82c0d393c9031e469ec0371660d8187b7dc3,BUG: make pct_change can handle the anchored freq #28664 (#28681),"BUG: make pct_change can handle the anchored freq #28664 (#28681)

",1,,,
rs2/pandas,821aa25c9039e72da9a7b236cf2f9e7d549cbb7b,BUG: Fix __ne__ comparison for Categorical (#32304),"BUG: Fix __ne__ comparison for Categorical (#32304)

",1,,,
rs2/pandas,22f0d84abd8768b99631c59a540a58d6a6bd5f3a,BUG: Array.__setitem__ failing with nullable boolean mask (#31484),"BUG: Array.__setitem__ failing with nullable boolean mask (#31484)

",1,,,
rs2/pandas,820072a0f9bccdfbfb11fe82caf60adb9fad1323,BUG: Remove null values before sorting during groupby nunique calculation (#27951),"BUG: Remove null values before sorting during groupby nunique calculation (#27951)

Closes #27904",1,,,
rs2/pandas,82c9547ddcaf2fd70e00f1368731f14a03bbac88,BUG: np.datetime64 - TimedeltaArray (#29558),"BUG: np.datetime64 - TimedeltaArray (#29558)

",1,,,
rs2/pandas,24d7c06130f9c2aeebedc26971b244ce076f7d0a,BUG: Fix MutliIndexed unstack failures at tuple names (#30943),"BUG: Fix MutliIndexed unstack failures at tuple names (#30943)

",1,,,
rs2/pandas,6c2c1c8550429e50427dd5cd97496c2e81cc22c1,BUG: frame.lookup with non-unique axes (#33045),"BUG: frame.lookup with non-unique axes (#33045)

",1,,,
rs2/pandas,38b669a206b151e0a2bb985200d4a493c4ac078f,BUG: DatetimeIndex.intersection losing freq and tz (#33604),"BUG: DatetimeIndex.intersection losing freq and tz (#33604)

",1,,,
rs2/pandas,7ffcf9d6753e7de2c5318e8e0ecdc63586d502f3,BUG: concat not copying index and columns when copy=True (#31119),"BUG: concat not copying index and columns when copy=True (#31119)

",1,,,
rs2/pandas,aef0804ff9814783eeb6a9408b81bf5bc334ef61,BUG: add back check for MultiIndex case and take_split_path (#27855),"BUG: add back check for MultiIndex case and take_split_path (#27855)

* BUG: add back check for MultiIndex case and take_split_path

* update comment

* add simpler test + whatsnew
",1,,,
rs2/pandas,d917b33a9c267ecba1aebbaed9a7233fb571d4e7,BUG: passing a non-dict mapping to pd.concat raises a TypeError (#32953),"BUG: passing a non-dict mapping to pd.concat raises a TypeError (#32953)

",1,,,
rs2/pandas,66038e9430b2e5a4c78166ee370af84dd1eedbad,BUG+TST: non-optimized apply_index and empty DatetimeIndex (#30336),"BUG+TST: non-optimized apply_index and empty DatetimeIndex (#30336)

",1,,,
rs2/pandas,61819aba14dd7b3996336aaed84d07cd936d92b5,"BUG: fix to_datetime(dti, utc=True) (#27733)","BUG: fix to_datetime(dti, utc=True) (#27733)

* BUG: fix to_datetime(dti, utc=True)

* whatsnew, suggested edits

* parametrize

* backquotes
",1,,,
rs2/pandas,b1eb97bdfe17f477600eef19e82d65480457bbf5,BUG: Increase range of dates for holiday calculations (#27790),"BUG: Increase range of dates for holiday calculations (#27790)

",1,,,
rs2/pandas,8e90830f89ee4ce8d0d200097834f860d5bd4974,BUG: same behavior for Series/Index vs ndarray/list in Series logical ops (#28364),"BUG: same behavior for Series/Index vs ndarray/list in Series logical ops (#28364)

* treat listlikes symmetrically in logical ops

* add test
",1,,,
rs2/pandas,d4293f0d232590c61d6deb517c0eea42035d1df3,BUG: catch almost-null-slice in _convert_slice_indexer (#31866),"BUG: catch almost-null-slice in _convert_slice_indexer (#31866)

",1,,,
rs2/pandas,1fa1ad91b29c5474cbb86cbcbcdcd50537cad0ae,BUG: grouby(axis=1) cannot select column names (#27700),"BUG: grouby(axis=1) cannot select column names (#27700)

",1,,,
rs2/pandas,cf9ec7854ecb80709804178e769425f02ddf8c64,BUG: DataFrame.resample raised AmbiguousTimeError at a midnight DST transition (#33137),"BUG: DataFrame.resample raised AmbiguousTimeError at a midnight DST transition (#33137)

* BUG: DataFrame.resample raised AmbiguousTimeError at a midnight DST transition

* whatsnew grammar

Co-authored-by: Matt Roeschke <cc2182f13dbc05fb401575a1e5e49772e6421fbe@housecanary.com>",1,,,
rs2/pandas,773f341c8cc5a481a5a222508718034457ed1ebc,BUG/CLN: DatetimeTZDtype.construct_from_string Exception (#28505),"BUG/CLN: DatetimeTZDtype.construct_from_string Exception (#28505)

",1,,,
rs2/pandas,dafec63f2e138d0451dae5b37edea2e83f9adc8a,BUG: DataFrame.iat incorrectly wrapping datetime objects (#32089),"BUG: DataFrame.iat incorrectly wrapping datetime objects (#32089)

",1,,,
rs2/pandas,948f95756c79543bb089a94a85e73011a3730b2d,BUG: ser.at match ser.loc with Float64Index (#31329),"BUG: ser.at match ser.loc with Float64Index (#31329)

",1,,,
rs2/pandas,def01cf7bbb5ef8c9bf2e19737ea918e6a76a143,BUG: timedelta merge asof with tolerance (#27650),"BUG: timedelta merge asof with tolerance (#27650)

* issue #27642 - timedelta merge asof with tolerance",1,,,
rs2/pandas,96bb151fe1a5b812ecab400adcd297d14fd0e0e4,BUG: slice indexing with CategoricalIndex (#30225),"BUG: slice indexing with CategoricalIndex (#30225)

",1,,,
rs2/pandas,06ef193a5c1957c0a76e3e88bc7b834b38972c39,BUG: regression when applying groupby aggregation on categorical columns (#31359),"BUG: regression when applying groupby aggregation on categorical columns (#31359)

",1,,,
rs2/pandas,0c50950f2a7e32887eff6be5979f09772091e1de,BUG: GH25495 incorrect dtype when using .loc to set Categorical value for column in 1-row DataFrame (#29393),"BUG: GH25495 incorrect dtype when using .loc to set Categorical value for column in 1-row DataFrame (#29393)

",1,,,
rs2/pandas,ea1d8fadb95fbc7cafe036274006228400817fd4,BUG: fix in categorical merges (#32079),"BUG: fix in categorical merges (#32079)

",1,,,
rs2/pandas,aad377dd7f001568955982040d8701e004869259,BUG: groupby transform fillna produces wrong result (#31101),"BUG: groupby transform fillna produces wrong result (#31101)

",1,,,
rs2/pandas,d0c84ce57d23a409169daf7232ec7681e42363fe,BUG: Fix to_excel writers handling of cols (#31729),"BUG: Fix to_excel writers handling of cols (#31729)

",1,,,
rs2/pandas,b8043724c48890e86fda0265ad5b6ac3d31f1940,BUG: to_datetime with unit with Int64 (#30241),"BUG: to_datetime with unit with Int64 (#30241)


",1,,,
rs2/pandas,f11fb8c614b3948358e6e8efa14a4abaef1468b8,BUG: Series.__setitem__[listlike_of_integers] with IntervalIndex (#33473),"BUG: Series.__setitem__[listlike_of_integers] with IntervalIndex (#33473)

* BUG: Series.__getitem__ with MultiIndex and leading integer level

* dedicated tests

* whatnsew

* test

* REF: collect DataFrame.__setitem__ tests (#33408)

* use https link for Anaconda (#33413)

* unpinned 37 (#33423)

* revert

* BUG: Series.__setitem__[listlike_of_integers] with IntervalIndex]

* whatsnew

Co-authored-by: partev <92793809bfe6cdbcb466e2cfca702a298503872c@gmail.com>
Co-authored-by: William Ayd <646d9f30bd03ad17e5ea41ce9534a728cebd3c12@innobi.io>",1,,,
rs2/pandas,13c9601486e5f6acb7d1d306bcbb98427f20aa42,BUG: Ensure df.itertuples() uses plain tuples correctly (#30600),"BUG: Ensure df.itertuples() uses plain tuples correctly (#30600)

",1,,,
rs2/pandas,8d1e084c527c5e4f172ec457d237b5fc62300e05,BUG: AssertionError on Series.append(DataFrame) fix  #30975  (#31036),"BUG: AssertionError on Series.append(DataFrame) fix  #30975  (#31036)

",1,,,
rs2/pandas,bf5848f111c92fc5c6c11a93a3bc2480f138f1b1,BUG: make tz_localize operate on values rather than categories (#28300),"BUG: make tz_localize operate on values rather than categories (#28300)

",1,,,
rs2/pandas,958756af5cb40658e975a70d29089b68aea93040,BUG: fix replacer's dtypes not respected for frame replace (#26632) (#29317),"BUG: fix replacer's dtypes not respected for frame replace (#26632) (#29317)

",1,,,
rs2/pandas,d857cd12b3ae11be788ba96015383a5b7464ecc9,BUG: #31464 Fix error when parsing JSON list of bool into Series (#33373),"BUG: #31464 Fix error when parsing JSON list of bool into Series (#33373)

",1,,,
rs2/pandas,c59c2df94e5563819a824f49fa6f55636bdb4445,BUG: Coercing bool types to int in qcut (#28802),"BUG: Coercing bool types to int in qcut (#28802)

",1,,,
rs2/pandas,09e4b780f09c5aa72bb2a6ae2832612f81dc047f,BUG: Index.__new__ with Interval/Period data and object dtype (#30635),"BUG: Index.__new__ with Interval/Period data and object dtype (#30635)

",1,,,
rs2/pandas,6d67cf9f02dd22cc870fd407f569197512700203,BUG: bug in date_range with custom business hours and given periods (#30675),"BUG: bug in date_range with custom business hours and given periods (#30675)

",1,,,
rs2/pandas,74dad82827e9b13552df2d6d3fbbeb901821b53f,BUG: iloc setitem with 3d indexer not raising (#31813),"BUG: iloc setitem with 3d indexer not raising (#31813)

",1,,,
rs2/pandas,586bcb16023ae870b0ad7769f6d9077903705486,BUG: pivot_table with multi-index columns only fails (#31013),"BUG: pivot_table with multi-index columns only fails (#31013)

",1,,,
rs2/pandas,8dfb54967a935562e3379f999a696fdd1b4ba545,BUG accept and deprecate negative integer for max_colwidth (#31569),"BUG accept and deprecate negative integer for max_colwidth (#31569)

",1,,,
rs2/pandas,84444538a88721c5ee74de8836b716d3c1adc4b8,BUG: list-like to_replace on Categorical.replace is ignored or crash (#31734),"BUG: list-like to_replace on Categorical.replace is ignored or crash (#31734)

",1,,,
rs2/pandas,f08a1e62e31fc11e7e5bd7bec72b7e6d86473423,BUG: timedelta64(NaT) incorrectly treated as datetime in some dataframe ops (#28049),"BUG: timedelta64(NaT) incorrectly treated as datetime in some dataframe ops (#28049)

",1,,,
rs2/pandas,112e6b8d054f9adc1303138533ed6506975f94db,BUG: GH29595 fix read_json() to use utf-8 for a default encoding (#29566),"BUG: GH29595 fix read_json() to use utf-8 for a default encoding (#29566)

",1,,,
rs2/pandas,37659d47a685ecc5f5117aa56526ece0106c6d0f,BUG: string methods with NA (#31684),"BUG: string methods with NA (#31684)

",1,,,
rs2/pandas,2b1b3da4c68fdaf9637d12706c5ba3de1a9b20de,BUG: pct_change wrong result when there are duplicated indices (#30526),"BUG: pct_change wrong result when there are duplicated indices (#30526)

* BUG: pct_change wrong result when there are duplicated indices (GH30463)
",1,,,
rs2/pandas,861df91ae9c0742d0ee0108b36f54dfac6a4506e,BUG: fixes bug when using sep=None and comment keyword for read_csv (#31667),"BUG: fixes bug when using sep=None and comment keyword for read_csv (#31667)

",1,,,
rs2/pandas,bd6b395a1e8fb7d099fa17a0e24f8fe3b628822c,BUG: Use self._constructor_sliced in df._reduce to respect subclassed… (#30945),"BUG: Use self._constructor_sliced in df._reduce to respect subclassed… (#30945)

",1,,,
rs2/pandas,21fd692f744b47379b9b2f0760b2663d6338f0cd,BUG: Expand encoding for C engine beyond utf-16 (#30771),"BUG: Expand encoding for C engine beyond utf-16 (#30771)

And by utf-16, we mean the string ""utf-16""

Closes https://github.com/pandas-dev/pandas/issues/24130",1,,,
rs2/pandas,29edd119d31a9ee7d4f89e8c1dc8af96f0c19dce,BUG: Break reference from grouping level to MI (#31133),"BUG: Break reference from grouping level to MI (#31133)

",1,,,
rs2/pandas,1c3d64bae7c07b5ae1be337e0ebd751385b7ce27,BUG: func 'to_pickle' and 'read_pickle' where not accepting URL GH#30163 (#30301),"BUG: func 'to_pickle' and 'read_pickle' where not accepting URL GH#30163 (#30301)

",1,,,
rs2/pandas,294a22c0baa2e024d12f70705c4ec85f4c82b2b0,BUG: Fix groupby quantile array (#28113),"BUG: Fix groupby quantile array (#28113)

",1,,,
rs2/pandas,f61deb962ac0853595a43ad024c482b018d1792b,BUG: Fix Series.append raises TypeError with tuple of Series (#28412),"BUG: Fix Series.append raises TypeError with tuple of Series (#28412)

",1,,,
rs2/pandas,71b683305ae0267d05b51711567ea2744c6023de,"REF/BUG: Index.get_value called incorrectly, de-duplicate+simplify (#31134)","REF/BUG: Index.get_value called incorrectly, de-duplicate+simplify (#31134)

",1,,,
rs2/pandas,0bde7cedf46209a9fd4fa8c7f9fbce8b49aa78cd,BUG: Make sure correct values are passed to Rolling._on when axis=1 (#28267),"BUG: Make sure correct values are passed to Rolling._on when axis=1 (#28267)

* Make sure correct values are passed to Rolling._on when axis=1

* Update rolling.py

* Capitalise 'd' as in documentation

* Parametrize over tz_naive_fixture

* autoformat
",1,,,
rs2/pandas,50817487ce5b1a2c4896495509e2b53e22fa3212,BUG: DTI/TDI/PI get_indexer_non_unique with incompatible dtype (#32650),"BUG: DTI/TDI/PI get_indexer_non_unique with incompatible dtype (#32650)

",1,,,
rs2/pandas,f1aaf62f181e19d716bc0ade018a8081c1c02d83,BUG: df.pivot_table fails when margin is True and only columns is defined (#31088),"BUG: df.pivot_table fails when margin is True and only columns is defined (#31088)

",1,,,
rs2/pandas,8705aad961dd227d38ff93a39697547b98109c9d,BUG: Fix comparison between nullable int and string (#28945),"BUG: Fix comparison between nullable int and string (#28945)

",1,,,
rs2/pandas,32b47102aa95da5a68ef9939c0e9429269ced016,BUG: Correct the previous bug fixing on xlim for plotting (#28059),"BUG: Correct the previous bug fixing on xlim for plotting (#28059)

* Restore change in datetime like
",1,,,
rs2/pandas,f12567f8d436bd7d71c45af7194c470941916c0b,BUG: Fix Series(List[Interval]) to infer interval dtype (#28399),"BUG: Fix Series(List[Interval]) to infer interval dtype (#28399)

",1,,,
rs2/pandas,e7ee418fa7a519225203fef23481c5fa35834dc3,BUG: Multiple unstack using row index level labels and multi level columns DataFrame (#32990),"BUG: Multiple unstack using row index level labels and multi level columns DataFrame (#32990)

* BUG: Fix bug for unstack with a lot of indices (#32624)",1,,,
rs2/pandas,ffe6cfdbf82d663c3f77567bde11f1666de1df38,BUG: fix custom xticks in bar() plotting function (#28172),"BUG: fix custom xticks in bar() plotting function (#28172)

* Fixing issue #14119
",1,,,
rs2/pandas,810a4e5b19616efb503767b4518083c9a59c11e6,BUG: assignment to multiple columns when some column do not exist (#29334),"BUG: assignment to multiple columns when some column do not exist (#29334)

",1,,,
rs2/pandas,299e27da8a75d02d84870c1ca5971f4dd0f046e6,BUG: support count function for custom BaseIndexer rolling windows (#33605),"BUG: support count function for custom BaseIndexer rolling windows (#33605)

",1,,,
rs2/pandas,bde25278ccf4fb2d751c5e99e24b2270e0d62ef7,BUG: DTI/TDI/PI `where` accepting non-matching dtypes (#30791),"BUG: DTI/TDI/PI `where` accepting non-matching dtypes (#30791)

",1,,,
rs2/pandas,8dd9fabd2ad9104e747084437b9ad436d5be087a,BUG: Fix rolling.corr with time frequency (#31841),"BUG: Fix rolling.corr with time frequency (#31841)

* BUG: Fix rolling.corr with time frequency

* Add extra tick in whatsnew

* Clarify whatsnew
",1,,,
rs2/pandas,e7e5b61c9c2e47ca506abfe532f0028a8016f4df,BUG: DatetimeArray._from_sequence accepting bool dtype (#32668),"BUG: DatetimeArray._from_sequence accepting bool dtype (#32668)

",1,,,
rs2/pandas,e55b6980fd5c99087d0959952b22e74434e9f5e2,BUG: Correctly reinstate Matplotlib converters (#27481),"BUG: Correctly reinstate Matplotlib converters (#27481)

",1,,,
rs2/pandas,bd8f07fb29d2ac819f4c8e8e1b8e6d40f8b0f40c,BUG: Series[timdelta64].var() should _not_ work (#28289),"BUG: Series[timdelta64].var() should _not_ work (#28289)

",1,,,
rs2/pandas,034fab5bd975758539d039953032ddfe0533553b,"BUG: Index(categorical, dtype=object) not returning object dtype (#32167)","BUG: Index(categorical, dtype=object) not returning object dtype (#32167)

",1,,,
rs2/pandas,9a222ea0300053ff46da984e3b3f68622ccba9c3,BUG: Index.get_value implementation for ExtensionArray (#29926),"BUG: Index.get_value implementation for ExtensionArray (#29926)

",1,,,
rs2/pandas,d4273353bc512e3b4e79c361b879633f33ec7289,BUG: ExtensionBlock.set not setting values inplace (#32831),"BUG: ExtensionBlock.set not setting values inplace (#32831)

",1,,,
rs2/pandas,5c57e7bc066d86564084b23e832f645f35e06c0e,"BUG: Timestamp+int should raise NullFrequencyError, not ValueError (#28268)","BUG: Timestamp+int should raise NullFrequencyError, not ValueError (#28268)

",1,,,
rs2/pandas,2dd80c86e35b71f7c86000ecf6a3b9095b0db46b,BUG: DataFrame fail to construct when data is list and columns is nested list for MI (#32202),"BUG: DataFrame fail to construct when data is list and columns is nested list for MI (#32202)

",1,,,
rs2/pandas,74f6579941fbe71cf7c033f53977047ac872e469,BUG: Don't multiply sets during construction (#32594),"BUG: Don't multiply sets during construction (#32594)

",1,,,
rs2/pandas,95edcf1cbee630e42daca0404c44d8128ea156fb,BUG: Fix issue with apply on empty DataFrame (#28213),"BUG: Fix issue with apply on empty DataFrame (#28213)

",1,,,
rs2/pandas,a2acd1b2c662e6ae87e923989df7c0c95444f6d7,"BUG: Fix bug, where BooleanDtype columns are converted to Int64 (#32490)","BUG: Fix bug, where BooleanDtype columns are converted to Int64 (#32490)

",1,,,
rs2/pandas,c38a416186b2ed789fb6ce6f1b0859d33bb57898,REF/BUG: DTA/TDA/PA comparison ops inconsistencies (#30637),"REF/BUG: DTA/TDA/PA comparison ops inconsistencies (#30637)

",1,,,
rs2/pandas,6ae710adf2739ca9da0877e7cc780f420661b670,BUG: Don't cast nullable Boolean to float in groupby (#33089),"BUG: Don't cast nullable Boolean to float in groupby (#33089)

",1,,,
rs2/pandas,be08902a74593b5ac7491cf691a21bb083aa8824,BUG: TimedeltaArray - Index result.name (#27962),"BUG: TimedeltaArray - Index result.name (#27962)

* BUG: TimedeltaArray - Index result.name

* change assert to TypeErrror
",1,,,
rs2/pandas,fa1364d1299a53093bc704f9c34c595b602a568b,BUG: Fix FastParquetImpl.write for non-existent file (#28326),"BUG: Fix FastParquetImpl.write for non-existent file (#28326)

* Fix `FastParquetImpl.write` for non-existent file",1,,,
rs2/pandas,6afa2ad391284aeecdd67340effb0c16bc21dace,BUG: Allow plotting boolean values (#27665),"BUG: Allow plotting boolean values (#27665)

",1,,,
rs2/pandas,411dd249e755d7e281603fe3e0ab9e0e48383df9,BUG: Fix RangeIndex.get_indexer for decreasing RangeIndex (#28680),"BUG: Fix RangeIndex.get_indexer for decreasing RangeIndex (#28680)

",1,,,
rs2/pandas,452130867023503970cbe64b6f3c090c8e57a272,BUG: support min/max functions for rolling windows with custom BaseIndexer (#33180),"BUG: support min/max functions for rolling windows with custom BaseIndexer (#33180)

",1,,,
rs2/pandas,0b0cd08524e4472eb15835c2b91621dc0a6eeeb0,BUG: DatetimeIndex.get_loc/get_value raise InvalidIndexError (#31257),"BUG: DatetimeIndex.get_loc/get_value raise InvalidIndexError (#31257)

",1,,,
rs2/pandas,6837794a9af034cd7e5807e627eb21e52b68edc6,BUG: Preserve string dtype in extract (#31018),"BUG: Preserve string dtype in extract (#31018)

specifically with multiple capture groups and expand=False

Closes https://github.com/pandas-dev/pandas/issues/30969",1,,,
rs2/pandas,a92109231c9f24e31aad0ade96f51aa374cbf1f2,BUG: fix dtype for .resample().size()/count() of empty series/dataframe (#28427) (#28459),"BUG: fix dtype for .resample().size()/count() of empty series/dataframe (#28427) (#28459)

",1,,,
rs2/pandas,0c67f136a59242ee90359c9dfd71c1baf4dd6578,BUG: to_html() with formatters=<list> and max_cols fixed (#28183),"BUG: to_html() with formatters=<list> and max_cols fixed (#28183)

* BUG: issue-25955 fixed",1,,,
rs2/pandas,d12c2c61c1ef8b068bd76f779841d81e5b98e7de,BUG: DatetimeIndex.snap incorrectly setting freq (#31188),"BUG: DatetimeIndex.snap incorrectly setting freq (#31188)

",1,,,
rs2/pandas,27b713ba677869893552cbeff6bc98a5dd231950,BUG: Raise when casting NaT to int (#28492),"BUG: Raise when casting NaT to int (#28492)

* BUG: Raise when casting NaT to int

* Add release note

* Add PR number

* Use isna

* Parametrize test

* Check all integer dtypes

* Fix merge

* Edit release note

* Check for np.int64

* Handle timedelta64

* Add astype_nansafe datetime tests

* Add test for NaT object casting
",1,,,
rs2/pandas,86e187f4d06835c98c15674dd3024e449c8f8c8d,BUG: CategoricalIndex allowed reindexing duplicate sources (#28257),"BUG: CategoricalIndex allowed reindexing duplicate sources (#28257)

",1,,,
rs2/pandas,c99dfea33612f44e97c2365f78c0ca6d5754a1bc,BUG: PeriodArray comparisons inconsistent with Period comparisons (#30722),"BUG: PeriodArray comparisons inconsistent with Period comparisons (#30722)

",1,,,
rs2/pandas,6241b9d3b3b8fd688cf32e45539719f1b9ec25c1,BUG: Allow all int types for merge (GH28870) (#28875),"BUG: Allow all int types for merge (GH28870) (#28875)

",1,,,
rs2/pandas,2064876e271358f178ad806b3a97d6bc0b37e5ca,BUG: Fix DatetimeIndex.strftime with NaT present (#29583),"BUG: Fix DatetimeIndex.strftime with NaT present (#29583)

",1,,,
rs2/pandas,5a227a410c520ceec2d94369a44e2ab774a40dc3,BUG: Fixed PandasArray.__setitem__ with str (#28119),"BUG: Fixed PandasArray.__setitem__ with str (#28119)

* BUG: Fixed PandasArray.__setitem__ with str

Closes https://github.com/pandas-dev/pandas/issues/28118",1,,,
rs2/pandas,27836e93dc3c9d55c60282ccb15c88c42a340d87,BUG: loc-indexing with a CategoricalIndex with non-string categories (#29922),"BUG: loc-indexing with a CategoricalIndex with non-string categories (#29922)

",1,,,
rs2/pandas,a890239b7020dec714d9819b718d83f786bfda34,"BUG: pd.crosstab(s1, s2) handle column index incorrectly when both series have tuple names (#30978)","BUG: pd.crosstab(s1, s2) handle column index incorrectly when both series have tuple names (#30978)

",1,,,
rs2/pandas,e0c63b4cfaa821dfe310f4a8a1f84929ced5f5bd,BUG/TST: fix and test for timezone drop in GroupBy.shift/bfill/ffill (#27992),"BUG/TST: fix and test for timezone drop in GroupBy.shift/bfill/ffill (#27992)

",1,,,
rs2/pandas,b1f4d00c72b5304564de8d4b3a84b6cab5f87e1a,BUG: DataFrame[int] +/- datetime64 (#28362),"BUG: DataFrame[int] +/- datetime64 (#28362)

",1,,,
rs2/pandas,16684f2affaf901b42a12e50f9c29e7c034ad7ea,BUG: Avoid casting Int to object in Categorical.from_codes (#31794),"BUG: Avoid casting Int to object in Categorical.from_codes (#31794)

",1,,,
rs2/pandas,56d0934092b8296c90f940c56fce3b731e0de81b,BUG/API: getitem behavior with list match ndarray/index/series (#33646),"BUG/API: getitem behavior with list match ndarray/index/series (#33646)

",1,,,
rs2/pandas,cb5f9d1ff407f5ccef7c717e0c23bbd6ed96cf5f,BUG: preserve EA dtype in transpose (#30091),"BUG: preserve EA dtype in transpose (#30091)

",1,,,
rs2/pandas,3cca07c8a5903d3749d478312f4e6d8f12b2ee20,BUG: Fix replacing in `string` series with NA (pandas-dev#32621) (#32890),"BUG: Fix replacing in `string` series with NA (pandas-dev#32621) (#32890)

",1,,,
rs2/pandas,2a68c125090f3d29d74d1a06f73e0ed089795565,BUG: `weights` is not working for multiple columns in df.plot.hist (#33440),"BUG: `weights` is not working for multiple columns in df.plot.hist (#33440)

",1,,,
rs2/pandas,9e7cb7c102655d0ba92d2561c178da9254d5cef5,BUG: Fix DateFrameGroupBy.mean error for Int64 dtype (#32223),"BUG: Fix DateFrameGroupBy.mean error for Int64 dtype (#32223)

",1,,,
