repo_name,commit,message,Is_Security,Is_Fix,Is_Security_Fix,Justification,Certain,Comment,Sampling
twitter/finagle,3758a46a54a5c942bb39b62e25a0f998bb12a7cb,"finagle-http: Login once per Kerberos expiration in SpnegoAuthenticator

Problem

The current SpnegoAuthenticator ClientFilter/ServerFilter code creates a new
LoginContext and logs in for each request it processes. The reason the
ClientFilter/ServerFilter needs to log in is because it needs to get a TGT from
the KDC in order to authenticate to the TGS.
However, it does not need to log in every request as the TGT can persist for a
duration specified by the KDC administrator. This means there are redundant
calls going to the KDC for each request it filters.

Additionally, the ClientFilter does not run 'initSecContext' using the logged in
Subject's privileges. This means that the session ticket it receives in the
initial call will not be stored. This also results in redundant calls going to
the KDC for each request it filters.

Solution

In the load() method in 'trait JAAS', only create a context and call login()
after initialization and after expiration periods.

In the init() method in 'JAASClientSource', initContextAction using the current
Subject's privileges so the session ticket can be stored in its private
credentials.

Result

For each ServerFilter filter, there will be 1 fewer request going to the KDC
(except on initializaion and TGT expiration). For each ClientFilter filter,
there will be 2 fewer requests going to the KDC (except on initialization and
TGT expiration).

RB_ID=888228
",TRUE,TRUE,TRUE,the ClientFilter does not run 'initSecContext' using the logged in Subject's privileges,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
Madek/madek-webapp,c5bd704088c8dbcbbd5ce0bba277783c344a2b1e,"refactored model concerns

Squashed commit of the following:

commit 9fcc22f89651e7e72ca06a4b7febd1285f8da9f9
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Wed Jan 21 12:31:45 2015 +0100

    squash merged in madek-v3

    Squashed commit of the following:

    commit f3355ecdfa3a4a46e24ad7094f4455364697386c
    Author: Max F. Albrecht <1@178.is>
    Date:   Tue Jan 20 21:09:25 2015 +0100

        ui: add UI Elements and use in existing views

        Some documentation inline.
        UI Elements (and thus the styleguide) are Work In Progress.

        Added:

        layouts:
        - _base,
            - application
            - styleguide

        application partials:
        - app_header
        - app_alerts
        - user_menu

        ui_helper:
        - component(), combo()
        - is_active?(link)
        - link_from_item

        combos:
        - header

        components:
        - tabs
        - icon
        - dropdown
        - button

        misc:
        - sass: refactor layouts#home to use data properties
        - sass: fix ui-header
        - app_controller#authenticated?: add flash message to redirect
        - app_controller: explicitly give views access to #current_user
        - tmp: main menu

    commit f72e3ed0123ea77080c8f38b7b7dce0f525d1d63
    Author: Max F. Albrecht <1@178.is>
    Date:   Tue Jan 20 20:18:26 2015 +0100

        dev: add ./dev/check and ./dev/test/haml-lint scripts

    commit c7189779761d6a7f0f569f14741c0f58d206ec9e
    Author: Max F. Albrecht <1@178.is>
    Date:   Tue Jan 20 12:16:18 2015 +0100

        styleguide: refactor, lessen complexity (flog)

    commit ec10bbe3162e44e07f116b30f7b49d5fd7c0d3fc
    Author: Max F. Albrecht <1@178.is>
    Date:   Tue Jan 20 13:37:36 2015 +0100

        cider: set env LANG=""en_US.UTF-8"" for all specs

    commit 75c179604feabc979a0e2133dffaa2ba8d4d98f5
    Author: Thomas Schank <DrTom@schank.ch>
    Date:   Tue Jan 20 20:09:00 2015 +0100

        Use Cider-CI dotfile and rspec support; restructure Cider-CI dir

commit 69204386ebeb4dfbd1411b8eac03e91bf049cd4f
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Wed Jan 21 12:17:27 2015 +0100

    refactor Concerns::Permissions

commit 3a3c491472f32705c5d2a1447e84f3920ef1d689
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 15:38:10 2015 +0100

    fix circular autoload constant problem

commit 955fc85a6eb6b667daacf08ffe78940cbc05fac9
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 15:00:37 2015 +0100

    fix uninitialized constant error

commit 02b464a43f40d5438c4157f57bf953a9de303098
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 14:58:38 2015 +0100

    models/concerns/keywords.rb

commit 03f1abba49463f5ea8be883dc059b0ff7216f310
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 14:56:03 2015 +0100

    refactor permissions & users concerns

commit 74909b1723b10f8c0161fd7a2ce4b9b78453817a
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 14:51:38 2015 +0100

    models/concerns/user/creator.rb

commit 5815827cff756bf8f78d4180a43d05cdda0e4b70
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 14:49:34 2015 +0100

    models/concerns/user/responsible.rb

commit 416d2abf1a7fc324fdf297260b3eb7b760d7f1ef
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 14:45:40 2015 +0100

    models/concerns/permissions.rb

commit 0ef2ee77e8e78b8b2126959a4517adc8ca42395f
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 14:40:00 2015 +0100

    models/concerns/edit_session.rb

commit 3163f907b16bf85a66295db4204cfeefdfd59682
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 14:31:50 2015 +0100

    fix PG space error

commit 89b43f264bd6d87d922b73d63f8d397b5b6e1c6c
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 14:30:04 2015 +0100

    rubocop --auto-correct

commit cd05015814e51a1b591e0b809cebcfc81b2a4d0f
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 14:28:36 2015 +0100

    enhance favoritable.rb

commit f00982227a704e555d806e3b35b736a437e1b802
Author: Matus Kmit <matus.kmit@zhdk.ch>
Date:   Tue Jan 20 14:13:41 2015 +0100

    remove associations & scopes concerns
",TRUE,fix,FALSE,"permissions, fix ui header",,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
fogbeam/zeppelin_mirror,55c1d276746b9bbf5458ca92cb55b2aeb0bae595,"[ZEPPELIN-4863]. User credential usage in jdbc interpreter doesn't work when the interpreter name is not jdbc

### What is this PR for?
User credential only works in the default jdbc interpreter. If user create a new jdbc interpreter, e.g. hive, then credential won't work. This PR fix this and also do some code refactoring to make the jdbc interpreter module more readable.

### What type of PR is it?
[Bug Fix  | Refactoring]

### Todos
* [ ] - Task

### What is the Jira issue?
* https://issues.apache.org/jira/browse/ZEPPELIN-4863

### How should this be tested?
* CI pass

### Screenshots (if appropriate)

### Questions:
* Does the licenses files need update? No
* Is there breaking changes for older versions? No
* Does this needs documentation? No

Author: Jeff Zhang <zjffdu@apache.org>

Closes #3806 from zjffdu/ZEPPELIN-4863 and squashes the following commits:

9fd10eeb2 [Jeff Zhang] [ZEPPELIN-4863]. User credential usage in jdbc interpreter doesn't work when the interpreter name is not jdbc
abb00b376 [Jeff Zhang] [ZEPPELIN-4863]. User credential usage in jdbc interpreter doesn't work when the interpreter name is not jdbc
",TRUE,TRUE,TRUE,credential doesn't work,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
bywatersolutions/ByWater-KOHA,b8a2365a3455a70ef8bdcb99e74b419bc4572b96,"Bug 11911: Add a separate permission for managing suggestions

Without this patch only catalogue permission was required
for managing suggestions. This patch adds a new permission
in the acquisition module do manage suggestions and updates
staff user permissions accordingly.

To test:
- Make sure there is a pending suggestion
- Create a few users with different permission sets:
  - User 1: only catalogue
  - User 2: any acquisition permission
  - User 3: cataloguing permission
- Check all of them can access: /cgi-bin/koha/suggestion/suggestion.pl
- Apply the patch
- Verify all of them now have the suggestions_manage permission
- Verify everything displays correctly on:
  - intranet start page
  - patron account in staff
  - acquisition start page
  - suggestion page (try to access by URL too)
- Remove suggestions_manage for a staff user
- Repeat tests above, access should be denied/links not visible

Bonus:
- Fixes the link on the acquisition start page for late orders
  to mage the permissions of the page itself: order_receive

Signed-off-by: Séverine QUEUNE <severine.queune@bulac.fr>

Signed-off-by: Jonathan Druart <jonathan.druart@bugs.koha-community.org>

Signed-off-by: Nick Clemens <75ef9faee755c70589550b513ad881e5a603182c@bywatersolutions.com>
",TRUE,TRUE,TRUE,Without this patch only catalogue permission was required for managing suggestions.,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
gadael/gadael,c024030dbe5e523b5c26258b5407e49ca948c8c8,"Fix password field
",TRUE,TRUE,TRUE,"Fix password field
",,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
opendaylight/netvirt,e31342e9c537f981713cc8e7eaf683695d3f9eae,"Fixes an issue with security rule with only ether field 

Change-Id: I8594d53ea321b16c974d5a80e5c7cbf5ada8a802
Signed-off-by: Aswin Suryanarayanan <245ded2fd329681a343a9940c2cf4910bae21c4f@redhat.com>
",TRUE,TRUE,TRUE,Fixes an issue with security rule,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
openssl/openssl,10305baf26f1a43348e855266ed1f21840ec3d7d,"Stop client from sending Certificate message when not requested

In a non client-auth renegotiation where the original handshake *was*
client auth, then the client will send a Certificate message anyway
resulting in a connection failure.

Fixes #1920

Reviewed-by: Richard Levitte <5fb523282dd7956571c80524edc2dccfa0bd8234@openssl.org>
(Merged from https://github.com/openssl/openssl/pull/1982)",TRUE,TRUE,TRUE,Stop client from sending Certificate message when not requested,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
vcmi/vcmi,ef5b1ca1de9e86320c840674e012cac9fd3a3a41,"* Fixed bug #112
* Improved the security checks for ExchangeArtifact and SetArtifact, but have also come to realize that SetArtifact  is inherently broken and can be used for cheating. :(
* Preliminary work for combination artifacts, it's now possible to identify artifacts that are combined and what they're made up of.
* Happy New Year!
",TRUE,TRUE,TRUE,security checks broken,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
gradle/gradle,1b827f2119c11123e178e731421ae79d52a8991a,"We attempted to coordinate all access to system properties
for maximum security, but that didn't work out because it
also prevented reads from other threads while someone was
holding the lock. This is no longer a problem on Java 9,
but a deadlock is possible on Java 8.

We now only coordinate our own writes and accept that some
3rd party code may use setProperty() and bypass our checks
that way.
",TRUE,TRUE,TRUE,"for maximum security, but that didn't work",,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
istio/istio,d29e1fd4e5d9def7475fe09f54e57341cc1632f3,"Add analyzer for missing credentialName on Gateway (#19583)

* Add Secrets to metadata

* Add adapter for secrets resource, add skeleton analyzer

* Initial analyzer implementation

* Fix integ test

* add analyzer test case

* Fix namespace handling

* Add a validation message for entirely bogus gateway
",TRUE,TRUE,FALSE,"secretes, fix tests",,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
bywatersolutions/bws-package,bd7cca935b9c77ad0514038cfee6c84d02bd8e7d,"Updated fix for Bug 2170, Adding 'edititems' user-permission

This patch follows up on the addition of the 'edititems'
permission by adding a check of the new permission to places
in the interface which link to the edit item screen.

The catalogue toolbar had to be extensively re-worked in
order to ensure that the ""New"" and ""Edit"" menus would appear
(or not) whether or not edit_catalogue, edit_items, or
create_subscription permissions are on.

Revised for current HEAD

Signed-off-by: Colin Campbell <8932333a7e2efbb77f7b46533ef60517bbea1420@ptfs-europe.com>
Signed-off-by: Chris Cormack <d7aa3da1d5912a8b3f7b831e4f9f40b8b3d7e8b1@catalyst.net.nz>
",TRUE,TRUE,TRUE,"fix, permission",,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
onedata/onepanel,dea37acdd79378cca8167bbe22f6d24730a75700,"VFS-805 Fix changing password to OnePanel and administration database simultaneously.
",TRUE,TRUE,TRUE,"fix, password",,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
nwjs/chromium.src,96209ccda702ea92fd257a17d8a70f93bce0ddb5,"sync: second factor auth support

BUG=58712
TEST=Sign in to sync with two-step verification account. SigninManagerTest.

Review URL: http://codereview.chromium.org/3702002

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@62191 0039d316-1c4b-4281-b951-d872f2087c98
",TRUE,FALSE,FALSE,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
nodemcu/nodemcu-firmware,25585672ae9749ea31442239a9f4609ba674b2e7,"Merge pull request #1014 from urish/patch-1

Fix secure TCP connections for `net` and `mqtt` modules.",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
openstack/openstack-ansible,52f1c5045a215d2e4b498be66805d0f49a999e82,"Merge ""Use correct authentication URL for metadata service""",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
chromium/chromium,6a20d42cdeab337a0518a32136d2ba40fb7183e8,"cros: Fix crash in network connection dialog

Connection error dialogs may open with no natural parent widget. Provide a
fallback context on the active display.

BUG=173462
TEST=connect to password protected WiFi network, with bad password then with good password
NOTRY=true
(no try due to repeated win_rel flakes for this chromeos-only patch)


Review URL: https://chromiumcodereview.appspot.com/12135002

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@180267 0039d316-1c4b-4281-b951-d872f2087c98
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
nwjs/chromium.src,d0389f649c580cd78776f8ef050afa0b6eaa0624,"Support multiple SpdyProxy auth proxies

HttpAuthHandlerSpdyProxy supports only a single proxy. This change
allows it support a set of proxies.

BUG=314247

Review URL: https://codereview.chromium.org/47653005

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@233793 0039d316-1c4b-4281-b951-d872f2087c98
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
alchemy-fr/Phraseanet,a91a1c8f0ce164fa24cb150d4f876e738d4475ed,"PHRAS-182 #fix validation authentication
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
Pterodactyl/Panel,7244cdbf5d7f0b1c2b89ac27a090ef9ab15d583a,"Fix up authentication flows to use formik correctly
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
bywatersolutions/bws-package,4efbb9bd613c38956d82e77a31bab40fbad93f4f,"Bug 25045: Allow restricting anonymous requests on the public API

This patch introduces a check on the authenticate_api_request method for
the RESTPublicAnonymousRequests system preference. If disabled,
anonymous  requests get rejected.

The idea is to replicate the homologous OpacPublic system preference
behaviour.

To test:
1. Apply the Unit tests patch
2. Run:
   $ kshell
  k$ prove t/db_dependent/api/v1/auth_authenticate_api_request.t
=> FAIL: Tests fail, 200 is answered instead of 401 on the route.
3. Apply this patch
4. Repeat 2.
=> SUCCESS: Tests pass!
5. Sign off :-D

Signed-off-by: Kyle M Hall <kyle@bywatersolutions.com>
Signed-off-by: Jonathan Druart <jonathan.druart@bugs.koha-community.org>
Signed-off-by: Martin Renvoize <martin.renvoize@ptfs-europe.com>
(cherry picked from commit ec99043a2ede2f994dae72ee2f68884174f94d4c)

Signed-off-by: Aleisha Amohia <5bd78819bb537c060dbb40c201eca07a4ff6ad0c@hotmail.com>
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
symfony/framework-bundle,c6ab0c48746981e29f384773c81ef2b89797b6f1,"Merge branch '3.3' into 3.4

* 3.3:
  [FrameworkBundle] Set default public directory on install assets
  [Security] Fix wrong term in UserProviderInterface
  [HttpFoundation] Set meta refresh time to 0 in RedirectResponse content
  disable inlining deprecated services
  [Cache] add constructor docblocks for clarity
  [WebServerBundle] allowed public/ root directory to be auto-discovered along side web/
  [WebServerBundle] remove duplicate code
  [SecurityBundle] Clarify deprecation in UserPasswordEncoderCommand::getContainer
  [Cache] add constructor docblocks for clarity
  [Security] validate empty passwords again
  [DI] Remove irrelevant comment from container
  [TwigBridge] cleaner implementation of the TwigRenderer
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
xwiki/xwiki-platform,14651e6ad81442de8cf9555921ed66ddbd5f02b7,"XWIKI-8931: Support global user in local group in the new security authorization module

 - Fix a stupid algo
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
DonJayamanne/pythonVSCode,a03edb51066adcd4721c95bb9eff781ad07d1b7d,"Merging changes back from the release branch (#12393)

* Port custom editor changes to release branch (#12222)

* Implement the changes necessary to use the new custom editor (#12188)

* Turn on custom editor again

* Fix copy problem

* Fix copy problem again

* Get undo/redo to work

* Some fixes for synching more than one editor

* Fix untitled. Fix timeouts

* fix command manager to not be used. Not necessary with temp path.
fix delete/insert commands to undo properly

* Fix functional test

* Add experiment

* Since package json is enabling proposed api, turn of notebooks with experiment

* Turn off proposed api

* Upgrade VS code to 1.45 so can use new api outside of insiders

* Update package.json dynamically

* Fix merge code to handle arrays

* Fix unit tests. Backup happens at the provider level now

* Fix hygiene

* Fix untitled to work for old provider too

* Some feedback and attempt to fix URI problem on linux/mac

* Review feedback

* Update changelog

* Remove news entry

* Port run by line stepping fix to release (#12223)

* fix continue event to run cell (#12211)

Co-authored-by: Ian Huff <85768f32802162f3dfe75e4b576b0ffc0fb85af6@alex-x230.northamerica.corp.microsoft.com>

* update changelog and delete news file

Co-authored-by: Ian Huff <85768f32802162f3dfe75e4b576b0ffc0fb85af6@alex-x230.northamerica.corp.microsoft.com>

* Port run by line stop becoming interrupt to the release branch (#12271)

* Run by line changes for release (#12256)

* Run by line changes for release

* Translate step tooltip and make sure F10 works outside of already debugging

* Update changelog

* Cherry-pick fixes from master to june release (#12282)

* Merge stuff from may release back into master (#12233)

* Revert vscode-extension-telemetry changes for the release (#11602) (#11656)

* Revert ""Fix slashes in telemetry unit tests (#11572)""

This reverts commit 7431c9c53fa5f80fd440b47ae19a825286d3d760.

* Revert ""Use vscode-extension-telemetry for our exceptions & error telemetry (#11524)""

This reverts commit d5065e6976ab8bf3289d70be4a34110a53b224c5.

* Remove from changelog

* Port storage fix to release branch (#11673)

* Fix storage not being used (#11649)

* Fix storage not being used

* Add disposable to storage so it won't write after shutdown

* Fix dirty title

* Hack to get tests to pass

* Another way to get run all to not interfere

* Update changelog

* Port scrolling fix to release (#11688)

* Fix scrolling (#11681)

* Fix scrolling

* Review feedback - fix scrolling on expand/collapse

* Update changelog

* Update package.json

Co-authored-by: Jim Griesmer <2840707268c07695306f5be74c4fd33f9d6d5992@microsoft.com>

* Cherry-pick pipenv changes and pythonpath prompt changes to release (#11700)

* Show the prompt again if user clicks on more info (#11664)

* Show the prompt again if user clicks on more info

* Review feedback

* Use Learn more as text for the link.

* Leave pipenv in a corner until the user decides to select an interpreter (#11654)

* add onSuggestion option
* Swap onActivation with onSuggestion
* Update unit tests
* Remove registration of IPipenvService
* Move didTriggerInterpreterSuggestions logic inside pipenv locator
* Fix existing unit tests
* Add new unit tests
* Replace typemoq any param with object
* Shorten the tests
* Fix warning
* Duplicate teardown

Co-authored-by: Kim-Adeline Miguel <d290250a9d2bc4a77421345d0aaf80a36f27f6e9@users.noreply.github.com>

* Update extension version (#11730)

* Update extension version

* Update date in changelog.

* Update change log with additional notes. (#11764)

* Cherry picks and version updates for bug fix release (#11878)

* Do not execute shebang as an interpreter until user has clicked on the codelens enclosing the shebang (#11816)

* Do not execute shebang as an interpreter until user has clicked on the codelens enclosing the shebang

* Rename

* Oops

* Update src/test/providers/shebangCodeLenseProvider.unit.test.ts

Co-authored-by: Karthik Nadig <88285af5e24d790b440012a1a87ba0769fb61f4e@microsoft.com>

Co-authored-by: Karthik Nadig <88285af5e24d790b440012a1a87ba0769fb61f4e@microsoft.com>

* Update version and change log for bugfix release

Co-authored-by: Kartik Raj <0e95f33eb7ed599234cae2779eb2787fb579a7ae@microsoft.com>

* Cherry-pick ExP platform work from master (#12160)

* User cannot belong to all experiments in an experiment group (#11945)

* 10790 prep - Create an experiments/ folder  (#11980)

* experiments.ts -> experiments/manager.ts
* eexperimentGroups -> experiments/experimentGroups
* test/experiments.u.t -> test/experiments/manager.u.t
* experimentGroups -> groups
* Whoops committed one file too many

* Add support for VS Code's experiment service (#11979)

* Add npm package
* News entry
* experiments.ts -> experiments/manager.ts
* Wrong issue number
* eexperimentGroups -> experiments/experimentGroups
* Move experiments.unit.tests.ts -> experiments/
* Commit new files
* Merge gone sideways
* Add types
* Add opt in/out handling
* Activation (service registry)
* Don't pin tas-client to one version
* Unit tests + fixes
* Lol forgot to remove a comment + add headers
* Forgot 'use strict' in service.ts
* Use IApplicationEnvironment instead of IExtensions
* Apply suggestions from code review
Co-authored-by: Don Jayamanne <c1ef0c45f8a4487403158a6747c531deddcf5dc8@yahoo.com>
* Remove unnecessary formatted props
* n e v e r m i n d
* Aight fixed it
* flight -> experiment
* Check stub calls instead of ctor impl
* removed getExperimentService stub check
* Set shared properties for all telemetry events
* Add test for shared properties

Co-authored-by: Don Jayamanne <c1ef0c45f8a4487403158a6747c531deddcf5dc8@yahoo.com>

* Fix merge issues

* Fix index unit tests

* Revert ""Fix index unit tests""

This reverts commit 2fb61fc366c2c55b5c4b9c34e766ffbbcd50be74.

* Make MPLS and vscode-extension-telemetry work together 🤝 (#11823)

* Revert ""Revert vscode-extension-telemetry changes for the release (#11602)""
This reverts commit 71d17932d3268fb20c55e745a82f2da8bf1f3d0c.
* Remove entry from changelog + add new news entry
* Update LS code to use periods instead of slashes
* Revert ""Update LS code to use periods instead of slashes""
This reverts commit 13566513a86bbe63365cfc16c387fe4c504bfc10.
* Replace slashes before sending telemetry instead
* Too fast too furious

* Fix more merge issues

Co-authored-by: Don Jayamanne <c1ef0c45f8a4487403158a6747c531deddcf5dc8@yahoo.com>
Co-authored-by: Kim-Adeline Miguel <d290250a9d2bc4a77421345d0aaf80a36f27f6e9@users.noreply.github.com>

* Update version and changelog for point release (#12171)

* Ensure extension features are started when in Deprecate PythonPath experiment and opening a file without any folder opened (#12182)

* Ensure extension features are started when in Deprecate PythonPath experiment and opening a file without any folder opened.

* Added comments

* Update change log (#12190)

* Cherry pick fix for hasInterpreters and update change log (#12198)

* Double-check for interpreters when running diagnostics (#12158)

* Get interpreters if hasInterpreters returns false
* Undo ignoreErrors()
* Add unit tests
* Fixed tests
* Newline

* Fix merge issues.

* Update change log

Co-authored-by: Kim-Adeline Miguel <d290250a9d2bc4a77421345d0aaf80a36f27f6e9@users.noreply.github.com>

* Update version for point release (#12259)

Co-authored-by: Kim-Adeline Miguel <d290250a9d2bc4a77421345d0aaf80a36f27f6e9@users.noreply.github.com>
Co-authored-by: Rich Chiodo <443c6268d256ab7679a9dad074c181420c2ddbe7@users.noreply.github.com>
Co-authored-by: Jim Griesmer <2840707268c07695306f5be74c4fd33f9d6d5992@microsoft.com>
Co-authored-by: Kartik Raj <0e95f33eb7ed599234cae2779eb2787fb579a7ae@microsoft.com>
Co-authored-by: Don Jayamanne <c1ef0c45f8a4487403158a6747c531deddcf5dc8@yahoo.com>

* Make Jedi the default LS (#12226)

* Make Jedi the default LS

* Add news entry

* Update change log

Co-authored-by: Kim-Adeline Miguel <d290250a9d2bc4a77421345d0aaf80a36f27f6e9@users.noreply.github.com>
Co-authored-by: Rich Chiodo <443c6268d256ab7679a9dad074c181420c2ddbe7@users.noreply.github.com>
Co-authored-by: Jim Griesmer <2840707268c07695306f5be74c4fd33f9d6d5992@microsoft.com>
Co-authored-by: Kartik Raj <0e95f33eb7ed599234cae2779eb2787fb579a7ae@microsoft.com>
Co-authored-by: Don Jayamanne <c1ef0c45f8a4487403158a6747c531deddcf5dc8@yahoo.com>
Co-authored-by: Luciana Abud <269cd2e288f1b5605c036fc1d344b5b2339985fb@users.noreply.github.com>

* Port raw auto start fix to release (#12288)

* don't return a connection from the raw provider for getOnly (#12277)

Co-authored-by: Ian Huff <85768f32802162f3dfe75e4b576b0ffc0fb85af6@alex-x230.northamerica.corp.microsoft.com>

* update changelog and remove news entry

Co-authored-by: Ian Huff <85768f32802162f3dfe75e4b576b0ffc0fb85af6@alex-x230.northamerica.corp.microsoft.com>

* Rchiodo/rel june update (#12356)

* Update security problems

* Update release version

* Update 3rd party notices

* Add font awesome back to third party notices

* ExP telemetry fixes (#12358)

* Use extension channel instead of VS Code channel
* Use publisher.name extension id (not just name)
* Update vscode-tas-client

Co-authored-by: Kim-Adeline Miguel <d290250a9d2bc4a77421345d0aaf80a36f27f6e9@users.noreply.github.com>

* Port start page to release (#12365)

* start page experiment and fixes (#12339)

* move EnableStartPage enum to groups.ts

* - remove the command from the experiment
- fix the start page not loading when you go back
to a priviews version and then updating again
- update some labels in the start page
- update the sample notebook to include run by line
- the sample notebook now has a title
- updated the images from the sample notebook

* oops

* oops

* -add messages to open folder and workspace
-add telemetry to measure if the webview error happens
-give space between bullet points
-add link to enable experiments to the sample notebook
-get the release notes from a different file
-fix bullet points in the sample notebook
-sample notebook now opens with a counter in the title

* fix a unit test

* final changes

* final final changes

* final^3 changes

* removed run by line from the sample notebook

* Fixup after merge

Co-authored-by: David Kutugata <3f48dacb1dde4c182e56dc537b966ce65e45a189@microsoft.com>

* Fixup bad merge

* Last changes before release (#12371)

Co-authored-by: Ian Huff <83f3a49edc610e678cd600bdf5ed71ec5d2cb8b5@microsoft.com>
Co-authored-by: Ian Huff <85768f32802162f3dfe75e4b576b0ffc0fb85af6@alex-x230.northamerica.corp.microsoft.com>
Co-authored-by: Karthik Nadig <88285af5e24d790b440012a1a87ba0769fb61f4e@microsoft.com>
Co-authored-by: Kim-Adeline Miguel <d290250a9d2bc4a77421345d0aaf80a36f27f6e9@users.noreply.github.com>
Co-authored-by: Jim Griesmer <2840707268c07695306f5be74c4fd33f9d6d5992@microsoft.com>
Co-authored-by: Kartik Raj <0e95f33eb7ed599234cae2779eb2787fb579a7ae@microsoft.com>
Co-authored-by: Don Jayamanne <c1ef0c45f8a4487403158a6747c531deddcf5dc8@yahoo.com>
Co-authored-by: Luciana Abud <269cd2e288f1b5605c036fc1d344b5b2339985fb@users.noreply.github.com>
Co-authored-by: David Kutugata <3f48dacb1dde4c182e56dc537b966ce65e45a189@microsoft.com>",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
symfony/symfony,22c00283bbaebef0b21895f496bedf2634b90002,"feature #24114 [SecurityBundle] Throw a meaningful exception when an undefined user provider is used inside a firewall (chalasr)

This PR was merged into the 3.4 branch.

Discussion
----------

[SecurityBundle] Throw a meaningful exception when an undefined user provider is used inside a firewall

| Q             | A
| ------------- | ---
| Branch?       | 3.4
| Bug fix?      | no
| New feature?  | yes
| BC breaks?    | no
| Deprecations? | no
| Tests pass?   | yes
| Fixed tickets | n/a
| License       | MIT
| Doc PR        | n/a

Before

> The service ""security.authentication.manager"" has a dependency on a non-existent service ""security.user.provider.concrete.undefined_provider"".

After

> Invalid firewall ""main"": user provider ""undefined_provider"" not found.

Commits
-------

b884c6612d Throw a meaningful exception when an undefined user provider is used inside a firewall
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
chromium/chromium,0b50717506c373502b9c3c38de2544a20f02de8a,"[ios] enable password generation

This removes the flag and make password generation available
to all.

Bug: 886583
Change-Id: I6859bccfac2c9def0772fd536802280121b74820
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1767938
Reviewed-by: Vadym Doroshenko <47b8208ee029eb9765f31b8bdc81aadf41b02e18@chromium.org>
Commit-Queue: David Jean <2127cc06b8edda46542a7bc8d7cf3efa98836c0c@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#689851}
",,,,,,,24_mar_2021_pos_fix_2be15899b72484a3927b01a57b476cf6e8b76188
