repo_name,commit,message,Is_performance,Is_Fix,Is_performance_Fix,Justification,Certain,Comment,Sampling
bazelbuild/bazel,8a3cc9bb48026184b0c937f0ce7e37ab04621036,"Add a test verifying that --action_env triggers a rerun of tests

Issue #3265 went unnoticed for a long time, till it was fixed as
a sideeffect of d1c5329ba622b29afd3ab9f670fa17064d493bc0. To avoid
that happing in the future,  add a test. Closes #3265.

Change-Id: Ie22a1d4a2f09fd3dcadcbd900795b3e12b7dc461
PiperOrigin-RevId: 160502516
",FALSE,,,,unnoticited for long time,,25_mar_2021_pos_52a7c8257bcf835e778750bd5c5f172a5cba281f
openstack/ironic,afa611c4e5c7b73159f5488a83b095e8e86386d2,"Move to unsafe caching

Currently we use writeback caching for disks
on our test vms, however that honors syncs and
IO could become blocked/locked if the sync has
not completed with the double virtualization that
occurs in CI.

In theory, we don't need to worry about the
buffer cache behavior for our test VMs.

Overall, it appears that there is a performance
gain of about 10-15% with making this change because
we're not honoring syncs to not lock-up IO.

Change-Id: Ib09dd7fd41c6b1cbc0e2b707bfc9e4ff8dfa6fad
",TRUE,,,,performance gain,,25_mar_2021_pos_52a7c8257bcf835e778750bd5c5f172a5cba281f
letsencrypt/boulder,17918010dc84e502c1228067243472f8b0e6f8b9,"Allow override of all build flags in Makefile.

I think even the ldflags that did not change between subsequent invocations of
./start.py, e.g. BUILD_HOST_VAR, were different between ./start.py and
`go test ./...`, which would cause test runs to be unnecessarily slow.

Open question: To keep local developer builds fast, maybe we should enable race
detection only in Travis? Otherwise, `go test ./...` runs with one set of
ldflags, and then `ampq-integration-test.py` runs with a different set, which I
think makes both of them slower.
",TRUE,,,,slower,,25_mar_2021_pos_52a7c8257bcf835e778750bd5c5f172a5cba281f
e-gun/HipparchiaServer,40d3950e2c5be478de9459a8e4ad9b625671dbd0,"initial refactor of withinxlines() for speed
",TRUE,,,,refactor for speed,,25_mar_2021_pos_52a7c8257bcf835e778750bd5c5f172a5cba281f
SheffieldML/GPy,3cd808ccccd32166779abe52837a741dbbb49c24,"Added optimize and plot for classification, non_gaussian and stochastic examples
",FALSE,,,added optimize,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
gradle/gradle,2eed9059262006998d4cbb6fb5874dd8b427efb5,"Remove slower versions of Gradle from JavaUpToDateFullBuildPerformanceTest

+review REVIEW-5876
",TRUE,,,slower,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
SiLab-Bonn/basil,a89e0334db50bd9a945edaa90b63458659dbee3f,Rename fast_spi_rx,FALSE,,,rename fast,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
yrccondor/mdx,ebd4b13a8b67762da53b8d3b5c61ef939576fca6,"Improve performance
",TRUE,,,improve performance,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
bazelbuild/bazel,b77b86642ae219aaa45b1b15206b227c06c1b043,"Optimize serialization for more than one common root

This allows RootCodecDependencies to take multiple likely Roots -- up to 255, although only one or two is expected. This is intended to allow efficient serialization of the bundled builtins root.

Work toward #11437.

PiperOrigin-RevId: 363274403
",TRUE,,,optimize serilization,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
Alluxio/alluxio,56f3277a3b638f990f83da39ce4c63f956925136,"[TACHYON-665] optimize the implementation, add document and clean codebase:

- add a full version of unit and integration tests
- add configuration documentation.
- refactor/optimize service bind and connect related invocations
- improve javadoc
- clean codebase
- bug fixes
",TRUE,,,optimize the implementation,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
dnnsoftware/Dnn.Platform,da449567a176220db1c32f9a55f1cde8b981a821,"DNN-5107 Improve Startup Performance  - Cache Settings
",TRUE,,,improve performance,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
hfp/libxsmm,b2024052f7291e290fd7ac4b68650d2de3647d33,"Implemented libxsmm_sexp2 and libxsmm_sexp2_fast incl. test.
",FALSE,,,libxsmm_sexp2_fast,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
opesci/devito,e129afb48e264b15f7c39ed202efcdf6cec998ac,"All done, better faster
",TRUE,,,faster,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
chromium/chromium,50b48d604247e3fe5a50dd330ca55c69b2545606,"android: Don't use the App Zygote on low-end devices.

Using the app zygote is a tradeoff with:
- Pros:
  - Decreased incremental renderer cost
  - Faster incremental renderer startup
- Cons:
  - 2 copies of relocations (renderers, and everything else) vs 1
  - Increased fixed cost (memory from the zygote)
  - Increased cold startup latency

From the attached bug, the added memory cost for a single renderer is
~4MB (excluding page tables, which are expected to be .5-1MB). As a
consequence, disable the app zygote on low-end devices.

Bug: 1044579
Change-Id: I453ce87060f84d616fef7d0796a3f6b794989693
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2016645
Reviewed-by: Bo <bc579652988c4c89a85c01792240e330d2e727f7@chromium.org>
Commit-Queue: Benoit L <579f0e0f9312a7b9de804677f2181e06637f45d6@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#734501}
",TRUE,,,faster,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
chromium/chromium,847575176fe1313101ecff69d2f1867ef63f4c73,"CSS Tokenizer: Emit replacement characters as appropriate for escapes

The css-syntax specification says to emit replacement characters for
escapes of surrogate characters, null characters, and characters above
the maximum input code point. This patch updates our tokenizer to match
this behaviour.

http://dev.w3.org/csswg/css-syntax/#consume-escaped-code-point

Fixes fast/css/parsing-css-surrogate-pairs.html and makes our result
correct for fast/css/string-quote-binary.html (existing expectation is
wrong).

BUG=424988

Review URL: https://codereview.chromium.org/879313003

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@189614 bbb929c8-8fbe-4397-9dbb-9b2b20218538
",FALSE,,,fast/css/parsing-css-surrogate-pairs.html,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
uutils/coreutils,dc6060a85b578368abdcad2caaf149af8904b620,"base64: slightly improve decoding performance speed
",TRUE,,,improve speed,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
M2000Interpreter/Version8,1a49174c349a16029c2d1b9132902cb915a46df8,"rev 195

Some changes for more speed. Some additions to GuiEditBox and
GuiTextBox. A correction in Glis4 for slower horizontal scrolling when
we drop text.
",TRUE,,,more speed,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
rk700/PyMuPDF,87dd15e87ff9dcec5140da30116a3008b871bbdc,"Performance improcement in Page.showPDFpage()

Build 2018-01-14, 15:20:51
",TRUE,,,performance,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
chromium/chromium,2153328998af9d61ff8d7743a2f5bc74f889e7f3,"Query compositing state only from UpdateAnimationState

https://codereview.chromium.org/2029323003 attempted to add an optimization
that would run an animation on the MT by querying m_scrollableArea->
shouldScrollOnMainThread. This was wrong because we were querying compositing
state outside of the CompositingClean state.

This reverts that CL.

The original bug was not fixed in the CL that this reverts and that CL was
just wrong.

This CL doesn't have a behavioral change.

BUG=639100

Review-Url: https://codereview.chromium.org/2338913002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#418596}
",TRUE,,,attempted to add an optimization,FALSE,reverts an optimization,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
chromium/chromium,b482e9e71eef97a7c04c7a04ef247e118d9590d6,"Calculate client positions from offsets.
https://bugs.webkit.org/show_bug.cgi?id=73640

Reviewed by Tony Chang.

This change calculates client positions from offset positions at run time to
remove platform-dependent constants from this test.

* fast/events/offsetX-offsetY-expected.txt:
* fast/events/offsetX-offsetY.html:
* platform/chromium-win/fast/events/offsetX-offsetY-expected.txt: Removed.


git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@121735 bbb929c8-8fbe-4397-9dbb-9b2b20218538",FALSE,,,fast/events/offsetX-offsetY.html,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
flarum/tags,53340e67fb2489266a3f8fca9f878a39577b31c5,"Extend Page component to take advantage of performance boost in flarum/core@d1c436c
",TRUE,,,performance boost,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
thommcgrath/Beacon,81cb3b0ff929f79108425cd6d687686cbe6d3826,"Settings Windows to debug in 32-bit because it's faster
",TRUE,,,faster,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
nwjs/chromium.src,98d1c5f1e8c7b37db04da5c9cec4ec639dfc8d06,"When we do setAttribute(""border"", null) on a table we should create a border like every other browser
https://bugs.webkit.org/show_bug.cgi?id=102112

Reviewed by Ryosuke Niwa.

Source/WebCore:

http://www.whatwg.org/specs/web-apps/current-work/multipage/rendering.html#tables says:
""If the [table's border] attribute is present but parsing the attribute's value using the rules for parsing
non-negative integers generates an error, a default value of 1px is expected to be used for that property instead.""

Match the spec and bring us into line with other browsers by observing the 'parsing non-negative integers' algorithm.

Tests: fast/dom/HTMLTableElement/table-with-invalid-border.html
       fast/table/table-with-borderattr-null.html
       fast/table/table-with-borderattr-set-to-null.html

* html/HTMLElement.cpp:
(WebCore::HTMLElement::parseBorderWidthAttribute):
(WebCore::HTMLElement::applyBorderAttributeToStyle):
* html/HTMLElement.h:
(HTMLElement):
* html/HTMLTableElement.cpp:
(WebCore::HTMLTableElement::collectStyleForPresentationAttribute):
(WebCore::HTMLTableElement::parseAttribute):

LayoutTests:

* fast/dom/HTMLTableElement/table-with-invalid-border-expected.txt: Added.
* fast/dom/HTMLTableElement/table-with-invalid-border.html: Added.
* fast/table/table-with-borderattr-null-expected.txt: Added.
* fast/table/table-with-borderattr-null.html: Added.
* fast/table/table-with-borderattr-set-to-null-expected.txt: Added.
* fast/table/table-with-borderattr-set-to-null.html: Added.


git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@140436 bbb929c8-8fbe-4397-9dbb-9b2b20218538",FALSE,,,fast/,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
neos/neos-development-collection,d41f0c392b7b67a85aaffbb08676ac003681ff1b,"Merge ""[TASK] Speed improvements for Page""
Original-Commit-Hash: a8e46520acca4d2820afe601218a1db72c50cfbc
",TRUE,,,spped improvements,,,25_mar_2021_pos_b933d243b0cb403f21d467e72a6362d143cd18ef
adamhathcock/sharpcompress,2a630e04b279b3491fda9276b09a86b8fedbcb3d,"Merge pull request #107 from benshoof/fix-nonzip-perf-regression

Fixed serious performance regression (revert 0f12a073af4486509dfd777da1854efb5dc571ee)",TRUE,,,performance regression,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
apache/camel,f6f636296993daec5b4eaa70d77440836567d707,"Optimize package scan to only create jar cache on-demand when needed
",TRUE,,,optimize package scan,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
spritejs/spritejs,508402db962835f1f624e3b0007fe4e86b2e8ab7,":art:optimized stylesheet & :memo: update docs
",TRUE,,,optimized stylesheet,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
vuejs/vue-router,b6f96e9817675cd08bf09159bc79672d0bd27f6c,"optimize scroll position saving (fix #1145)
",TRUE,,,optimize,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
nwjs/chromium.src,36515ac063606db50e12061341c9f95f02597f35,"2008-09-26  Gavin Barraclough  <barraclough@apple.com>

        Reviewed by Maciej Stachowiak & Oliver Hunt.

        Add support for reusing temporary JSNumberCells.  This change is based on the observation
        that if the result of certain operations is a JSNumberCell and is consumed by a subsequent
        operation that would produce a JSNumberCell, we can reuse the object rather than allocating
        a fresh one.  E.g. given the expression ((a * b) * c), we can statically determine that
        (a * b) will have a numeric result (or else it will have thrown an exception), so the result
        will either be a JSNumberCell or a JSImmediate.

        This patch changes three areas of JSC:
            * The AST now tracks type information about the result of each node.
            * This information is consumed in bytecode compilation, and certain bytecode operations
              now carry the statically determined type information about their operands.
            * CTI uses the information in a number of fashions:
                * Where an operand to certain arithmetic operations is reusable, it will plant code
                  to try to perform the operation in JIT code & reuse the cell, where appropriate.
                * Where it can be statically determined that an operand can only be numeric (typically
                  the result of another arithmetic operation) the code will not redundantly check that
                  the JSCell is a JSNumberCell.
                * Where either of the operands to an add are non-numeric do not plant an optimized
                  arithmetic code path, just call straight out to the C function.

        +6% Sunspider (10% progression on 3D, 16% progression on math, 60% progression on access-nbody),
        +1% v8-tests (improvements in raytrace & crypto)

        * VM/CTI.cpp: Add optimized code generation with reuse of temporary JSNumberCells.
        * VM/CTI.h:
        * kjs/JSNumberCell.h:
        * masm/X86Assembler.h:

        * VM/CodeBlock.cpp: Add type information to specific bytecodes.
        * VM/CodeGenerator.cpp:
        * VM/CodeGenerator.h:
        * VM/Machine.cpp:

        * kjs/nodes.cpp: Track static type information for nodes.
        * kjs/nodes.h:
        * kjs/ResultDescriptor.h: (Added)
        * JavaScriptCore.xcodeproj/project.pbxproj:



git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@36976 bbb929c8-8fbe-4397-9dbb-9b2b20218538",TRUE,,,Add optimized code generation,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
hail-is/hail,b0df4b2d153ecce9ab79eec1fed4db9c0d074281,"Read/Write LD Matrix (#2073)

* works?

* address PR comments

* optimize imports

* use existing interfaces

* fix imports

* fix syntax error

* remove bad import

* add LDMatrix import

* fix tests for ldmatrix

* fix tests

* clean paths before writing
",TRUE,,,optimize imports,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
slapperwan/gh4a,8d2a042518b724ed110a51bd57bd6361850c1760,"Add fast scroller

",TRUE,,,fast,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
kubernetes-incubator/kubespray,4c8b93e5b9f5e4938eda2f944e81e169c4953963,"containerd support (#4664)

* Add limited containerd support

Containerd support for Ubuntu + Calico

* Added CRI-O support for ubuntu

* containerd support.

* Reset  containerd support.

* fix lint.

* implemented feedback

* Change task name cri xx instead of cri-o in reset task and timeout condition.

* set crictl to fixed version

* Use docker-ce's container.io package for containerd.

* Add check containerd is installable or not.

* Avoid stop docker when use containerd and optimize retry for reset.

* Add config.toml.

* Fixed containerd for kubelet.env.

* Merge PR #4629

* Remove unused ubuntu variable for containerd

* Polish code for containerd and cri-o

* Refactoring cri socket configuration.

* Configurable conmon.

* Remove unused crictl/runc download

* Now crictl and runc is downloaded by common crictl.yml.

* fixed yamllint error

* Fixed brokenfiles by conflict.

* Remove commented line in config.toml

* Remove readded v1.12.x version

* Fixed broken set_docker_image_facts

* Fix yamllint errors.

* Remove unused apt source

* Fix crictl could not be installed

* Add containerd config from skolekonov's PR #4601
",TRUE,,,optimize retry for reset.,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
OISF/suricata,4318c1de45911eb9e81297d1b9c87e48cc312e6d,"github ci: pin cbindgen to 0.14.1

0.14.2 breaks builds with Rust 1.34.0, which we still support.

Also build cbdingen in debug mode. It builds much faster
with minimal runtime performance.
",TRUE,,,faster,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
redisson/redisson,f5542bd6b9f8a892a989d3bd58e9eb47feb61d6e,"RList.remove optimization
",TRUE,,,optimization,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
nwjs/chromium.src,1e13bd23dd2aac48f6bbcce65a1c56b14d5254ef,"[Reland] Optimize blink scheduler with an intrusive heap.

This shows a ~10% improvement on the TaskQueueManagerPerfTest
micro benchmark.

Alternatives considered: A flat map/set
https://codereview.chromium.org/2396533004/

BUG=

Committed: https://crrev.com/36d98e3b544f310943986dcaa98beabacdbccc96
Review-Url: https://codereview.chromium.org/2419793002
Cr-Original-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#425647}
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#425930}
",TRUE,,,optimize,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
openfoodfoundation/openfoodnetwork,0da7c93bc60b89f9b66d115060b97a2f98fb61dd,"Collect affected exchanges more efficiently

When an incoming exchange of an order cycle changes, the ProductsCache
queries all affected outgoing exchanges to update them. It was creating
a big collection of exchanges with duplicates and then calling `uniq`.
That call was hitting a custom implementation of `eql?` which is very
inefficient. And since `Exchange.eql?` is ignoring the order cycle id,
it was probably filtering too many exchanges from the collection.

Fixed bug: If two order cycles sell exactly the same variants to the
same shop, the two outgoing exchanges are seen as equal. When the
variants change, ProductsCache would only update one of those two
exchanges, leaving one order cycle out of sync. This case is very rare.
It only happens if there is a shop with two active order cycles selling
exactly the same.

The new uniqueness test looks only at the attributes that are later used
to refresh the cache. I measured a page speed improvement from 90
seconds to 3 seconds (30 times faster).
",TRUE,,,I measured a page speed improvement from 90,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
Dawn-of-Light/DOLSharp,287ce254bf2adb0d48483d1a14e9eba0af611f75,"Bugfix: Enabled diving in Hibernian Temple of Twilight.
Changed: Modified LootGeneratorScroll to allow lower scroll drops, mainly for Aerus regions.
Changed: Modified artifact xprate to be more in line with live. Artifacts were leveling too fast.

git-svn-id: a92f73d1ee1eeac4f92564463fe023a4b5d54c5f@1468 c9877f0d-d2ea-46ae-93cb-121acdf3e971
",TRUE,,,too fast???,,intentional performance reduction,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
chromium/chromium,9aa4146da55802fe5ececfa528d3bb97d51a59c2,"Revert 148127 ""Simplify ContainerNode::removeChildren and make i...""

> Simplify ContainerNode::removeChildren and make it faster
> 
> Simplify ContainerNode::removeChildren by merging the loops and removing
> willRemoveChildren. This removes 3+ traversals of the children, avoids
> refing and derefing all the children once, avoids allocating a second
> NodeVector of children, and means we detach() in the same order as
> normal removal.
> 
> This does mean you can get into an infinite loop with DOMNodeRemoved
> listeners by continously adding nodes but this is true in all other browsers
> and the current behavior is bad because it means you don't get notified
> of nodes added during removal (which other browsers do notify of). This
> patch removes the containerNode.html test that originally tested for this
> infinite loop and adds a new one that tests that all nodes get notified.
> 
> This makes PerformanceTests/Parser/innerHTML-setter.html 2-6% faster.
> 
> There's also a new test verifying ranges remain consistent if modified
> inside an mutation event handler. Without the patch it's possible to create
> a range with boundaries outside of the DOM tree. This test was imported from
> https://bugs.webkit.org/show_bug.cgi?id=113517 and written by Andrei
> Bucur who landed a modified version of my patch in WebKit.
> 
> Review URL: https://codereview.chromium.org/13901002

This causes use after frees inside the Widget tree, and also inside
node lists and other things because we allow script to run before
updating the widget tre or calling childrenChanged or calling the
ChildNodeRemovalNotifier. We need to reconsider how this works.

TBR=esprehn@chromium.org
Review URL: https://codereview.chromium.org/13874006

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@148250 bbb929c8-8fbe-4397-9dbb-9b2b20218538
",TRUE,,,revert performance improvment,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
KDE/kcontacts,a2dae0281e1982e591d9866fe93604a6e716d4a2,"Call lower() only once, for speed.

svn path=/trunk/kdelibs/kabc/; revision=312521
",TRUE,,,for speed,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
diofant/diofant,f00c6dd2554fa4f10f46f729ef68be72a1df0d5f,"faster ``is_quad_residue``;
in ``sqrt_mod`` changed default value of ``limit`` to 1;
changed a test and added another one
",TRUE,,,faster,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
tprrt/linux-stable,b7765086b7c5a5be029a739c2caa161da51c2076,"x86/entry/64: Fix an IRQ state error on ptregs-using syscalls

I messed up the IRQ state when jumping off the fast path due to
invocation of a ptregs-using syscall.  This bug shouldn't have
had any impact yet, but it would have caused problems with
subsequent context tracking cleanups.

Reported-and-tested-by: Borislav Petkov <0691a664b24b6f15b20cd5aee64b72271db08be1@suse.de>
Signed-off-by: Andy Lutomirski <2cc0d0d76de2e6f37b92deeb83c85cb306fc5dc1@kernel.org>
Cc: Andy Lutomirski <2cc0d0d76de2e6f37b92deeb83c85cb306fc5dc1@amacapital.net>
Cc: Borislav Petkov <0691a664b24b6f15b20cd5aee64b72271db08be1@alien8.de>
Cc: Brian Gerst <e60badcb99f652a0bcc15460d39f7ea12d6655ee@gmail.com>
Cc: Denys Vlasenko <50fbbd36fe0f9c8261d4a3c762c8c29ffb35e48f@redhat.com>
Cc: H. Peter Anvin <8a453bad9912ffe59bc0f0b8abe03df9be19379e@zytor.com>
Cc: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
Cc: Peter Zijlstra <3fddac958924aef220f202ca567388ddab3f14a8@infradead.org>
Cc: Thomas Gleixner <00e4cf8f46a57000a44449bf9dd8cbbcc209fd2a@linutronix.de>
Fixes: 1e423bff959e x86/entry/64: (""Migrate the 64-bit syscall slow path to C"")
Link: http://lkml.kernel.org/r/ab92cd365fb7b0a56869e920017790d96610fdca.1454261517.git.2cc0d0d76de2e6f37b92deeb83c85cb306fc5dc1@kernel.org
Signed-off-by: Ingo Molnar <9dbbbf0688fedc85ad4da37637f1a64b8c718ee2@kernel.org>
",FALSE,,,fast path,FALSE,?,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
Flexberry/ember-flexberry-data,3d3e724f777f550716194bdce0679a4269321282,"Merge pull request #67 from Flexberry/feature-select-by-id-performance

Feature select by id performance",FALSE,,,id performance,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
mantidproject/mantid,46af03f7f4417fe9a484aec267d765d9a7566726,"Reduce time that unused workspaces from Fit are in the ADS

Refs #15413
",TRUE,,,reduce time,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
tprrt/linux-stable,5c3320d7fece4612d4a413aa3c8e82cdb5b49fcb,"libbpf: Fix memory leak and optimize BTF sanitization

Coverity's static analysis helpfully reported a memory leak introduced by
0f0e55d8247c (""libbpf: Improve BTF sanitization handling""). While fixing it,
I realized that btf__new() already creates a memory copy, so there is no need
to do this. So this patch also fixes misleading btf__new() signature to make
data into a `const void *` input parameter. And it avoids unnecessary memory
allocation and copy in BTF sanitization code altogether.

Fixes: 0f0e55d8247c (""libbpf: Improve BTF sanitization handling"")
Signed-off-by: Andrii Nakryiko <1ab6096f60c2d8d3f6ff85bf25d0ee81fb25b434@fb.com>
Signed-off-by: Daniel Borkmann <3d0f3b9ddcacec30c4008c5e030e6c13a478cb4f@iogearbox.net>
Link: https://lore.kernel.org/bpf/20200710011023.1655008-1-1ab6096f60c2d8d3f6ff85bf25d0ee81fb25b434@fb.com
",TRUE,,,optimize,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
indico/indico,194fe88ac38086f8f63ac73f8af74e3a2a2f95e6,"Optimize fetching of event timetable (meetings)
",TRUE,,,optimize,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
avocado-framework/avocado-vt,aee29d2e41842533a7d37fc039a1d645b1968445,"virt: Allows multihost test using of fd migration and adds new tests

New tests:
  1) change downtime of migration after start of migration
  2) change migration speed after start of migration.
  3) cancel migration after start.

Signed-off-by: Jiří Župka <1903e8a8be862c2c3ba874b0140ea49835e49141@redhat.com>
",FALSE,,,test - change migration speed,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
quantxt/NLPAnalytics,9bab1192382b6b5f5c327d24a436fd0bca2f3336,"Enhance phrase extraction speed
",TRUE,,,speed,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
doxygen/doxygen,756d8b203b67f3ab38f7d148794bb94175a064a7,"JAVA_ONCE -> FAST
",FALSE,,,FAST,FALSE,"change a constant called fast, by code",25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
syncthing/syncthing-android,6ea906d0561e630a6741b58521503e4bee8dbce6,"Optimized imports.
",TRUE,,,optimized,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
eduNEXT/edunext-platform,0071c9d322bff3fecf503c50bfc03fe9961905d7,"OwnLearnerProfile tests multiprocessing support.

Fix a flaky test condition that only occurs in
multiprocessing mode. Make the page definition more
specific; the previous implementation would not fully
render all objects in time.

Avoid race condition related to events order (in faster,
multiprocess testing, the order is not exactly the same since
some events arrive at once).
",FALSE,,,in faster,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
SMRUCC/GCModeller,747b0ff67641f2ee6882dd81665a4f98d62e655f,"improvements on the runtime code style
",TRUE,,,improvment ..runtime,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
google/wuffs,510c230cf4439752ebdc3dc171bbb7d697363592,"Rename USE_FAST_DOUBLE_PARSER macro
",FALSE,,,rename fast,,,25_mar_2021_pos_a5655cab58c1e717c8dcf06bc754812fbba79a72
